indexnummer,re,dugobo,fogobo,duprbo,foprbo,dush,fosh,cash,misc,debt,ta11,tl11,nw11,ta0,tl0,nw0,w_deflated
00573,5000,8708,23390,11780,0,0,0,494,3318,-1772,52691,-531.2,52159.8,26345.5,-1550.6,24784.9,25291.60573548634
00574,63000,11056,199,1285,0,73208,0,649,23123,-56369,80765.465,44345.995,47515.67,80761.565,-44345.995,36415.57,17821.519735274935
00579,0,0,0,0,0,0,0,0,0,-423,1847,-423,1451,1874,-423,1451,894.7373830706024
00583,591692.97,174452,87702,237965.5,8312,31598,0,5150,29457,-10548,1166335.96,-10548,1155787.6,1166355.96,-11017.21,1155338.75,1054890.354187338
00584,37500,434376,99063.15,3915530,92387.62,385048.55,19858,1500,101805,-105289.7,5071863.53,-89439.7,4981823.83,5071854.68,-89439.7,4982414.98,3452057.8164476487
00586,2353,0,0,0,0,0,0,0,0,-276,2353,-276,2077,2353,-276,2077,1455.4417445130725
00587,11512.98,1131.91,11755.62,1476.66,23171.825,15485.71,5472,465,4852.125,-4392.03,74790.24,-4624.25,70166.59,38233.86,-2575.45,35658.425,26359.13021201391
00592,8000,0,0,0,0,0,0,41,448,-407,1822.435,-407,1415.435,1822.43,-107,1415.43,1292.5044216032625
00593,106373,0,110,23,0,53177.5,0,1065,3000,-80068.7,162382.05,-80068.7,82313.38,162382.05,-80068.67,82313.38,63446.63868478061
00597,2778828.74,172611,108062,517945,800,26755,0,106,10014,-19788.94,3615121.74,-19788.94,3595332.79,3615121.74,-19788.94,3595332.79,2474872.414019852
00601,8100,21909,667,44693,1160,35833,0,2272,13318,-56164.05,119287.15,-56164.05,63125.1,120087.44,-56164.05,71924.79,55439.178481833085
00605,477318,27034,7870.16,87063,9357,148658,0,459,27783.95,-8867.26,785552.5,-8867.26,387845.42,392776.25,-4930.83,387845.42,288143.4458241853
00607,44734,5858,3600,120977.5,40603,235994,16692,426,12745,-7381.44,481444.36,-7381.44,451163.26,462162.19,-11412,450750.19,277948.34281128657
00609,23373.25,4575,16933.25,43022,0,500,0,1500,3000,-500,92856.92,-500,45950.43,46453.46,-500,45953.46,42206.6201574359
00610,27205,14850,81413,355437,230094,482081,416801,374,14350,-856884.31,1622835.97,-856884.31,765951.65,1622861.01,-856884.31,765976.7,665250.7641378611
00611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00612,84120,11426,12824,37913,13808,27227,0,450.5,9065.5,-4379.17,195668.32,-3208.67,192459.58,197230.09,-4770.51,192459.58,130414.62979673278
00613,122940,760281,12697,685081,248077,947083.7,581711,26577,26387.11,-208563.59,3419924.09,-208563.59,3211360.5,3419924.09,-208563.59,3211360.5,1922560.462927816
00618,689282.25,41682,19926,143624.85,0,44605.9,0,8319,614.3,-63375.17,726795.92,-1828.68,724667.24,734627.17,-9956.43,724670.74,665584.325149575
00622,444962,47080.67,58686.5,62095,39250,75216.5,13138,0,35425,-8510.34,778454.84,-8510.34,778374.5,778459.84,-8530.94,769928.9,730801.3657214645
00623,17100,14351,21086,30789.5,4157,79723,10290,911,7790,-5697.71,187403.21,-5697.71,89511,93701.6,-4194.97,89506.63,66497.49480517153
00624,0,6605,1478,5361.25,24293,27352,1355,7783,8453,-2854.46,73479.8,-2854.46,70625.37,73479.83,-2854.46,70625,31788.209207725828
00631,56000,35311,349266,109899.5,124047,264174,114965,7825,6000,-882,616474,-757.34,616474,668207.57,-757.34,665450.23,593310.2608317393
00634,0,10965,1108,32184,3692,52366,19656,19,7711,-3242.25,128607.1,-3242.25,125364.85,128607.1,-3242.25,125364.85,72928.63595864899
00635,19000,58014,970,81431.1,3366,31126,0,3377,5732,-1354.23,202992.86,-1354.23,201638.63,202992.86,-1354.23,201638.63,120715.95756282442
00636,0,1000,0,6000,0,1130,0,100,3104,-400,11416.84,-399.65,11017.19,11416.84,-399.65,11017.19,9866.394636490035
00645,14000,0,1203.26,2990,2181.6,2317.69,3502.8,1224.52,4711.09,-2480.75,32110.67,-3865.96,28244.71,32110.67,-3865.96,28244.71,20676.44183266623
00650,61500,0,0,59611.43,0,0,0,13662.79,4000,-64051.52,138948.86,-64051.52,74897.04,138952.23,-63997.71,74954.5,68444.94087949368
00651,224286,15237,0,353415,11463,382724.65,0,8498.24,25164.3,-45094.86,1026264.93,-45094.86,981170.06,1026264.93,-45094.87,981170.06,852146.1973506388
00655,14500,0,0,104,0,4750,0,548,5509,-15906.88,25411,-15416.88,4507.45,12705.89,-8198.44,4507,2865.127767463369
00658,366692.307692308,5889.20512820513,1126.05128205128,12984.6666666667,2371.74358974359,6359.64102564103,0,13100.8461538462,54745,-437.01,496535.01,-437.01,496098,496535.01,-437.01,496098,462893.331619854
00662,42000,561.75,4900,33832.25,3057,38513.1,0,1018,11500,-28918.3,100404,-3918.3,92978.5,116553.93,-19686.3,96867.65,65639.54215232872
00665,25640,5032,0,32931,0,10447,0,240,3150,-6413.69,77671.59,-6413.69,71257.9,72471.58,-6415.69,66057.9,40733.613078662675
00666,0,0,0,3627.15,0,118.9,0,666,4045.09,-1815.66,8457.79,-1815.66,6642.13,8457.79,-1815.66,6642.13,4222.443110295422
00668,0,403,9395,3586,11649,645,0,183,1400,-322,26533.13,-466.32,26066.81,26532.46,-466.32,26066.14,25373.730793303137
00671,18500,111,0,6739,90,8935,322,330,3610,-19559,38636,-21205,17431,38635,-20205,18430,16827.644037450176
00673,360215,147019,71940,129748,19325,507639.5,8650,35,16285,-184410,1346568,-187690,1158977,346668,-187690,158978,77802.69715603898
00674,18010,0,179186,0,170878,10775,7000,3100,9428,-3434.25,398382.82,-3434.25,394948.57,398382.82,-3434.25,394948.57,412374.16787939233
00676,86000,165228,1742,39296,67612,312097,88077,310,5233,-14505.21,781625.61,-14505.11,767120.4,680372.91,-8078.76,672194.15,402425.6685605275
00678,40252,0,0,21233,0,104991.71,0,0,82,-46076.27,166565.01,-46076.27,120407.74,166565.21,-46076.27,120488.94,109129.88262382537
00680,162968,2235,19161,180855.5,8531,458414,894,8100,8035,-32327.08,819066.39,-32327.08,786739.31,819606.39,-32327.08,787279.31,724851.1407143004
00683,166568.58,2523.75,66222.68,3098,0,40,0,3249.42,0,-5506.82,242274.43,-6029.36,236245.07,242274.43,-6029.36,236245.07,173468.754666823
00684,25524,148610,0,31025,0,99332,2000,2258,11869,-1524,320618.47,-2159.96,318458.51,306895.97,-2159.96,319236.01,285890.36377138627
00686,80236,0,0,3232,0,316,0,1236,5745,-106128,100815.75,-106128.57,-5312.82000000001,100815.75,-106128.57,-5312.82,-5051.104730040974
00689,0,0,0,0,0,0,0,0,4134.68,-4743.08,4134.68,-4743.08,-608.38,4134.7,-4743.08,-608.38,-468.93550060803256
00690,31617,42910,12672,3380,5723,124478,9962,368,20803,-35825,257411,-36453,220959,259241,-36452,222789,133378.1501563668
00691,0,0,0,0,0,0,0,0,5456.82,-13507,5456.82,-13507,-8049.8,5456.82,-13506.58,-8049.76,-8129.321577144653
00696,32500,44258,6973,303106,22036.62,358827,2238.2,1835,12487,-10053.14,784267.95,-10053,769814.81,784267.95,-10053,786814.81,385061.54549885116
00701,19000,0,6970,4294,4909,3956,7825,701,2983,-1671.63,50576.98,-1671.63,48605.34,50276.98,-1671.63,48605.34,43336.14394154672
00708,6900,0,0,614,0,3683,0,0,700.88,-3370.34,12001.38,-3370.34,4363.52,6000.69,-1738.47,4262.22,2795.993641539879
00711,0,3650,3744,747,0,0,0,980,918,-759.95,10104.65,-759.95,9344.7,10104.65,-759.95,9344.7,9646.822709343309
00727,0,3369,157,8068,78377,35969,0,725,7406,-170467.27,135575.17,-170467.27,-34892.1,135575.17,-170467.27,-34892.1,-20889.019444725574
00731,14214,2100,0,9496,0,1209,0,815,2201,-10201.33,10081.48,-391.41,9690.07,10081.48,-391.41,9690.07,8415.825797376558
00732,0,0,7774,20428,2951,9507,0,867,5277,-867.54,68786.96,-867.54,67919.42,68786.96,-867.54,67919.42,58988.01628665771
00750,0,35872,30,44540,66,18160,0,1178,3402.84,-11528.67,103278.45,-11528.67,91749.7,103278.42,-11528.67,91749.76,68163.99175095446
00763,96631,3139,57577,82136,109166,528498,89568,64980,28476,-29022.75,168391.26,-8412.3,159979.01,189001.57,-29022.55,159979.01,138941.77022423598
00765,0,21484,34113.775,3000,420,785,308.25,140,7916.72,-4927.995,68167.745,-4307.995,31309.875,34083.873,-2773.998,31309.875,27511.76289543878
00766,0,59124,12954,63495,25620,17815,0,272,45185,-29872.81,225543,-29872.81,195770.4,225893,-29873,196020,95930.78725689568
00768,1010003,756859,258862,1872573,111537,562942,27000,69786,75204,-88205,4772284.84,-88271.4,4684013.44,4771980.84,-88271.4,4683713.44,4257698.478881855
00769,214855,144897,11400,1851687.8,300,1149868.5,28100,730,121603.43,-504917.54,3531841.73,305120.22,3226721.5,3532241.73,-305120.22,3227121.51,2051501.097687889
00775,7476,2268.5,0,30426.84,0,1111,830,3843,29,-2975.4,45985.79,-2975.4,43010.39,45985.79,-1612.08,44373.1,32163.27598975893
00776,51162,3748,2427,53229,23300,5466,173299,815,6636,-156592.15,319781.89,-156592.15,163189.44,319781,-156592.15,163189.74,158854.84122271778
00778,22830,0,9095.15,13742,2354,4784,1393,1000,470,-1730,50714.27,-1730,48962.47,50692.47,-1780,48962.47,52459.78926068558
00780,61921,7350,54,169600,671,0,175,2759,8024.16,-21446.8,250555.83,-21446.8,113001.14,125282.64,-12276.77,113005.87,59558.43949567686
00781,0,0,0,659,0,0,0,213,1078,-16857,1951.65,-16857,-14905.35,1951.65,-16857,-14905.35,-15387.2536165645
00782,29364,500293,0,239735.9,70,7136255,0,6200,147735,-95026.22,7548063.26,-95026.22,3723347.63,3774032,-50684,3723348,2013988.3240028722
00784,17140,18524,36105,117458,7827,8827,4279,1278,10202,-3829,225221.125,-4324.875,220896.25,225221.125,-1840.575,223380.55,212539.4474970895
00791,89540,0,39900,1042,0,1440,0,1704,4842,-825,138459.12,-533.255,68142.645,69233.96,-1091.92,68142.04,58197.81859991738
00796,15000,1221,69,834,112,19310,0,3670,0,-6995.71,38390.11,-6995.71,15697.16,19195.05,-3907.09,15287.96,7855.909296363533
00797,220352,430414,121841,308163,33950,1567556,55657,1200,12983,-76925.5,2611639.52,-76925.5,2534704.48,2625429.19,-90155.08,2535274.1,1563338.741282341
00802,0,4058,2769,43907,11937,22433,9255,1710,5969,-2036.35,102094.76,-2036.35,100058.41,102094.75,-2056.55,100058.41,61699.517517302134
00808,0,5717.5,71039.42,47160.82,0,62369.615,0,3564.28,4570.445,-95345.255,39434.045,-18025.27,21408.775,39434.045,-18025.27,21408.775,16723.800192236242
00809,0,21736.5,2416.3,18136,644,33.65,1,1591.8,6426,-1736,50985,-2281,45705,50985.07,-2280.07,48705,23835.878957999714
00810,4500,0,54880,12852,64302,114416,53305,2240,11653,-188026.05,158240.87,-94013.025,64227.84,159606.03,-94468.67,63137.36,60073.178308607625
00815,69956,0,3,6051,2262,58924.8,6474,1020,23872,-28099.5,168520.69,-28099.5,140421.18,168520.69,-28099.5,140421.18,95152.32344017574
00818,231268.16,5628,61058.86,236817.17,27935.625,32984.375,8329.5,4990.15,10127.5,-89065.415,456496.815,-88867.865,367628.95,456496.815,-88867.865,367628.95,332001.39704669337
00824,257000,0,81185,166184,17716,47190,0,1531,29029,-3790,599834,-13603,586231,599747,-13603,526144,478287.69568635576
00825,312655,0,203378,49489,4965,66499.25,0,1832,24637,-4133.74,636466.83,-4133.74,63233.09,663491.32,-4133.74,659357.58,563135.075400157
00828,39300,901,109549.52,51908,13342,37747,13409,0,10301,-1303.87,277130.31,-1303.87,275826.44,277471.05,-1311.27,276159.77,257675.93498597582
00835,37502.08,14236,76,69074,0,88250,0,5091.78,8783.25,-34450.62,214511.7,-34450.6,86544.37,107255.85,-20711.47,86544.38,38953.498862908644
00838,95594.75,14753,84990,189296.7,18905,16381,5980,0,5647,-2542.46,445563.7,-2542.46,443900.33,445563.7,-1663.37,443900.33,346759.7012994779
00847,0,4016,0,8479,0,13468,1374,25,1449,-3842.82,28816.19,-3842.82,24973.37,28816.19,-3624.07,25192.12,19417.9286024107
00849,377863.06,15490,0,19070,0,10985,0,20750,9232,-11454.61,453392.06,-11454.61,219929.79,226696.03,-6766.3,219929.72,131666.37140077702
00851,89950,16417,0,3291,0,64713,0,3173,8256,-2581.16,105802.8,-2581.16,103221.64,105802.8,-2581.16,103221.65,93490.4610227095
00857,731250,0,5532,9249.1,3528,33266.3,3003,2066,78214.4,-209056.36,840801.3,-114700.37,726100.92,840801.3,-114700.37,726100.92,638019.6774723618
00858,1108853.57,380623,65234,295586,140061,234932,70045,0,37479,0,2342264.29,0,2394666.89,2421562.52,-26895.63,2394666.89,1659140.9163218439
00862,123989,409,19970,14986,18347,43403,16316,2014,3754,-1896.75,244163.65,-1896.75,242371.93,244153.58,-1896.75,242256.87,224426.76447416568
00864,31000,45475,4628,139332,34,31571,1050,0,20000,-17559.36,273101.15,-17559.36,255541.79,277056.14,-17413.25,259640.89,133419.71600312283
00869,98460,19783.13,33016.295,53869.35,6970.6,24630.5,9660.54,550,5484.13,-4369,252424.545,-2465.53,248055.545,252299.54,-4369,247930.54,148429.7554747726
00870,3000,2445,15806,3650,64303,8580,2543,816,6919,-1487.99,124837.13,-1487.99,59367.64,62468.56,-3100.92,59367.64,53770.77418768494
00871,267479,0,0,20166,0,2312,0,5179,41936,-93931.12,262430.4,-36467.21,225963.19,261430,-36467.21,224962.79,203754.49288066005
00878,514150,33462.58,0,11700,0,2400,0,979,7975.96,-1465.32,571485.46,-1465.32,570020.14,571485.46,-1465.32,570020.14,588449.4131791339
00880,145172,0,1082,10335,49865,247113.75,41106,28,29128,-6061.66,520831.1,-6061.66,648043.57,667882.22,-17197.81,650684.41,594112.0798805364
00888,32000,12985,6543.4,134815,9755,71615.2,714,14010,6505,-6698.75,284558.33,-5948.75,278609.58,292588,-5948,286640,188034.31491367493
00889,0,22456,7572,216713.1,14406,94026,0,650,5520,-3982.97,370399.09,-3982.97,366416.12,370399.09,-3982.97,366416.12,318232.4003098661
00892,24000,11125,6968,37431,6621,27382,847,100,15828,-5436.42,131550,-5436.42,59820.95,65775,-2718.21,59820.95,31527.941257820596
00893,32054,2000,11427,21294,112928,7762,0,1364,5057,-2540,193891.48,-4301.48,189590,193891.48,-4301.48,189500,171135.2295306134
00894,26847,0,31227,6424,22331,4581,2760,220,3152,-552.97,100239.22,-552.97,99463.14,100239.72,-776.07,99463.64,99463.64
00895,28802,38437,40504,1885,11454,4520,5909,4682,2694,-2642.76,138591.63,-2642.76,135948.86,138591.63,-2605.71,135985.92,116140.98879785341
00901,422711,115516.5,340296,265512.5,224085,324345,240376,942.5,58948.5,0,2002279.14,0,2002279.14,2002254.14,0,2002254.14,1843483.2199247435
00903,30150,11807,15327,10469,0,0,0,3837,2448,-816.58,74001.95,-816.58,73785.37,74001.95,-816.58,73785.37,57638.59842472173
00906,127965,1141,762,12849,0,71015.35,0,0,12018,-96374.38,251803.2,-96374.38,155428.82,251832.53,-95474.71,156357.81,133539.93310238948
00917,240000,30150,41110.725,133119.7,72895.015,64083.65,1484.5,2000,12851.75,-1398.04,188847.0325,-579.045,187738.51,188847.03,-1108.52,187738.57,173921.01133027382
00920,492328.93,32276.87,40.2,163987.41,1350.58,21054,250,220.1,25180,-197886.71,314885.43,-172886.71,141998.72,314885.43,-172886.71,141998.72,72967.81679960717
00925,21000,5568,10483,223409,17152,143586,12307,688,37120,-10745.93,444538.43,-10745.93,215911.25,222269.21,-6357.96,215911.25,160407.75135566804
00930,37000,0,108600,4824,437245,12843,3887,143,30000,-8933.13,584511.39,-8933.13,575578,585511.39,-8933.13,575578.26,491581.98324464733
00931,0,0,0,0,0,0,0,0,1900,-150,1900,-150,1750,1900,-150,1750,1738.58956775
00939,210766,0,0,147730,0,123586,0,744,19509,-947,502338.29,-947.375,501390.915,501505.93,-947.375,500558.555,362823.4888592396
00940,5,21383,2616,19837,2647,25285.3,1305,507,8099,-2723.31,80113.66,-18043.65,62070.01,80113.66,-18043.65,62070.01,37159.74807547585
00941,168394,1957,16614,330820.05,0,3487,0,23119.5,8090,-110419.16,277785.29,-1220.31,276434.98,277785.29,-1220.31,276434.98,263019.04045839707
00947,0,0,0,1690,0,0,0,659,5768,-1373.57,6898.08,-1373.57,2762.25,4853.85,-974.79,3879.06,2867.4471079475516
00949,15000,0,285,909,4290,45029.78,26756,7362,183,-14179.64,99223.44,-14179.64,41663.94,49612.22,-7947.78,41664.44,32114.689879603764
00950,0,0,7050,105880.27,4274,1384.5,13350,0,0,-11204.785,157675.065,-3530.915,154144.15,157675.065,-3530.915,154144.15,113184.13433844762
00951,87531,221,1361,14630,1113,54022,0,310,10460,-19133,131852.91,-20163.35,72658.31,131858.11,-94189.65,37668.46,34597.14204622607
00953,0,1929.88,31780,3794,33271,7802,15465,1441,9138,-1431,104639,-2474,102165,104639,-2249,102390,79983.55355143246
00957,809301,1125,79137,24275,61773,215798,69166,2218,27817,-237751.91,1290523.39,-237751.91,1052771.48,1290523.39,-237751.91,1052771.48,942804.7336681745
00967,18000,11478,8188.75,50980,5235,52551.75,6565,0,8538,-13192.85,166302.47,-13192.85,153109.62,162964.92,-13192.85,159772.62,118700.46905583712
00968,100,0,9022,598,0,1225,0,203,4163,-6820.43,15312.43,-6820.43,8491.99,15312.43,-4411.66,10900.76,7503.614210870044
00971,770144.62,0,91646,451868,87066,209937,41497,5141,33832,-25978.12,1699131.2,-25978.12,1673153.14,1699131.26,-25978.12,1670344.72,1659453.6598504542
00973,262150.23,12165,26124,169806.1,67638.33,0,0,21627.03,30911.41,-1212.06,520244.07,-4011.31,485539.925,520244.07,-4011.31,516232.76,440896.9928375301
00975,401104.77,22189,27846,321770,48887,72113,25499,0,4553,-7101.89,1254632.6,-4758.24,1249874.36,1254632.6,-4758.24,1249874.36,846940.9626261698
00976,523339,0,196096,234570,75648,55283,860,8624,27530,-26549.22,747561.07,-27988.35,719572.72,747561.07,-27988.35,719572.72,644410.0923350278
00978,295413,6626,15977,74580,15557,198628,0,4630,21728,-241149.62,464133.4,-39639.74,424493.66,464133.4,-39639.74,424493.66,372999.5384694766
00979,0,0,0,0,0,0,0,0,2592.55,0,2592.55,-1277.13,1315.42,2592.55,-1277.13,1315.42,675.9450058300076
00981,0,0,0,478,0,0,0,7579,5365,-6747.44,13423.62,-6747.44,6676.18,73423.62,-6747.44,6676.18,4379.538558960293
00983,0,0,0,0,0,0,0,0,1612,-446,1612,-446,1166,1612,-446,1166,678.2984960133997
00986,4000,0,0,0,0,0,0,0,0,0,4000,0,4000,4000,0,4000,3474.000000981028
00992,231758,28001.25,464,54683.58,1545,11322.5,0,740.99,18629.45,-44000.765,221541.37,-21127.06,193870.24,221541.37,-21127.06,193870.24,87260.71147995774
00993,184584,8655,36075.22,15833.12,6887.35,10883.32,4392,1628.69,13750.97,-13506.51,255405.88,-7590.275,247924.405,255514.68,-7590.275,247924.405,181492.19938462405
00998,185145,14103,0,8150.84,1200,1656,0,564,1301,-10266,217140,-9174.64,129308,135712,-5734.15,129308,122938.1478070287
01003,14018,9063,431,11323,0,1339,0,600,4089,-890,12556,-263,5404,6351,-874,5477,3711.3295549990576
01007,0,7960,0,975,0,0,0,106,549,-441.55,9592.83,-441.55,4275.65,9592.83,-441.55,4275.54,2804.731490666698
01015,1002065,4500,17610,700,0,168882,2527,0,20085,0,872562.99,-1061.52,841500.44,872562.99,-1061.52,841500.44,785177.4089618847
01016,417396,0,0,2123,0,5950,0,895,33644,-61758.78,460009.47,-61758.78,398250.69,460009.37,-61758.78,398250.69,362027.1348254493
01018,0,219,102,296,0,0,0,900,2159.72,-577.63,3679.54,-577.63,3101.91,3679.54,-577.63,3101.91,3238.7699367711743
01020,0,0,0,2130,0,3422,85,3400,11032,-714,20070.01,-393.59,9323.305,10035.005,-711.7,9323.305,6926.597804667689
01022,62604,104,57268,526452,227590,305305,9415,2440,29831,-320554.86,722900.98,-6389.98,716511,722900.98,-6389.98,716511,665123.7748697738
01032,50,26373,23057,21543,251,175,0,5704,3160,-3317.78,415933.7,-29140.37,396793.27,415933.7,-29140.37,396793.27,338887.7519535377
01036,0,3970,0,0,0,0,0,0,0,0,3970,0,3970,3970,0,3970,2448.040944721083
01046,43635.29,0,0,0,0,0,0,0,5000,-43070.16,48635.29,-43070.16,1882.56,48635.29,-43070.16,1882.56,1018.2915642681928
01050,0,0,0,0,0,0,0,0,3603,-9934.4,3603,-9934.4,-6331.2,3603.2,-9934.37,-6331.17,-4024.763915582662
01055,12000,0,2777,59818.86,0,1256,0,8740,6846,-4280.95,91449,-4280.95,87168.04,91444.83,-4280.95,87163.87,79593.96605911414
01060,31444,0,5774,114703,4659,93513,3287,2128,6279,-3777.03,263700,-3777.03,129173.5,133050.21,-2676.73,130373.5,118082.57880148415
01062,329632.75,11230,167981.25,630712.69,0,693352,0,5308.27,74778.93,-917555.53,1780133.64,-920636.59,859497.05,1820133.64,-920636.59,899497.05,474069.5384139322
01065,538914,13529,0,199255.51,0,50452,0,1168.75,14527.41,-6414.47,803982.21,-6414.47,843083.59,849498.06,-6414.47,843083.59,820688.297113096
01066,206280,42942,92307,124666,26747,79370,33615,19065,20325,-3131,304420.1725,-1541.2175,302141.355,304420.17,-2278.815,302141.355,262383.52848407347
01067,171184,484821,128100,435359,97540,2227294,3622,12016,57644,-553864.78,3886829.8,-553864.78,1665482.51,1958020,-284512,1673508,1063859.3831533366
01068,428000,323269,307537,276133,283049,279452,12000,7514,36029,0,1927600.96,0,1927601.96,1927398.96,0,1927298.96,1759734.1754003214
01069,0,4414,1047,2882,0,806,2175,406,668,-2072.39,12403.95,-2072.39,10331.56,12540.75,-2072.39,10468.36,5517.228314590771
01070,149150,1555,5145,50223,2362,54373,0,100,33103,-70754.81,269133,-70754.81,198378.58,267148.39,-70732.2,196416.19,133095.71134331028
01074,455734.17,2001,97926,94112,0,5235,0,0,6582,-4380.42,690356.83,-4380.42,685976.4,690356.83,-9378.42,685978.4,497222.7002894377
01075,58000,19110,16238,27646.6,8718,69544,1700,5000,16775,-15243.58,222692.22,-15243.58,102624.57,111346.11,-8721.54,102624.57,46191.168863899526
01079,0,5062,0,33041,0,44497,0,612,630,-142655.82,83850.51,-142655.82,-58806,83850.31,-142655.82,-58805.51,-39847.84138393147
01080,42194,0,0,0,0,25,0,4204,2059,-29616.88,48484.16,-29616.88,18867.28,48484.16,-29616.88,18867.28,17892.80703241858
01081,79736,7669,87229,47130,11326,22297,7387,0,6870,-57710.47,169223.77,-13265.88,155957.88,169223.77,-13265.88,155957.88,144479.38010034637
01083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01085,0,0,0,2965,0,28320,1887,1703,3241,-616.87,37816.53,-616.87,17068.73,18908.26,-1839.53,17068.73,8353.314490232593
01087,28057,0,5000,1827,0,70838,0,32,9133,-16038.75,114889.01,-13442.845,101446.165,57444.505,-10100.76,47343.745,43948.31396987901
01091,129127,14179,1649,51320,0,7448,0,882,57151,-25805,261951,-27395,234556,261951,-27395,234556,120529.53179612223
01092,111010,45784,311214,34009,26787,49215,102,2041,13305,-6036.13,593477.22,-6036.13,587441.08,593586.26,-6016.13,587570.13,593377.5088815925
01093,0,15187,69221,119112,152893,52918,13367,1180,14607,-3903.55,438713.18,-3903.55,434809.63,458713.18,-3903.55,454809.63,432736.81382087973
01094,142019,0,35107,16658,0,218386,36459,2414,15013,-75376,423750.67,-62958.7,360791.97,423750.67,-62958.7,360791.97,328836.0018062353
01095,425256.93,75255,0,590163.04,3927.47,664167.2,34465.6,400,29961.61,-24947.09,1823596.85,-24947.09,1798649.76,1823596.85,-24947.09,1798649.76,1635050.5737159727
01101,21794,4006.68,4632,46151.5,15468,22127.5,1032,393,9946,-1250.95,116011.1,-1250.95,113903,116011.1,-2108.1,113902,78916.80861336445
01103,0,0,1291,11155,3661,4857,2358,696,2091,-888.25,26117.21,-888.25,11915.87,13081.1,-1143.73,11938.37,11325.477165741615
01106,0,2049,0,2405,0,15714,0,597,230,-14900,20998.13,-14900,6098.48,20496.12,-7905,12591.12,6636.004472181904
01107,162775,80833,61027.68,42694.59,2491,82705,27460,29114.86,0,-6049.98,505019.65,-6050,498960.65,499270.21,-342291.97,156978.24,115265.13464424742
01110,23675.75,0,0,0,0,41120,0,0,0,-72613,64795.8,-72613,-7817.3,64795.75,-72613,-7817.25,-7241.9004034258005
01118,153303.51,0,299630,38433.4,0,0,0,0,850,0,602945.26,-17734.11,583211.25,602945.26,-17734.11,583211.25,506518.9707680366
01120,3409,850,7527,8750,584,2705,0,850,1050,-700,25727.77,-700,25027.8,25727.77,-700,25027.77,18593.974640723205
01121,2383,53324,134259,45986,32008,908,36416,3178,6714,-974.66,318134.85,-974.66,317159.39,318134.05,-974.66,317159.39,300778.4780736591
01123,0,0,9461,0,0,0,0,1646,4133.5,-8023.86,15241.59,-8023.86,3608.86,8135.39,-4304.93,3830.46,2636.7238697273647
01124,136980.56,59985,12571,57077.45,288,150139.58,175,424,8458,-1242.12,426110.77,-1242.12,211688.53,213707.83,-1374.3,212333.55,130932.29832190965
01125,0,0,0,0,0,0,0,0,0,-8235.33,9153.95,-8235.33,918.62,9153.95,-8235.33,918.62,682.4737863321037
01130,0,21639,6952,58472,61344,75697,572,9559,17448,-4466.19,255654.03,-4466.19,251187.84,255654.03,-4466.19,251187.84,122929.5339279622
01135,1262437.01,82941.01,587706.87,383927.5,18000,268624.85,118019,2325.92,130374.86,-619075.73,3136813.9,-619075.7,2517738.19,3136813.92,-619075.73,2517738.19,2595128.9060938577
01137,227180,8651,110708,125728,0,57596,0,225,13476,-6250.69,482304.85,-6250.69,235383.56,238853.49,-3469.93,235383.56,237710.02529430974
01138,318552.28,11757,511,63136,6369,174655,109479,3518,8563,-223546.35,658313.97,-184903.35,472521.08,721971.3,-224456.2,497515.1,383481.52876459854
01142,25300,429,29166,209186,18637,11711,308,0,11427,-309036.99,299579.93,-309036.99,-9457.06,149789.965,-154518.495,-4728.53,-4499.045031778339
01143,108608,0,6030,62601,26362,0,61654,497,8076,-1685.33,275920.01,-1685.33,135972.63,137952.96,-1981.95,135971.01,132359.13731122174
01148,497152,11003,143154,198358,0,145724,0,17285,28227,-2761,936347.255,-3789.985,932557.27,936372.255,-3789.985,932582.27,844663.3662986878
01154,178280,40106,0,15469,0,9771,0,1713,17866,-4433.13,267798.44,-4433.13,263365.39,267798.44,-7433.13,260365.39,155874.1862611754
01158,461174,12310.75,7297,33468,9054,58395,5081,6228,35809,-4160.71,502194.2,-4160.71,339754.25,341157.37,-7580.21,340577.09,246862.96295410887
01168,104650,95000,133490,40937,115272,182960,10525,4161,11943,-882.67,692755.89,-882.67,691873.16,692755.84,-882.67,691873.16,631719.7642726973
01170,18000,0,10,1357,1045,11850,10915,0,2008,-27236.98,45189,-27236.98,7708.75,26098.03,-14389.68,11708.35,7219.778386681384
01173,54800,3947,18040,12520,747,7244,0,2801,7878,-975,88860.12,-975,87885.12,80868.12,-975.5,79892.62,74545.27340089857
01174,265110,0,0,31535.66,0,16191.9,0,350,11834.5,-226708.13,269122.14,-185681.57,83440.57,269122.14,-185681.57,83440.57,76637.19867252524
01177,16466,11005,19,49000,577,58904.8,2787,2570,8729,-8623.08,150267.52,-8623.08,141644.44,150331.52,-8623.08,141708.44,84837.26570317429
01189,4380.53,0,0,0,0,0,0,0,0,-520.23,4380.53,-520.23,3860.18,4380.53,-520.23,3860.3,2867.9470917003987
01191,12200,915,6462,7856,2487,13829,0,430,2067,-29504,20722.54,-594,20128.53,20722.54,-594,20128.53,18647.070200821046
01199,11688,19737,3791,77706,766,78249,7256,1414,777,-21529.72,223239.89,-21529.72,201710.17,223269.39,-21529.72,201740.17,120776.74699752218
