district,gemeentenaam,year,belong_to_district
Ysselstein,Lopik,1850,0
Ysselstein,Lopik,1888,0
Ysselstein,Lopik,1897,0
Ysselstein,Maarssen,1848,1
Ysselstein,Maarssen,1850,0
Ysselstein,Maarssen,1888,0
Ysselstein,Maarssen,1897,0
Ysselstein,Maarssenbroek,1848,1
Ysselstein,Maarssenbroek,1850,0
Ysselstein,Maarssenbroek,1888,0
Ysselstein,Maarssenbroek,1897,0
Ysselstein,Maarsseveen,1848,1
Ysselstein,Maarsseveen,1850,0
Ysselstein,Maarsseveen,1888,0
Ysselstein,Maarsseveen,1897,0
Ysselstein,Maartensdijk,1848,1
Ysselstein,Maartensdijk,1850,0
Ysselstein,Maartensdijk,1888,0
Ysselstein,Maartensdijk,1897,0
Ysselstein,Mijdrecht,1848,1
Ysselstein,Mijdrecht,1850,0
Ysselstein,Mijdrecht,1888,0
Ysselstein,Mijdrecht,1897,0
Ysselstein,Montfoort,1848,1
Ysselstein,Montfoort,1850,0
Ysselstein,Montfoort,1888,0
Ysselstein,Montfoort,1897,0
Ysselstein,Nigtevecht,1848,1
Ysselstein,Nigtevecht,1850,0
Ysselstein,Nigtevecht,1888,0
Ysselstein,Nigtevecht,1897,0
Ysselstein,Oud-Wulven,1848,1
Ysselstein,Oud-Wulven,1850,0
Ysselstein,Oud-Wulven,1888,0
Ysselstein,Oud-Wulven,1897,0
Ysselstein,Oudenrijn,1848,1
Ysselstein,Oudenrijn,1850,0
Ysselstein,Oudenrijn,1888,0
Ysselstein,Oudenrijn,1897,0
Ysselstein,Oudhuizen,1848,1
Ysselstein,Oudhuizen,1850,0
Ysselstein,Oudhuizen,1888,0
Ysselstein,Oudhuizen,1897,0
Ysselstein,Polsbroek (Noord),1848,1
Ysselstein,Polsbroek (Noord),1850,0
Ysselstein,Polsbroek (Noord),1888,0
Ysselstein,Polsbroek (Noord),1897,0
Ysselstein,Polsbroek (Zuid),1848,1
Ysselstein,Polsbroek (Zuid),1850,0
Ysselstein,Polsbroek (Zuid),1888,0
Ysselstein,Polsbroek (Zuid),1897,0
Ysselstein,Portengen,1848,1
Ysselstein,Portengen,1850,0
Ysselstein,Portengen,1888,0
Ysselstein,Portengen,1897,0
Ysselstein,Ruwiel,1848,1
Ysselstein,Ruwiel,1850,0
Ysselstein,Ruwiel,1888,0
Ysselstein,Ruwiel,1897,0
Ysselstein,Schalkwijk,1848,1
Ysselstein,Schalkwijk,1850,0
Ysselstein,Schalkwijk,1888,0
Ysselstein,Schalkwijk,1897,0
Ysselstein,Schonauwen,1848,1
Ysselstein,Schonauwen,1850,0
Ysselstein,Schonauwen,1888,0
Ysselstein,Schonauwen,1897,0
Ysselstein,Snelrewaard,1848,1
Ysselstein,Snelrewaard,1850,0
Ysselstein,Snelrewaard,1888,0
Ysselstein,Snelrewaard,1897,0
Ysselstein,Teckop,1848,1
Ysselstein,Teckop,1850,0
Ysselstein,Teckop,1888,0
Ysselstein,Teckop,1897,0
Ysselstein,Tienhoven,1848,1
Ysselstein,Tienhoven,1850,0
Ysselstein,Tienhoven,1888,0
Ysselstein,Tienhoven,1897,0
Ysselstein,Tull en 't Waal,1848,1
Ysselstein,Tull en 't Waal,1850,0
Ysselstein,Tull en 't Waal,1888,0
Ysselstein,Tull en 't Waal,1897,0
Ysselstein,Veldhuizen,1848,1
Ysselstein,Veldhuizen,1850,0
Ysselstein,Veldhuizen,1888,0
Ysselstein,Veldhuizen,1897,0
Ysselstein,Vinkeveen,1848,1
Ysselstein,Vinkeveen,1850,0
Ysselstein,Vinkeveen,1888,0
Ysselstein,Vinkeveen,1897,0
Ysselstein,Vleuten,1848,1
Ysselstein,Vleuten,1850,0
Ysselstein,Vleuten,1888,0
Ysselstein,Vleuten,1897,0
Ysselstein,Vreeland,1848,1
Ysselstein,Vreeland,1850,0
Ysselstein,Vreeland,1888,0
Ysselstein,Vreeland,1897,0
Alkmaar,Oudorp,1848,0
Alkmaar,Oudorp,1850,1
Alkmaar,Oudorp,1888,1
Alkmaar,Oudorp,1897,1
Alkmaar,Petten,1848,1
Alkmaar,Petten,1850,1
Alkmaar,Petten,1888,0
Alkmaar,Petten,1897,0
Alkmaar,Schagen,1848,1
Alkmaar,Schagen,1850,1
Alkmaar,Schagen,1888,1
Alkmaar,Schagen,1897,1
Alkmaar,Schoorl,1848,0
Alkmaar,Schoorl,1850,1
Alkmaar,Schoorl,1888,1
Alkmaar,Schoorl,1897,1
Alkmaar,St. Maarten,1848,1
Alkmaar,St. Maarten,1850,1
Alkmaar,St. Maarten,1888,1
Alkmaar,St. Maarten,1897,1
Alkmaar,St. Pancras,1848,1
Alkmaar,St. Pancras,1850,0
Alkmaar,St. Pancras,1888,1
Alkmaar,St. Pancras,1897,1
Alkmaar,Terschelling,1848,1
Alkmaar,Terschelling,1850,1
Alkmaar,Terschelling,1888,0
Alkmaar,Terschelling,1897,0
Alkmaar,Texel,1848,1
Alkmaar,Texel,1850,1
Alkmaar,Texel,1888,0
Alkmaar,Texel,1897,0
Alkmaar,Uitgeest,1848,0
Alkmaar,Uitgeest,1850,1
Alkmaar,Uitgeest,1888,0
Alkmaar,Uitgeest,1897,0
Alkmaar,Velzen,1848,0
Alkmaar,Velzen,1850,1
Alkmaar,Velzen,1888,0
Alkmaar,Velzen,1897,0
Alkmaar,Vlieland,1848,1
Alkmaar,Vlieland,1850,1
Alkmaar,Vlieland,1888,0
Alkmaar,Vlieland,1897,0
Alkmaar,Warmenhuizen,1848,1
Alkmaar,Warmenhuizen,1850,1
Alkmaar,Warmenhuizen,1888,1
Alkmaar,Warmenhuizen,1897,1
Alkmaar,Westzaan,1848,0
Alkmaar,Westzaan,1850,1
Alkmaar,Westzaan,1888,0
Alkmaar,Westzaan,1897,0
Alkmaar,Wieringen,1848,1
Alkmaar,Wieringen,1850,1
Alkmaar,Wieringen,1888,0
Alkmaar,Wieringen,1897,0
Alkmaar,Wieringerwaard,1848,1
Alkmaar,Wieringerwaard,1850,1
Alkmaar,Wieringerwaard,1888,1
Alkmaar,Wieringerwaard,1897,1
Alkmaar,Wijk aan Zee en Duin,1848,0
Alkmaar,Wijk aan Zee en Duin,1850,1
Alkmaar,Wijk aan Zee en Duin,1888,0
Alkmaar,Wijk aan Zee en Duin,1897,0
Alkmaar,Wimmenum,1848,0
Alkmaar,Wimmenum,1850,1
Alkmaar,Wimmenum,1888,0
Alkmaar,Wimmenum,1897,0
Alkmaar,Wormerveer,1848,0
Alkmaar,Wormerveer,1850,1
Alkmaar,Wormerveer,1888,0
Alkmaar,Wormerveer,1897,0
Alkmaar,Zaandam,1848,0
Alkmaar,Zaandam,1850,1
Alkmaar,Zaandam,1888,0
Alkmaar,Zaandam,1897,0
Alkmaar,Zaandijk,1848,0
Alkmaar,Zaandijk,1850,1
Alkmaar,Zaandijk,1888,0
Alkmaar,Zaandijk,1897,0
Alkmaar,Zijpe (De),1848,1
Alkmaar,Zijpe (De),1850,1
Alkmaar,Zijpe (De),1888,0
Alkmaar,Zijpe (De),1897,0
Alkmaar,Zuid-Scharwoude,1848,1
Alkmaar,Zuid-Scharwoude,1850,0
Alkmaar,Zuid-Scharwoude,1888,1
Alkmaar,Zuid-Scharwoude,1897,1
Hoorn,Katwoude,1848,0
Hoorn,Katwoude,1850,1
Hoorn,Katwoude,1888,1
Hoorn,Katwoude,1897,1
Hoorn,Kwadijk,1848,0
Hoorn,Kwadijk,1850,1
Hoorn,Kwadijk,1888,1
Hoorn,Kwadijk,1897,1
Hoorn,Landsmeer,1848,0
Hoorn,Landsmeer,1850,1
Hoorn,Landsmeer,1888,0
Hoorn,Landsmeer,1897,0
Hoorn,Marken,1848,0
Hoorn,Marken,1850,1
Hoorn,Marken,1888,1
Hoorn,Marken,1897,1
Hoorn,Medemblik,1848,1
Hoorn,Medemblik,1850,1
Hoorn,Medemblik,1888,0
Hoorn,Medemblik,1897,0
Hoorn,Middelie,1848,0
Hoorn,Middelie,1850,1
Hoorn,Middelie,1888,1
Hoorn,Middelie,1897,1
Hoorn,Midwoud,1848,1
Hoorn,Midwoud,1850,1
Hoorn,Midwoud,1888,0
Hoorn,Midwoud,1897,0
Hoorn,Monnikendam,1848,0
Hoorn,Monnikendam,1850,1
Hoorn,Monnikendam,1888,1
Hoorn,Monnikendam,1897,1
Hoorn,Nibbixwoud,1848,1
Hoorn,Nibbixwoud,1850,1
Hoorn,Nibbixwoud,1888,0
Hoorn,Nibbixwoud,1897,0
Hoorn,Nieuwe-Niedorp,1848,1
Hoorn,Nieuwe-Niedorp,1850,1
Hoorn,Nieuwe-Niedorp,1888,0
Hoorn,Nieuwe-Niedorp,1897,0
Hoorn,Nieuwendam,1848,0
Hoorn,Nieuwendam,1850,1
Hoorn,Nieuwendam,1888,0
Hoorn,Nieuwendam,1897,0
Hoorn,Noord-Scharwoude,1848,0
Hoorn,Noord-Scharwoude,1850,1
Hoorn,Noord-Scharwoude,1888,0
Hoorn,Noord-Scharwoude,1897,0
Hoorn,Obdam,1848,1
Hoorn,Obdam,1850,1
Hoorn,Obdam,1888,0
Hoorn,Obdam,1897,0
Hoorn,Oosthuizen,1848,0
Hoorn,Oosthuizen,1850,1
Hoorn,Oosthuizen,1888,1
Hoorn,Oosthuizen,1897,1
Hoorn,Oostzaan,1848,0
Hoorn,Oostzaan,1850,1
Hoorn,Oostzaan,1888,0
Hoorn,Oostzaan,1897,0
Hoorn,Opmeer,1848,1
Hoorn,Opmeer,1850,1
Hoorn,Opmeer,1888,0
Hoorn,Opmeer,1897,0
Hoorn,Opperdoes,1848,1
Hoorn,Opperdoes,1850,1
Hoorn,Opperdoes,1888,0
Hoorn,Opperdoes,1897,0
Hoorn,Oterleek,1848,0
Hoorn,Oterleek,1850,1
Hoorn,Oterleek,1888,0
Hoorn,Oterleek,1897,0
Hoorn,Oude-Niedorp,1848,1
Hoorn,Oude-Niedorp,1850,1
Hoorn,Oude-Niedorp,1888,0
Hoorn,Oude-Niedorp,1897,0
Hoorn,Oudendijk,1848,1
Hoorn,Oudendijk,1850,1
Hoorn,Oudendijk,1888,1
Hoorn,Oudendijk,1897,1
Hoorn,Oudkarspel,1848,0
Hoorn,Oudkarspel,1850,1
Hoorn,Oudkarspel,1888,0
Hoorn,Oudkarspel,1897,0
Hoorn,Purmerend,1848,0
Hoorn,Purmerend,1850,1
Hoorn,Purmerend,1888,1
Hoorn,Purmerend,1897,1
Hoorn,Ransdorp,1848,0
Hoorn,Ransdorp,1850,1
Hoorn,Ransdorp,1888,0
Hoorn,Ransdorp,1897,0
Hoorn,Schardam,1848,1
Hoorn,Schardam,1850,1
Hoorn,Schardam,1888,0
Hoorn,Schardam,1897,0
Hoorn,Scharwoude,1848,1
Hoorn,Scharwoude,1850,1
Hoorn,Scharwoude,1888,0
Hoorn,Scharwoude,1897,0
Edam,Schellingwoude,1848,1
Edam,Schellingwoude,1850,0
Edam,Schellingwoude,1888,0
Edam,Schellingwoude,1897,0
Edam,Warder,1848,1
Edam,Warder,1850,0
Edam,Warder,1888,0
Edam,Warder,1897,0
Edam,Weesp,1848,1
Edam,Weesp,1850,0
Edam,Weesp,1888,0
Edam,Weesp,1897,0
Edam,Weesperkarspel,1848,1
Edam,Weesperkarspel,1850,0
Edam,Weesperkarspel,1888,0
Edam,Weesperkarspel,1897,0
Zaandam,Wormerveer,1848,1
Zaandam,Wormerveer,1850,0
Zaandam,Wormerveer,1888,1
Zaandam,Wormerveer,1897,1
Zaandam,Zaandam,1848,1
Zaandam,Zaandam,1850,0
Zaandam,Zaandam,1888,1
Zaandam,Zaandam,1897,1
Zaandam,Zaandijk,1848,1
Zaandam,Zaandijk,1850,0
Zaandam,Zaandijk,1888,1
Zaandam,Zaandijk,1897,1
Zaandam,Zuid- en Noord-Schermer,1848,1
Zaandam,Zuid- en Noord-Schermer,1850,0
Zaandam,Zuid- en Noord-Schermer,1888,1
Zaandam,Zuid- en Noord-Schermer,1897,1
Haarlem,Voorhout,1848,0
Haarlem,Voorhout,1850,1
Haarlem,Voorhout,1888,0
Haarlem,Voorhout,1897,0
Haarlem,Wijk aan Zee en Duin,1848,1
Haarlem,Wijk aan Zee en Duin,1850,0
Haarlem,Wijk aan Zee en Duin,1888,0
Haarlem,Wijk aan Zee en Duin,1897,0
Haarlem,Wimmenum,1848,1
Haarlem,Wimmenum,1850,0
Haarlem,Wimmenum,1888,0
Haarlem,Wimmenum,1897,0
Haarlem,Zandvoort,1848,1
Haarlem,Zandvoort,1850,1
Haarlem,Zandvoort,1888,0
Haarlem,Zandvoort,1897,0
Haarlem,Zuid-Schalkwijk,1848,1
Haarlem,Zuid-Schalkwijk,1850,1
Haarlem,Zuid-Schalkwijk,1888,0
Haarlem,Zuid-Schalkwijk,1897,0
Amsterdam I,Wijk 1-14,1848,1
Amsterdam I,Wijk 1-14,1850,0
Amsterdam I,Wijk 1-14,1888,0
Amsterdam I,Wijk 1-14,1897,0
Amsterdam II,,1848,1
Amsterdam II,,1850,0
Amsterdam II,,1888,0
Amsterdam II,,1897,0
Amsterdam III,,1848,1
Amsterdam III,,1850,0
Amsterdam III,,1888,0
Amsterdam III,,1897,0
Amsterdam IV,,1848,1
Amsterdam IV,,1850,0
Amsterdam IV,,1888,0
Amsterdam IV,,1897,0
Amsterdam V,,1848,1
Amsterdam V,,1850,0
Amsterdam V,,1888,0
Amsterdam V,,1897,0
Leiden,Rijnsburg,1848,0
Leiden,Rijnsburg,1850,1
Leiden,Rijnsburg,1888,0
Leiden,Rijnsburg,1897,0
Leiden,Sassenheim,1848,0
Leiden,Sassenheim,1850,1
Leiden,Sassenheim,1888,0
Leiden,Sassenheim,1897,0
Leiden,Uithoorn,1848,0
Leiden,Uithoorn,1850,1
Leiden,Uithoorn,1888,0
Leiden,Uithoorn,1897,0
Leiden,Valkenburg,1848,0
Leiden,Valkenburg,1850,0
Leiden,Valkenburg,1888,0
Leiden,Valkenburg,1897,0
Leiden,Voorschoten,1848,1
Leiden,Voorschoten,1850,1
Leiden,Voorschoten,1888,0
Leiden,Voorschoten,1897,0
Leiden,Warmond,1848,0
Leiden,Warmond,1850,1
Leiden,Warmond,1888,0
Leiden,Warmond,1897,0
Leiden,Woubrugge,1848,0
Leiden,Woubrugge,1850,1
Leiden,Woubrugge,1888,0
Leiden,Woubrugge,1897,0
Leiden,Zoeterwoude,1848,1
Leiden,Zoeterwoude,1850,1
Leiden,Zoeterwoude,1888,0
Leiden,Zoeterwoude,1897,0
Leiden,Zwammerdam,1848,0
Leiden,Zwammerdam,1850,1
Leiden,Zwammerdam,1888,0
Leiden,Zwammerdam,1897,0
Leiderdorp,Woubrugge,1848,1
Leiderdorp,Woubrugge,1850,0
Leiderdorp,Woubrugge,1888,0
Leiderdorp,Woubrugge,1897,0
Leiderdorp,Zwammerdam,1848,1
Leiderdorp,Zwammerdam,1850,0
Leiderdorp,Zwammerdam,1888,0
Leiderdorp,Zwammerdam,1897,0
Gouda,Kamerik Houtdijke,1848,0
Gouda,Kamerik Houtdijke,1850,1
Gouda,Kamerik Houtdijke,1888,0
Gouda,Kamerik Houtdijke,1897,0
Gouda,Kamerik Mijzijde,1848,0
Gouda,Kamerik Mijzijde,1850,1
Gouda,Kamerik Mijzijde,1888,0
Gouda,Kamerik Mijzijde,1897,0
Gouda,Kockengen,1848,0
Gouda,Kockengen,1850,1
Gouda,Kockengen,1888,0
Gouda,Kockengen,1897,0
Gouda,Kralingen,1848,0
Gouda,Kralingen,1850,1
Gouda,Kralingen,1888,0
Gouda,Kralingen,1897,0
Gouda,Krimpen aan de Lek,1848,0
Gouda,Krimpen aan de Lek,1850,1
Gouda,Krimpen aan de Lek,1888,1
Gouda,Krimpen aan de Lek,1897,1
Gouda,Krimpen aan den Yssel,1848,0
Gouda,Krimpen aan den Yssel,1850,1
Gouda,Krimpen aan den Yssel,1888,1
Gouda,Krimpen aan den Yssel,1897,1
Gouda,Lange Ruige Weide,1848,1
Gouda,Lange Ruige Weide,1850,1
Gouda,Lange Ruige Weide,1888,0
Gouda,Lange Ruige Weide,1897,0
Gouda,Langerak,1848,0
Gouda,Langerak,1850,1
Gouda,Langerak,1888,0
Gouda,Langerak,1897,0
Gouda,Lekkerkerk,1848,0
Gouda,Lekkerkerk,1850,1
Gouda,Lekkerkerk,1888,1
Gouda,Lekkerkerk,1897,1
Gouda,Linschoten,1848,0
Gouda,Linschoten,1850,1
Gouda,Linschoten,1888,0
Gouda,Linschoten,1897,0
Gouda,Lopik,1848,0
Gouda,Lopik,1850,1
Gouda,Lopik,1888,0
Gouda,Lopik,1897,0
Gouda,Middelburg,1848,1
Gouda,Middelburg,1850,1
Gouda,Middelburg,1888,0
Gouda,Middelburg,1897,0
Gouda,Mijdrecht,1848,0
Gouda,Mijdrecht,1850,1
Gouda,Mijdrecht,1888,0
Gouda,Mijdrecht,1897,0
Gouda,Moercapelle,1848,0
Gouda,Moercapelle,1850,1
Gouda,Moercapelle,1888,1
Gouda,Moercapelle,1897,1
Gouda,Montfoort,1848,0
Gouda,Montfoort,1850,1
Gouda,Montfoort,1888,0
Gouda,Montfoort,1897,0
Gouda,Moordrecht,1848,1
Gouda,Moordrecht,1850,1
Gouda,Moordrecht,1888,1
Gouda,Moordrecht,1897,1
Gouda,Nieuwerkerk aan den Yssel,1848,0
Gouda,Nieuwerkerk aan den Yssel,1850,1
Gouda,Nieuwerkerk aan den Yssel,1888,1
Gouda,Nieuwerkerk aan den Yssel,1897,1
Gouda,Nieuwkoop,1848,1
Gouda,Nieuwkoop,1850,1
Gouda,Nieuwkoop,1888,0
Gouda,Nieuwkoop,1897,0
Gouda,Nieuwpoort,1848,0
Gouda,Nieuwpoort,1850,1
Gouda,Nieuwpoort,1888,0
Gouda,Nieuwpoort,1897,0
Gouda,Nieuwveen,1848,1
Gouda,Nieuwveen,1850,0
Gouda,Nieuwveen,1888,0
Gouda,Nieuwveen,1897,0
Gouda,Ouderkerk aan den Yssel,1848,0
Gouda,Ouderkerk aan den Yssel,1850,1
Gouda,Ouderkerk aan den Yssel,1888,1
Gouda,Ouderkerk aan den Yssel,1897,1
Gouda,Oudewater,1848,1
Gouda,Oudewater,1850,1
Gouda,Oudewater,1888,0
Gouda,Oudewater,1897,0
Gouda,Oudhuizen,1848,0
Gouda,Oudhuizen,1850,1
Gouda,Oudhuizen,1888,0
Gouda,Oudhuizen,1897,0
Gouda,Oukoop,1848,1
Gouda,Oukoop,1850,1
Gouda,Oukoop,1888,0
Gouda,Oukoop,1897,0
Gouda,Papekop,1848,1
Gouda,Papekop,1850,1
Gouda,Papekop,1888,0
Gouda,Papekop,1897,0
Gorinchem,Heukelom,1848,1
Gorinchem,Heukelom,1850,1
Gorinchem,Heukelom,1888,1
Gorinchem,Heukelom,1897,1
Gorinchem,Hoogblokland,1848,1
Gorinchem,Hoogblokland,1850,1
Gorinchem,Hoogblokland,1888,1
Gorinchem,Hoogblokland,1897,1
Gorinchem,Hoornaar,1848,1
Gorinchem,Hoornaar,1850,1
Gorinchem,Hoornaar,1888,1
Gorinchem,Hoornaar,1897,1
Gorinchem,Kedichem,1848,1
Gorinchem,Kedichem,1850,1
Gorinchem,Kedichem,1888,1
Gorinchem,Kedichem,1897,1
Gorinchem,Laagblokland,1848,1
Gorinchem,Laagblokland,1850,1
Gorinchem,Laagblokland,1888,0
Gorinchem,Laagblokland,1897,0
Gorinchem,Langerak,1848,1
Gorinchem,Langerak,1850,0
Gorinchem,Langerak,1888,0
Gorinchem,Langerak,1897,0
Gorinchem,Leerbroek,1848,1
Gorinchem,Leerbroek,1850,1
Gorinchem,Leerbroek,1888,0
Gorinchem,Leerbroek,1897,0
Gorinchem,Leerdam,1848,1
Gorinchem,Leerdam,1850,1
Gorinchem,Leerdam,1888,0
Gorinchem,Leerdam,1897,0
Gorinchem,Lexmond,1848,1
Gorinchem,Lexmond,1850,1
Gorinchem,Lexmond,1888,0
Gorinchem,Lexmond,1897,0
Gorinchem,Meerkerk,1848,1
Gorinchem,Meerkerk,1850,1
Gorinchem,Meerkerk,1888,0
Gorinchem,Meerkerk,1897,0
Gorinchem,Meeuwen,1848,0
Gorinchem,Meeuwen,1850,1
Gorinchem,Meeuwen,1888,0
Gorinchem,Meeuwen,1897,0
Gorinchem,Molenaarsgraaf,1848,1
Gorinchem,Molenaarsgraaf,1850,0
Gorinchem,Molenaarsgraaf,1888,1
Gorinchem,Molenaarsgraaf,1897,1
Gorinchem,Neder-Slingeland,1848,1
Gorinchem,Neder-Slingeland,1850,1
Gorinchem,Neder-Slingeland,1888,0
Gorinchem,Neder-Slingeland,1897,0
Gorinchem,Nederhemert,1848,0
Gorinchem,Nederhemert,1850,0
Gorinchem,Nederhemert,1888,1
Gorinchem,Nederhemert,1897,1
Gorinchem,Nieuwland,1848,1
Gorinchem,Nieuwland,1850,1
Gorinchem,Nieuwland,1888,1
Gorinchem,Nieuwland,1897,1
Gorinchem,Nieuwpoort,1848,1
Gorinchem,Nieuwpoort,1850,0
Gorinchem,Nieuwpoort,1888,0
Gorinchem,Nieuwpoort,1897,0
Gorinchem,Noordeloos,1848,1
Gorinchem,Noordeloos,1850,1
Gorinchem,Noordeloos,1888,1
Gorinchem,Noordeloos,1897,1
Gorinchem,Ottoland,1848,1
Gorinchem,Ottoland,1850,1
Gorinchem,Ottoland,1888,0
Gorinchem,Ottoland,1897,0
Gorinchem,Peursum,1848,1
Gorinchem,Peursum,1850,1
Gorinchem,Peursum,1888,0
Gorinchem,Peursum,1897,0
Gorinchem,Rijswijk,1848,0
Gorinchem,Rijswijk,1850,1
Gorinchem,Rijswijk,1888,1
Gorinchem,Rijswijk,1897,1
Gorinchem,Schelluinen,1848,1
Gorinchem,Schelluinen,1850,1
Gorinchem,Schelluinen,1888,1
Gorinchem,Schelluinen,1897,1
Gorinchem,Schoonhoven,1848,1
Gorinchem,Schoonhoven,1850,0
Gorinchem,Schoonhoven,1888,0
Gorinchem,Schoonhoven,1897,0
Gorinchem,Schoonrewoerd,1848,1
Gorinchem,Schoonrewoerd,1850,1
Gorinchem,Schoonrewoerd,1888,0
Gorinchem,Schoonrewoerd,1897,0
Gorinchem,Spijk,1848,1
Gorinchem,Spijk,1850,1
Gorinchem,Spijk,1888,0
Gorinchem,Spijk,1897,0
Gorinchem,Streefkerk,1848,1
Gorinchem,Streefkerk,1850,0
Gorinchem,Streefkerk,1888,0
Gorinchem,Streefkerk,1897,0
Dordrecht,Klaaswaal,1848,0
Dordrecht,Klaaswaal,1850,1
Dordrecht,Klaaswaal,1888,0
Dordrecht,Klaaswaal,1897,0
Dordrecht,Krimpen aan de Lek,1848,1
Dordrecht,Krimpen aan de Lek,1850,0
Dordrecht,Krimpen aan de Lek,1888,0
Dordrecht,Krimpen aan de Lek,1897,0
Dordrecht,Krimpen aan den Yssel,1848,1
Dordrecht,Krimpen aan den Yssel,1850,0
Dordrecht,Krimpen aan den Yssel,1888,0
Dordrecht,Krimpen aan den Yssel,1897,0
Dordrecht,Lekkerkerk,1848,1
Dordrecht,Lekkerkerk,1850,0
Dordrecht,Lekkerkerk,1888,0
Dordrecht,Lekkerkerk,1897,0
Dordrecht,Lekkerland (Nieuw-),1848,1
Dordrecht,Lekkerland (Nieuw-),1850,1
Dordrecht,Lekkerland (Nieuw-),1888,0
Dordrecht,Lekkerland (Nieuw-),1897,0
Dordrecht,Lindt (Groote- en Kleine-),1848,0
Dordrecht,Lindt (Groote- en Kleine-),1850,1
Dordrecht,Lindt (Groote- en Kleine-),1888,0
Dordrecht,Lindt (Groote- en Kleine-),1897,0
Dordrecht,Maasdam,1848,0
Dordrecht,Maasdam,1850,1
Dordrecht,Maasdam,1888,0
Dordrecht,Maasdam,1897,0
Dordrecht,Meerdervoort,1848,0
Dordrecht,Meerdervoort,1850,1
Dordrecht,Meerdervoort,1888,0
Dordrecht,Meerdervoort,1897,0
Dordrecht,Mijl,1848,1
Dordrecht,Mijl,1850,1
Dordrecht,Mijl,1888,0
Dordrecht,Mijl,1897,0
Dordrecht,Mijnsheerenland,1848,0
Dordrecht,Mijnsheerenland,1850,1
Dordrecht,Mijnsheerenland,1888,0
Dordrecht,Mijnsheerenland,1897,0
Dordrecht,Molenaarsgraaf,1848,0
Dordrecht,Molenaarsgraaf,1850,1
Dordrecht,Molenaarsgraaf,1888,0
Dordrecht,Molenaarsgraaf,1897,0
Dordrecht,Numansdorp,1848,0
Dordrecht,Numansdorp,1850,1
Dordrecht,Numansdorp,1888,0
Dordrecht,Numansdorp,1897,0
Dordrecht,Ouderkerk aan den Yssel,1848,1
Dordrecht,Ouderkerk aan den Yssel,1850,0
Dordrecht,Ouderkerk aan den Yssel,1888,0
Dordrecht,Ouderkerk aan den Yssel,1897,0
Dordrecht,Papendrecht,1848,1
Dordrecht,Papendrecht,1850,1
Dordrecht,Papendrecht,1888,1
Dordrecht,Papendrecht,1897,1
Dordrecht,Pernis,1848,0
Dordrecht,Pernis,1850,1
Dordrecht,Pernis,1888,0
Dordrecht,Pernis,1897,0
Dordrecht,Piershil,1848,0
Dordrecht,Piershil,1850,1
Dordrecht,Piershil,1888,0
Dordrecht,Piershil,1897,0
Dordrecht,Poortugaal,1848,0
Dordrecht,Poortugaal,1850,1
Dordrecht,Poortugaal,1888,0
Dordrecht,Poortugaal,1897,0
Dordrecht,Puttershoek,1848,0
Dordrecht,Puttershoek,1850,1
Dordrecht,Puttershoek,1888,0
Dordrecht,Puttershoek,1897,0
Dordrecht,Rhoon,1848,0
Dordrecht,Rhoon,1850,1
Dordrecht,Rhoon,1888,0
Dordrecht,Rhoon,1897,0
Dordrecht,Ridderkerk,1848,0
Dordrecht,Ridderkerk,1850,1
Dordrecht,Ridderkerk,1888,0
Dordrecht,Ridderkerk,1897,0
Dordrecht,Rijsoort,1848,0
Dordrecht,Rijsoort,1850,1
Dordrecht,Rijsoort,1888,0
Dordrecht,Rijsoort,1897,0
Dordrecht,Sandelingen-Ambacht,1848,0
Dordrecht,Sandelingen-Ambacht,1850,1
Dordrecht,Sandelingen-Ambacht,1888,0
Dordrecht,Sandelingen-Ambacht,1897,0
Dordrecht,Sliedrecht,1848,1
Dordrecht,Sliedrecht,1850,1
Dordrecht,Sliedrecht,1888,0
Dordrecht,Sliedrecht,1897,0
Dordrecht,Stormpolder,1848,1
Dordrecht,Stormpolder,1850,0
Dordrecht,Stormpolder,1888,0
Dordrecht,Stormpolder,1897,0
Dordrecht,Streefkerk,1848,0
Dordrecht,Streefkerk,1850,1
Dordrecht,Streefkerk,1888,0
Dordrecht,Streefkerk,1897,0
Delft,Naaldwijk,1848,1
Delft,Naaldwijk,1850,1
Delft,Naaldwijk,1888,0
Delft,Naaldwijk,1897,0
Delft,Naters,1848,0
Delft,Naters,1850,1
Delft,Naters,1888,0
Delft,Naters,1897,0
Delft,Nieuwenhoorn,1848,0
Delft,Nieuwenhoorn,1850,1
Delft,Nieuwenhoorn,1888,0
Delft,Nieuwenhoorn,1897,0
Delft,Nieuwland,1848,0
Delft,Nieuwland,1850,1
Delft,Nieuwland,1888,0
Delft,Nieuwland,1897,0
Delft,Nootdorp,1848,1
Delft,Nootdorp,1850,1
Delft,Nootdorp,1888,0
Delft,Nootdorp,1897,0
Delft,Oostvoorne,1848,0
Delft,Oostvoorne,1850,1
Delft,Oostvoorne,1888,0
Delft,Oostvoorne,1897,0
Delft,Oudenhoorn,1848,0
Delft,Oudenhoorn,1850,1
Delft,Oudenhoorn,1888,0
Delft,Oudenhoorn,1897,0
Delft,Overschie,1848,0
Delft,Overschie,1850,1
Delft,Overschie,1888,0
Delft,Overschie,1897,0
Delft,Pijnacker,1848,1
Delft,Pijnacker,1850,1
Delft,Pijnacker,1888,1
Delft,Pijnacker,1897,1
Delft,Rockanje,1848,0
Delft,Rockanje,1850,1
