b1_nummer;politician;vote;law;date;house;pdc_naam;category
01376;Troelstra;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Troelstra;social
01344;Teenstra;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Teenstra;social
01328;Swane;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Swane;social
01470;van der Voort van Zijp;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Voort van Zijp;social
00727;Kolkman;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Kolkman;social
01283;Snoeck Henkemans;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Snoeck Henkemans;social
00432;de Geer;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Geer;social
01010;Oud;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Oud;social
00157;Bongaerts;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Bongaerts;social
00341;Dresselhuys;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Dresselhuys;social
01165;van Rijzewijk;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Rijzewijk;social
00774;van de Laar;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Laar;social
00962;Niemeijer;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Niemeijer;social
01082;A.G.Æ. ridder van Rappard;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Rappard;social
01105;P.J. Reymer;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Reymer;social
00733;Koolen;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Koolen;social
00657;de Jonge;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Jonge;social
00106;Beumer;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Beumer;social
00760;Kuiper;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Kuiper;social
01011;Oudegeest;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Oudegeest;social
01347;van den Tempel;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Tempel;social
00121;van de Bilt;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Bilt;social
00565;L. M. Hermans;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Hermans;social
01596;de Zeeuw;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Zeeuw;social
00579;Heijkoop;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Heijkoop;social
01270;Smeenk;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Smeenk;social
00292;Deckers;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Deckers;social
00802;Lely;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Lely;social
01548;de Wilde;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Wilde;social
00363;van Dijk;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Dijk;social
01555;Wintermans;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Wintermans;social
01184;van Schaik;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Schaik;social
00506;Haazevoet;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Haazevoet;social
00981;Nolens;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Nolens;social
01592;van Zadelhoff;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Zadelhoff;social
01043;Poels;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Poels;social
00514;Ter Hall;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Hall;social
01177;de Savornin Lohman;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Savornin Lohman;social
00491;de Groot;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Groot;social
00563;H. Hermans;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Hermans;social
01225;Schouten;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Schouten;social
01392;van Veen;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Veen;social
00385;Engels;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Engels;social
01610;Zijlstra;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Zijlstra;social
00408;Fleskens;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Fleskens;social
00237;Bulten;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Bulten;social
01147;Rutgers;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Rutgers;social
01157;van Ryckevorsel;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Rijckevorsel;social
00772;J. ter Laan;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Laan;social
01292;A. Staalman;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Staalman;social
00410;Fock;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Fock;social
01086;van Ravesteijn;0;Arbeidswet 1919;1919-07-11;Tweede Kamer;Ravesteyn;social
01584;Wijnkoop;0;Arbeidswet 1919;1919-07-11;Tweede Kamer;Wijnkoop;social
00728;Kolthek;0;Arbeidswet 1919;1919-07-11;Tweede Kamer;Kolthek;social
01411;Verhey;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Verheij;social
00773;ter Laan;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Laan;social
00500;van Gijn;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Gijn;social
01067;Pijnacker Hordijk;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Pijnacker Hordijk;social
01118;Röell;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Röell;social
01376;Troelstra;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Troelstra;social
00348;Drucker;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Drucker;social
01189;Schaper;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Schaper;social
01352;den Tex;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Tex;social
00615;Hugenholtz;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Hugenholtz;social
00899;Melchers;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Melchers;social
00983;Nolting;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Nolting;social
00815;Lieftinck;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Lieftinck;social
00704;de Klerk;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Klerk;social
01113;Rink;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Rink;social
00689;Ketelaar;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Ketelaar;social
01604;van der Zwaag;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Zwaag;social
00557;Helsdingen;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Helsdingen;social
01271;Smidt;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Smidt;social
00676;van Karnebeek;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Karnebeek;social
00404;Ferf;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Ferf;social
01324;van Styrum;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Styrum;social
01269;Smeenge;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Smeenge;social
01446;J.Th. de Visser;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Visser;social
00279;Cremer;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Cremer;social
00325;Dolk;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Dolk;social
00175;Bos;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Bos;social
00469;Goeman Borgesius;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Goeman Borgesius;social
01384;Tydeman;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Tydeman;social
00562;Hennequin;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Hennequin;social
00613;Hubrecht;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Hubrecht;social
01609;Zijlma;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Zijlma;social
00723;van Kol;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Kol;social
00468;Goekoop;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Goekoop;social
01120;Roessingh;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Roessingh;social
01551;Willinge;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Willinge;social
00417;vau Foreest;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Foreest;social
00144;de Boer;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Boer;social
01457;van der Vlugt;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Vlugt;social
00889;Mees;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Mees;social
00410;Fock;1;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Fock;social
01215;Schokking;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Schokking;social
01454;van Vliet;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Vliet;social
00981;Nolens;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Nolens;social
00228;Brummmelkamp;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Brummelkamp;social
00750;Krap;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Krap;social
01374;Travaglino;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Travaglino;social
00849;Lucasse;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Lucasse;social
00087;van de Berch van Heemstede;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Berch van Heemstede;social
00727;Kolkman;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Kolkman;social
01498;de Waal Malefijt;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Waal Malefijt;social
00246;Byleveld;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Bijleveld;social
01172;van Sasse van Ysselt;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Sasse van Ysselt;social
00354;Duymaer van Twist;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Duymaer van Twist;social
00624;vau ldsinga;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Idsinga;social
01110;de Ridder;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Ridder;social
01510;van Wassenaer van Catwtjck;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Wassenaer van Catwijck;social
00923;Michiels van Verduynen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Michiels van Verduynen;social
01079;de Ram;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Ram;social
00763;van der Kun;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Kun;social
01489;de Vries;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Vries;social
00001;Aalberse;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Aalberse;social
00826;van Limburg Stirum;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Limburg Stirum;social
01263;Sluis;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Sluis;social
01320;de Stuers;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Stuers;social
01293;Staalman;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Staalman;social
00072;Beckers;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Beckers;social
00574;van den Heuvel;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Heuvel;social
00951;Mutsaers;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Mutsaers;social
00638;Janssen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Janssen;social
01087;Raymakers;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Raymakers;social
00163;van der Borch van Verwolde;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Borch van Verwolde;social
00427;Friesen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Friesen;social
00904;Merckelbach;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Merckelbach;social
00039;van Asch van Wyek;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Asch van Wijck;social
00832;van Löben Sels;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Löben Sels;social
00977;van Nispen tot Sevenaer;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Nispen tot Sevenaer;social
01538;van Wichen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Wichen;social
01340;Talma;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Talma;social
00293;van Dedem;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Dedem;social
01050;Pompe van Meerdervoort;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Pompe van Meerdervoort;social
01177;de Savornin Lohman;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Savornin Lohman;social
01392;van Veen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Veen;social
01458;van Vlijmen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Vlijmen;social
00034;Arts;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Arts;social
00995;Okma;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Okma;social
00153;Bolsius;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Bolsius;social
00196;Brants;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Brants;social
00540;Heemskerk;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Heemskerk;social
00245;van Bylandt;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Bylandt;social
01400;van de Velde;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Velde;social
00543;van Heemstra;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Heemstra;social
00019;van Alphen;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Alphen;social
00430;Fruytier;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Fruytier;social
01020;Passtoors;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Passtoors;social
01238;Seret;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Seret;social
00862;Mackay;0;Hoger Onderwijswet 1904;1904-03-24;Tweede Kamer;Mackay;social
00973;C. van Nispen tot Sevenaer;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Nispen tot Sevenaer;social
01203;Schimmelpenninck van der Oye;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Schimmelpenninck van der Oye;social
01168;Sandberg;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Sandberg;social
00684;van Kerkwijk;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kerkwijk;social
00215;Brouwer;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Brouwer;social
00202;Bredius;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bredius;social
00049;van Baar;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Baar;social
00650;de Jong;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Jong;social
00088;Cremer van den Berch van Heemstede;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Cremer van den Berch van Heemstede;social
00583;Hingst;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Hingst;social
00841;van Loon;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Loon;social
01121;Rombach;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Rombach;social
00578;Heydenryck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Heydenrijck;social
00112;Bichon van IJsselmonde;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bichon van IJsselmonde;social
00607;van Houten;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Houten;social
00808;Lenting;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Lenting;social
00998;Oldenhuis Gratama;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Oldenhuis Gratama;social
00646;Jonckbloet;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Jonckbloet;social
00857;van Lynden van Sandenburg;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Lynden van Sandenburg;social
00628;Insinger;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Insinger;social
00368;van Eck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Eck;social
01603;van Zuijlen van Nyevelt;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Zuylen van Nijevelt;social
00930;Mirandolle;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Mirandolle;social
00130;Blom;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Blom;social
00280;Cremers;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Cremers;social
00464;Godefroi;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Godefroi;social
01557;Wintgens;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Wintgens;social
00168;Borret;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Borret;social
00138;Blussé van Oud-Alblas;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Blussé van Oud-Alblas;social
00395;Fabius;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Fabius;social
01092;G.C.J. van Reenen;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Reenen;social
00683;G.E.F.X.M. Kerens de Wylré;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kerens de Wylré;social
00285;Dam;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Dam;social
00508;Haffmans;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Haffmans;social
00031;Arnoldts;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Arnoldts;social
00573;van den Heuvel;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Heuvel;social
00778;Lambrechts;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Lambrechts;social
01343;Teding van Berkhout;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Teding van Berkhout;social
00416;van Foreest;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Foreest;social
00455;Gevers Deynoot;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Gevers Deynoot;social
00322;van der Does de Willebois;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Does de Willebois;social
00697;Kien;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kien;social
00974;van Nispen van Sevenaer;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Nispen van Sevenaer;social
01572;Wybenga;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Wybenga;social
00954;van Naamen van Eemnes;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Naamen van Eemnes;social
01509;van Wasseneer van Catwijck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Wassenaer van Catwijck;social
00968;Nierstrasz;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Nierstrasz;social
00102;Bergsma;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bergsma;social
01148;Rutgers van Rozenburg;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Rutgers van Rozenburg;social
01303;Stieltjes;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Stieltjes;social
00931;Moens;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Moens;social
00631;'s Jacob;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Jacob;social
00674;Kappeyne van de Coppollo;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kappeyne van de Coppello;social
00232;de Bruyn Kops;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bruijn Kops;social
00889;Mees;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Mees;social
01281;Smitz;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Smitz;social
01142;de Ruiter Zylker;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Ruiter Zijlker;social
00863;Mackay;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Mackay;social
00113;de Bieberstein Rogalla Zawadsky;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bieberstein Rogalla Zawadsky;social
01272;Smidt;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Smidt;social
00765;van Kuyk;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kuyk;social
01203;Schimmelpenninck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Schimmelpenninck van der Oye;social
01601;van Zinnicq Bergmann;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Zinnicq Bergmann;social
01414;Verheijen;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Verheijen;social
00082;Begram;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Begram;social
00625;Idzerda;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Idzerda;social
00766;Kuyper;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kuyper;social
00851;Luyben;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Luyben;social
01166;Saaymans Vader;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Saaymans Vader;social
00815;Lieftinck;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lieftinck;social
00500;Van Gijn;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gijn;social
00486;Groen van Waarder;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Groen van Waarder;social
01269;Smeenge;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Smeenge;social
00562;Hennequin;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hennequin;social
00071;De Beaufort;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Beaufort 2;social
00682;Kerdijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kerdijk;social
00188;Bouman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bouman;social
00413;Fokker;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Fokker;social
01067;Pijnacker Hordijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pijnacker Hordijk;social
00525;Hartogh;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hartogh;social
01075;van Raalte;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Raalte;social
01191;Schepel;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schepel;social
00727;Kolkman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kolkman;social
00802;Lely;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lely;social
00469;Goeman Borgesius;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Goeman Borgesius;social
00704;De Klerk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Klerk;social
00553;Heldt;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Heldt;social
01391;Veegens;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Veegens;social
01384;Tijdeman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tydeman;social
01113;Rink;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Rink;social
01339;Tak van Poortvliet;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tak van Poortvliet;social
00264;Conrad;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Conrad;social
00468;Goekoop;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Goekoop;social
00684;van Kerkwijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kerkwijk;social
01609;Zijlma;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Zijlma;social
01385;Tijdens;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tijdens;social
01179;Schaafsma;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaafsma;social
00609;Houwing;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Houwing;social
00348;Drucker;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Drucker;social
01180;Schaepman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaepman;social
00731;Kool;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kool;social
00404;Ferf;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ferf;social
00144;de Boer;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Boer;social
01551;Willinge;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Willinge;social
01069;Pyttersen;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pyttersen;social
00889;Mees;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mees;social
00714;Knijff;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Knijff;social
00297;van Deinse;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Deinse;social
00243;C.J.E. Van Bylandt;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bylandt;social
00438;Geertsema;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Geertsema;social
01101;Rethaan Macaré;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Rethaan Macaré;social
00461;Van Gilse;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gilse;social
01120;Roessingh;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Roessingh;social
01411;Verhey;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Verheij;social
00689;Ketelaar;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ketelaar;social
00983;Nolting;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Nolting;social
00893;Meesters;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Meesters;social
00568;Hesselink van Suchtelen;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hesselink van Suchtelen;social
00462;Gleichman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gleichman;social
00065;Van Basten Batenburg;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Basten Batenburg;social
00163;Van der Borch van Verwolde;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Borch van Verwolde;social
00763;Van der Kun;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kun;social
00596;'t Hooft;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hooft;social
00228;Brummelkamp;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Brummelkamp;social
01189;Schaper;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaper;social
00036;H.M.J. Van Asch van Wijck;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Asch van Wijck;social
00904;Merkelbach;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Merckelbach;social
00543;Van Heemstra;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Heemstra;social
00750;Krap;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Krap;social
01079;De Ram;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ram;social
00318;Dobbelmann;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Dobbelmann;social
01378;Truijen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Truijen;social
01085;De Ras;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ras;social
