b1_nummer;politician;vote;law;date;house;pdc_naam;category
00601;van Hoogstraten;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Hoogstraten;social
01392;van Veen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Veen;social
01510;van Wassenaer van Catwijck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wassenaer van Catwijck;social
00039;van Asch van Wijck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Asch van Wijck;social
00858;van Lynden van Sandenburg;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Lynden van Sandenburg;social
00163;van der Borch van Verwolde;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Borch van Verwolde;social
00975;J.W.J.C.M. van Nispen tot Sevenaer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Nispen tot Sevenaer;social
00150;Bogaardt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Bogaardt;social
00408;Fleskens;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Fleskens;social
00087;van den Berch van Heemstede;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Berch van Heemstede;social
01456;de Vlugt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vlugt;social
01048;Pollema;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Pollema;social
01172;van Sasse van Ysselt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Sasse van Ysselt;social
01201;Schimmelpenninck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Schimmelpenninck;social
01470;van der Voort van Zijp;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Voort van Zijp;social
00029;Ankerman;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Ankerman;social
00925;Middelberg;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Middelberg;social
00638;F.I.J. Janssen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Janssen;social
00835;Loeff;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Loeff;social
00072;Beckers;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Beckers;social
01538;van Wichen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wichen;social
01583;van Wijnbergen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wijnbergen;social
00977;O.F.A.M. van Nispen tot Sevenaer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Nispen tot Sevenaer;social
00904;Merckelbach;1;Woningwet 1901;1901-04-19;Tweede Kamer;Merckelbach;social
00114;de Bieberstein Rogalla Zawadsky;1;Woningwet 1901;1901-04-19;Tweede Kamer;Bieberstein Rogalla Zawadsky;social
01400;van de Velde;1;Woningwet 1901;1901-04-19;Tweede Kamer;Velde;social
00153;Bolsius;1;Woningwet 1901;1901-04-19;Tweede Kamer;Bolsius;social
00293;van Dedem;1;Woningwet 1901;1901-04-19;Tweede Kamer;Dedem;social
00144;de Boer;1;Woningwet 1901;1901-04-19;Tweede Kamer;Boer;social
01189;Schaper;1;Woningwet 1901;1901-04-19;Tweede Kamer;Schaper;social
00163;van der Borch van Verwolde;1;Woningwet 1901;1901-04-19;Tweede Kamer;Borch van Verwolde;social
00723;van Kol;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kol;social
01609;Zijlma;1;Woningwet 1901;1901-04-19;Tweede Kamer;Zijlma;social
00893;Meesters;1;Woningwet 1901;1901-04-19;Tweede Kamer;Meesters;social
01113;Rink;1;Woningwet 1901;1901-04-19;Tweede Kamer;Rink;social
00714;Knijff;1;Woningwet 1901;1901-04-19;Tweede Kamer;Knijff;social
00348;Drucker;1;Woningwet 1901;1901-04-19;Tweede Kamer;Drucker;social
00815;Lieftinck;1;Woningwet 1901;1901-04-19;Tweede Kamer;Lieftinck;social
01179;Schaafsma;1;Woningwet 1901;1901-04-19;Tweede Kamer;Schaafsma;social
00636;Jansen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Jansen;social
00704;de Klerk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Klerk;social
01458;van Vlijmen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Vlijmen;social
01085;de Ras;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ras;social
01269;Smeenge;1;Woningwet 1901;1901-04-19;Tweede Kamer;Smeenge;social
01079;de Ram;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ram;social
00983;Nolting;1;Woningwet 1901;1901-04-19;Tweede Kamer;Nolting;social
00689;Ketelaar;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ketelaar;social
00889;Mees;1;Woningwet 1901;1901-04-19;Tweede Kamer;Mees;social
01446;de Visser;1;Woningwet 1901;1901-04-19;Tweede Kamer;Visser;social
01120;Roessingh;1;Woningwet 1901;1901-04-19;Tweede Kamer;Roessingh;social
01068;Pijnappel;1;Woningwet 1901;1901-04-19;Tweede Kamer;Pijnappel;social
00438;Geertsema;1;Woningwet 1901;1901-04-19;Tweede Kamer;Geertsema;social
01191;Schepel;1;Woningwet 1901;1901-04-19;Tweede Kamer;Schepel;social
00019;van Alphen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Alphen;social
00404;Ferf;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ferf;social
00297;van Deinse;1;Woningwet 1901;1901-04-19;Tweede Kamer;Deinse;social
00567;den Hertog;1;Woningwet 1901;1901-04-19;Tweede Kamer;Hertog;social
01067;Pijnacker Hordijk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Pijnacker Hordijk;social
01374;Travaglino;1;Woningwet 1901;1901-04-19;Tweede Kamer;Travaglino;social
00981;Nolens;1;Woningwet 1901;1901-04-19;Tweede Kamer;Nolens;social
00468;Goekoop;1;Woningwet 1901;1901-04-19;Tweede Kamer;Goekoop;social
00264;Conrad;1;Woningwet 1901;1901-04-19;Tweede Kamer;Conrad;social
00923;Michiels van Verduynen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Michiels van Verduynen;social
01422;Vermeulen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Vermeulen;social
01411;Verhey;1;Woningwet 1901;1901-04-19;Tweede Kamer;Verheij;social
00243;C.J.E. van Bylandt;1;Woningwet 1901;1901-04-19;Tweede Kamer;Bylandt;social
00318;Dobbelmann;1;Woningwet 1901;1901-04-19;Tweede Kamer;Dobbelmann;social
00461;van Gilse;1;Woningwet 1901;1901-04-19;Tweede Kamer;Gilse;social
00500;van Gijn;1;Woningwet 1901;1901-04-19;Tweede Kamer;Gijn;social
00543;S. baron van Heemstra;1;Woningwet 1901;1901-04-19;Tweede Kamer;Heemstra;social
00469;Goeman Borgesius;1;Woningwet 1901;1901-04-19;Tweede Kamer;Goeman Borgesius;social
00684;van Kerkwijk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kerkwijk;social
00802;Lely;1;Woningwet 1901;1901-04-19;Tweede Kamer;Lely;social
00087;van den Berch van Heemstede;1;Woningwet 1901;1901-04-19;Tweede Kamer;Berch van Heemstede;social
01020;Pastoors;1;Woningwet 1901;1901-04-19;Tweede Kamer;Passtoors;social
00875;Marchant;1;Woningwet 1901;1901-04-19;Tweede Kamer;Marchant;social
00228;Brummelkamp;1;Woningwet 1901;1901-04-19;Tweede Kamer;Brummelkamp;social
00682;A. Kerdijk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kerdijk;social
00676;van Karnebeek;1;Woningwet 1901;1901-04-19;Tweede Kamer;Karnebeek;social
00413;Fokker;1;Woningwet 1901;1901-04-19;Tweede Kamer;Fokker;social
00727;Kolkman;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kolkman;social
00553;Heldt;1;Woningwet 1901;1901-04-19;Tweede Kamer;Heldt;social
00766;Kuyper;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kuyper;social
01384;Tydeman;1;Woningwet 1901;1901-04-19;Tweede Kamer;Tydeman;social
00486;Groen van Waarder;1;Woningwet 1901;1901-04-19;Tweede Kamer;Groen van Waarder;social
01391;Veegens;1;Woningwet 1901;1901-04-19;Tweede Kamer;Veegens;social
01385;Tijdens;1;Woningwet 1901;1901-04-19;Tweede Kamer;Tijdens;social
00862;Mackay;1;Woningwet 1901;1901-04-19;Tweede Kamer;Mackay;social
00609;Houwing;1;Woningwet 1901;1901-04-19;Tweede Kamer;Houwing;social
00951;Mutsaers;1;Woningwet 1901;1901-04-19;Tweede Kamer;Mutsaers;social
00731;Kool;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kool;social
01376;Troelstra;1;Woningwet 1901;1901-04-19;Tweede Kamer;Troelstra;social
00574;van den Heuvel;1;Woningwet 1901;1901-04-19;Tweede Kamer;Heuvel;social
01498;de Waal Malefijt;1;Woningwet 1901;1901-04-19;Tweede Kamer;Waal Malefijt;social
00462;Gleichman;1;Woningwet 1901;1901-04-19;Tweede Kamer;Gleichman;social
00245;W.K.F.P. van Bylandt;0;Woningwet 1901;1901-04-19;Tweede Kamer;Bylandt;social
01199;Schimmelpenninck;0;Woningwet 1901;1901-04-19;Tweede Kamer;Schimmelpenninck;social
01177;de Savornin Lohman;0;Woningwet 1901;1901-04-19;Tweede Kamer;Savornin Lohman;social
00826;van Limburg Stirum;0;Woningwet 1901;1901-04-19;Tweede Kamer;Limburg Stirum;social
01172;van Sasse van Ysselt;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Sasse van Ysselt;social
00408;Fleskens;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Fleskens;social
01201;Schimmelponninck;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Schimmelpenninck;social
00430;Fruytier;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Fruytier;social
00975;J.W.J.C.M. van Nispen tot Sevenaer;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Nispen tot Sevenaer;social
01152;Ruys de Beerenbrouck;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Ruijs de Beerenbrouck;social
00806;van Lennep;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Lennep;social
01376;Troelstra;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Troelstra;social
00245;van Bylandt;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Bylandt;social
01283;Snoeck Henkemans;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Snoeck Henkemans;social
00925;Middelberg;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Middelberg;social
00557;Helsdingen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Helsdingen;social
00835;Loeff;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Loeff;social
01456;de Vlugt;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Vlugt;social
00163;van der Borch van Verwolde;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Borch van Verwolde;social
01020;Passtoors;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Passtoors;social
01189;Schaper;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Schaper;social
00357;Duijs;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Duijs;social
01048;Pollema;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Pollema;social
00615;Hugenholtz;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Hugenholtz;social
00773;ter Laan;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Laan;social
00733;Koolen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Koolen;social
00934;van der Molen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Molen;social
01446;do Visser;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Visser;social
01003;Oosterbaan;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Oosterbaan;social
01470;van der Voort van Zijp;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Voort van Zijp;social
00376;Elhorst;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Elhorst;social
00356;Duynstee;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Duynstee;social
00940;de Monté ver Loren;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Monté VerLoren;social
00601;van Hoogstraten;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Hoogstraten;social
00981;Nolens;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Nolens;social
01454;van Vliet;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Vliet;social
01392;van Veen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Veen;social
00039;van Asch van Wijck;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Asch van Wijck;social
01583;van Wijnbergen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Wijnbergen;social
01079;de Ram;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Ram;social
00540;Heemskerk;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Heemskerk;social
00354;Duymaer van Twist;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Duymaer van Twist;social
00087;van den Berch van Heemstede;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Berch van Heemstede;social
00001;Aalberse;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Aalberse;social
00858;van Lynden van Sandenburg;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Lynden van Sandenburg;social
00029;Ankerman;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Ankerman;social
01147;Rutgers;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Rutgers;social
01494;van Vuuren;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Vuuren;social
00228;Brummelkamp;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Brummelkamp;social
00432;de Geer;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Geer;social
00104;van Best;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Best;social
01451;Vliegen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Vliegen;social
00638;F.I.J. Janssen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Janssen;social
00072;Beckers;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Beckers;social
01194;Scheurer;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Scheurer;social
00034;Arts;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Arts;social
01458;van Vlijmen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Vlijmen;social
00293;van Dedem;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Dedem;social
00135;Blum;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Blum;social
01400;van de Velde;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Velde;social
00150;Bogaardt;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Bogaardt;social
00977;O.F.A.M. van Nispen van Sevenaer;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Nispen tot Sevenaer;social
00374;Eland;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Eland;social
00111;Bichon van IJsselmonde;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Bichon van IJsselmonde;social
01472;Vorsterman van Oyen;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Vorsterman van Oijen;social
00517;van Hamel;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Hamel;social
00325;Dolk;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Dolk;social
01344;Teenstra;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Teenstra;social
00892;de Meester;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Meester;social
01125;Roodhuyzen;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Roodhuyzen;social
00071;de Beaufort;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Beaufort 2;social
00635;Jansen;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Jansen;social
00704;de Klerk;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Klerk;social
00634;Jannink;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Jannink;social
01023;Patijn;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Patijn;social
00175;Bos;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Bos;social
00348;Drucker;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Drucker;social
00672;de Kanter;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Kanter;social
00822;Limburg;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Limburg;social
01271;Smidt;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Smidt;social
00875;Marchant;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Marchant;social
01359;Thomson;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Thomson;social
01384;Tydeman;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Tydeman;social
01177;de Savornin Lohman;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Savornin Lohman;social
00349;Dullert;1;Kieswet 1872;1874-06-19;Tweede Kamer;Dullert;electoral
00931;Moens;1;Kieswet 1872;1874-06-19;Tweede Kamer;Moens;electoral
00232;de Bruyn Kops;1;Kieswet 1872;1874-06-19;Tweede Kamer;Bruijn Kops;electoral
00684;van Kerkwijk;1;Kieswet 1872;1874-06-19;Tweede Kamer;Kerkwijk;electoral
00889;Mees;1;Kieswet 1872;1874-06-19;Tweede Kamer;Mees;electoral
00650;de Jong;1;Kieswet 1872;1874-06-19;Tweede Kamer;Jong;electoral
00998;Oldenhuis Gratatna;1;Kieswet 1872;1874-06-19;Tweede Kamer;Oldenhuis Gratama;electoral
00202;Bredius;1;Kieswet 1872;1874-06-19;Tweede Kamer;Bredius;electoral
01121;Rombach;1;Kieswet 1872;1874-06-19;Tweede Kamer;Rombach;electoral
00215;Brouwer;1;Kieswet 1872;1874-06-19;Tweede Kamer;Brouwer;electoral
00808;Lenting;1;Kieswet 1872;1874-06-19;Tweede Kamer;Lenting;electoral
00285;Dam;1;Kieswet 1872;1874-06-19;Tweede Kamer;Dam;electoral
00625;Idzerda;1;Kieswet 1872;1874-06-19;Tweede Kamer;Idzerda;electoral
00455;Gevers Deynoot;1;Kieswet 1872;1874-06-19;Tweede Kamer;Gevers Deynoot;electoral
00930;Mirandolle;1;Kieswet 1872;1874-06-19;Tweede Kamer;Mirandolle;electoral
00009;van Akerlaken;1;Kieswet 1872;1874-06-19;Tweede Kamer;Akerlaken;electoral
01142;de Ruiter Zylker;1;Kieswet 1872;1874-06-19;Tweede Kamer;Ruiter Zijlker;electoral
01191;Schepel;1;Kieswet 1872;1874-06-19;Tweede Kamer;Schepel;electoral
01572;Wybenga;1;Kieswet 1872;1874-06-19;Tweede Kamer;Wybenga;electoral
01316;Storm van 'sGravesande;1;Kieswet 1872;1874-06-19;Tweede Kamer;Storm van 's-Gravesande;electoral
00464;Godefroi;1;Kieswet 1872;1874-06-19;Tweede Kamer;Godefroi;electoral
00280;Cremers;1;Kieswet 1872;1874-06-19;Tweede Kamer;Cremers;electoral
00607;van Houten;1;Kieswet 1872;1874-06-19;Tweede Kamer;Houten;electoral
00138;Blusse van Oud-Alblas;1;Kieswet 1872;1874-06-19;Tweede Kamer;Blussé van Oud-Alblas;electoral
01148;Rutgers van Rozenburg;1;Kieswet 1872;1874-06-19;Tweede Kamer;Rutgers van Rozenburg;electoral
00784;de Lange;1;Kieswet 1872;1874-06-19;Tweede Kamer;Lange;electoral
01343;Teding van Berkhout;1;Kieswet 1872;1874-06-19;Tweede Kamer;Teding van Berkhout;electoral
01272;Smidt;1;Kieswet 1872;1874-06-19;Tweede Kamer;Smidt;electoral
00863;Mackay;1;Kieswet 1872;1874-06-19;Tweede Kamer;Mackay;electoral
00674;Kappeyne van de Coppello;1;Kieswet 1872;1874-06-19;Tweede Kamer;Kappeyne van de Coppello;electoral
01303;Stieltjes;1;Kieswet 1872;1874-06-19;Tweede Kamer;Stieltjes;electoral
01339;Tak van Poortvliet;1;Kieswet 1872;1874-06-19;Tweede Kamer;Tak van Poortvliet;electoral
01601;van Zinnicq Bergmann;0;Kieswet 1872;1874-06-19;Tweede Kamer;Zinnicq Bergmann;electoral
01202;Schimmelpenninck van Nijenhuis;0;Kieswet 1872;1874-06-19;Tweede Kamer;Schimmelpenninck van Nijenhuis;electoral
00113;de Bieberstein Rogalla Zawadsky;0;Kieswet 1872;1874-06-19;Tweede Kamer;Bieberstein Rogalla Zawadsky;electoral
00841;van Loon;0;Kieswet 1872;1874-06-19;Tweede Kamer;Loon;electoral
00578;Heydenrijck;0;Kieswet 1872;1874-06-19;Tweede Kamer;Heydenrijck;electoral
01203;Schimmelpenninck van der Oye;0;Kieswet 1872;1874-06-19;Tweede Kamer;Schimmelpenninck van der Oye;electoral
00628;Insinger;0;Kieswet 1872;1874-06-19;Tweede Kamer;Insinger;electoral
01168;Sandberg;0;Kieswet 1872;1874-06-19;Tweede Kamer;Sandberg;electoral
00683;Kerens de Wyire;0;Kieswet 1872;1874-06-19;Tweede Kamer;Kerens de Wylré;electoral
00765;van Kuyk;0;Kieswet 1872;1874-06-19;Tweede Kamer;Kuyk;electoral
00088;Cremer van den Berch van Heemstede;0;Kieswet 1872;1874-06-19;Tweede Kamer;Cremer van den Berch van Heemstede;electoral
00573;van den Heuvel;0;Kieswet 1872;1874-06-19;Tweede Kamer;Heuvel;electoral
00508;Haffmans;0;Kieswet 1872;1874-06-19;Tweede Kamer;Haffmans;electoral
00583;Hingst;0;Kieswet 1872;1874-06-19;Tweede Kamer;Hingst;electoral
00102;Bergsma;0;Kieswet 1872;1874-06-19;Tweede Kamer;Bergsma;electoral
00112;Bichon van IJsselmonde;0;Kieswet 1872;1874-06-19;Tweede Kamer;Bichon van IJsselmonde;electoral
00049;van Baar;0;Kieswet 1872;1874-06-19;Tweede Kamer;Baar;electoral
00851;Luyben;0;Kieswet 1872;1874-06-19;Tweede Kamer;Luyben;electoral
00973;C. van Nispen tot Sevenaer;0;Kieswet 1872;1874-06-19;Tweede Kamer;Nispen tot Sevenaer;electoral
00520;van Harinxma thoe Slooten;0;Kieswet 1872;1874-06-19;Tweede Kamer;Harinxma thoe Slooten;electoral
00778;Lambrechts;0;Kieswet 1872;1874-06-19;Tweede Kamer;Lambrechts;electoral
00954;van Naamen van Eemnes;0;Kieswet 1872;1874-06-19;Tweede Kamer;Naamen van Eemnes;electoral
01603;van Zuijlen van Nyevelt;0;Kieswet 1872;1874-06-19;Tweede Kamer;Zuylen van Nijevelt;electoral
01557;Wintgens;0;Kieswet 1872;1874-06-19;Tweede Kamer;Wintgens;electoral
00646;Jonckbloet;0;Kieswet 1872;1874-06-19;Tweede Kamer;Jonckbloet;electoral
00082;Begram;0;Kieswet 1872;1874-06-19;Tweede Kamer;Begram;electoral
00368;van Eck;0;Kieswet 1872;1874-06-19;Tweede Kamer;Eck;electoral
01123;de Roo van Alderwerelt;0;Kieswet 1872;1874-06-19;Tweede Kamer;Roo van Alderwerelt;electoral
00968;Nierstrasz;0;Kieswet 1872;1874-06-19;Tweede Kamer;Nierstrasz;electoral
00766;Kuiper;0;Kieswet 1872;1874-06-19;Tweede Kamer;Kuyper;electoral
00697;Kien;0;Kieswet 1872;1874-06-19;Tweede Kamer;Kien;electoral
01281;Smitz;0;Kieswet 1872;1874-06-19;Tweede Kamer;Smitz;electoral
00031;Arnoldts;0;Kieswet 1872;1874-06-19;Tweede Kamer;Arnoldts;electoral
01166;Saaymans Vader;0;Kieswet 1872;1874-06-19;Tweede Kamer;Saaymans Vader;electoral
00395;Fabius;0;Kieswet 1872;1874-06-19;Tweede Kamer;Fabius;electoral
01092;G.C.J. van Reenen;0;Kieswet 1872;1874-06-19;Tweede Kamer;Reenen;electoral
01414;Verheyen;0;Kieswet 1872;1874-06-19;Tweede Kamer;Verheijen;electoral
00631;'s Jacob;0;Kieswet 1872;1874-06-19;Tweede Kamer;Jacob;electoral
01437;Viruly Verbrugge;0;Kieswet 1872;1874-06-19;Tweede Kamer;Viruly Verbrugge;electoral
00483;Greeve;1;Kieswet 1887;1887-03-23;Tweede Kamer;Greeve;electoral
00019;Van Alphen;1;Kieswet 1887;1887-03-23;Tweede Kamer;Alphen;electoral
01518;Van Welderen Rengers;1;Kieswet 1887;1887-03-23;Tweede Kamer;Welderen baron Rengers;electoral
00696;Kielstra;1;Kieswet 1887;1887-03-23;Tweede Kamer;Kielstra;electoral
01552;Willink;1;Kieswet 1887;1887-03-23;Tweede Kamer;Willink;electoral
00612;Huber;1;Kieswet 1887;1887-03-23;Tweede Kamer;Huber;electoral
01006;Van Osenbruggen;1;Kieswet 1887;1887-03-23;Tweede Kamer;Osenbruggen;electoral
00458;Gildemeester;1;Kieswet 1887;1887-03-23;Tweede Kamer;Gildemeester;electoral
00279;Cremer;1;Kieswet 1887;1887-03-23;Tweede Kamer;Cremer;electoral
00815;Lieftinck;1;Kieswet 1887;1887-03-23;Tweede Kamer;Lieftinck;electoral
01204;J.E.N. Schimmelpenninck van der Oye;1;Kieswet 1887;1887-03-23;Tweede Kamer;Schimmelpenninck van der Oye;electoral
00314;Van Diggelen;1;Kieswet 1887;1887-03-23;Tweede Kamer;Diggelen;electoral
00232;De Bruyn Kops;1;Kieswet 1887;1887-03-23;Tweede Kamer;Bruijn Kops;electoral
00042;Van Asch van Wijk;1;Kieswet 1887;1887-03-23;Tweede Kamer;Asch van Wijck;electoral
00295;W.K. baron van Dedem;1;Kieswet 1887;1887-03-23;Tweede Kamer;Dedem;electoral
00089;Van Berckel;1;Kieswet 1887;1887-03-23;Tweede Kamer;Berckel;electoral
00118;Van den Biesen;1;Kieswet 1887;1887-03-23;Tweede Kamer;Biesen;electoral
00257;Clercx;1;Kieswet 1887;1887-03-23;Tweede Kamer;Clercx;electoral
01509;Van Wassenaer Catwijck;1;Kieswet 1887;1887-03-23;Tweede Kamer;Wassenaer van Catwijck;electoral
01483;Vos de Wael;1;Kieswet 1887;1887-03-23;Tweede Kamer;Vos de Wael;electoral
00828;Van der Linden;1;Kieswet 1887;1887-03-23;Tweede Kamer;Linden;electoral
00138;Blussé van Oud Alblas;1;Kieswet 1887;1887-03-23;Tweede Kamer;Blussé van Oud-Alblas;electoral
01238;Seret;1;Kieswet 1887;1887-03-23;Tweede Kamer;Seret;electoral
01444;Visser van Hazerswoude;1;Kieswet 1887;1887-03-23;Tweede Kamer;Visser van Hazerswoude;electoral
00299;Van Delden;1;Kieswet 1887;1887-03-23;Tweede Kamer;Delden;electoral
00468;Goekoop;1;Kieswet 1887;1887-03-23;Tweede Kamer;Goekoop;electoral
01081;De Ranitz;1;Kieswet 1887;1887-03-23;Tweede Kamer;Ranitz;electoral
00397;Farncombe Sanders;1;Kieswet 1887;1887-03-23;Tweede Kamer;Farncombe Sanders;electoral
01437;Viruly Verbrugge;1;Kieswet 1887;1887-03-23;Tweede Kamer;Viruly Verbrugge;electoral
01148;Rutgers van Rozenburg;1;Kieswet 1887;1887-03-23;Tweede Kamer;Rutgers van Rozenburg;electoral
00469;Goeman Borgesius;1;Kieswet 1887;1887-03-23;Tweede Kamer;Goeman Borgesius;electoral
01269;Smeenge;1;Kieswet 1887;1887-03-23;Tweede Kamer;Smeenge;electoral
01479;De Vos van Steenwijk;1;Kieswet 1887;1887-03-23;Tweede Kamer;Vos van Steenwijk;electoral
00293;A. baron van Dedem;1;Kieswet 1887;1887-03-23;Tweede Kamer;Dedem;electoral
00666;Van der Kaay;1;Kieswet 1887;1887-03-23;Tweede Kamer;Kaay;electoral
00684;Van Kerkwijk;1;Kieswet 1887;1887-03-23;Tweede Kamer;Kerkwijk;electoral
