b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct
00104;van Best;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Best;social;Eindhoven;2419;611;664;0,654845695722794;0,1653740404768299;0,17971104424869902;44580;2307;4279;56481;118;949;0,981458956001946214;2,05046222284006e-03;0,01649058177521373
01451;Vliegen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Vliegen;social;Amsterdam IX;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;133277;33085;199345;0,364436557134536654;9,04685991791243e-02;0,54509484368633909
00638;F.I.J. Janssen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Janssen;social;Maastricht;8328;6583;535;0,539168716819889;0,4261796074898287;0,03463463456646110;84681;674;2459;57343;130;1084;0,979268063596154148;2,22005908772649e-03;0,01851187731611934
00072;Beckers;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Beckers;social;Sittard;2597;1630;1704;0,437868824818749;0,2748068910183068;0,28726947732584873;30477;2475;16556;47620;1914;4281;0,884883396822447321;3,55662919260429e-02;0,07955031125150980
01194;Scheurer;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Scheurer;social;Sneek;6975;5835;4170;0,410777385159011;0,3436312629003750;0,24557212828402239;80803;1730;3100;6366;9195;26234;0,152314870199784652;2,20002392630697e-01;0,62768273716951783
00034;Arts;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Arts;social;Tilburg;10055;5646;1014;0,601555489081663;0,3377682808038675;0,06066066527042862;56139;1129;2598;61902;1279;4233;0,918236568071913895;1,89723202895541e-02;0,06279111163853206
01458;van Vlijmen;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Vlijmen;social;Veghel;6371;1673;5094;0,484929212970011;0,1273358388744004;0,38771217973680716;37335;2175;3377;45736;6;230;0,994866440442008226;1,30514226050640e-04;0,00500304533194118
00293;van Dedem;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Dedem;social;Zwolle;8565;7504;4656;0,413268998793727;0,3620675690566099;0,22464780807428286;105644;1198;1839;12705;5166;31908;0,255228108238413798;1,03778701862231e-01;0,64099318989935516
00135;Blum;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Blum;social;Middelburg;4892;8019;568;0,362934935826100;0,5949094210688807;0,04213663028907627;111681;4850;6562;7404;10476;37242;0,134320235114836178;1,90051159246762e-01;0,67562860563840210
01400;van de Velde;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Velde;social;Delft;6212;6537;764;0,459705468807815;0,4837399261533684;0,05653420136668858;90453;871;2950;18511;5072;24220;0,387235110767106649;1,06102127481539e-01;0,50666276175135450
00150;Bogaardt;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Bogaardt;social;Breda;8606;7065;4041;0,436586850649351;0,3584031821166526;0,20499376176961312;83786;1280;1602;51315;701;4196;0,912883370098911295;1,24706468369743e-02;0,07464598306411442
00977;O.F.A.M. van Nispen van Sevenaer;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Nispen tot Sevenaer;social;Nijmegen;7806;9539;2764;0,388184395046994;0,4743555553521164;0,13744499717534209;94821;791;1315;53225;1981;12064;0,791214508696298502;2,94484911550468e-02;0,17933700014865467
00374;Eland;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Eland;social;Arnhem;7583;13136;1247;0,345215332787035;0,5980057160729181;0,05676711536292027;211668;112;559;25200;3307;26875;0,455021487125780943;5,97125419811491e-02;0,48526597089306994
00111;Bichon van IJsselmonde;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Bichon van IJsselmonde;social;Ommen;8340;1224;5578;0,550785893541144;0,0808318239975956;0,36836397667321558;28815;2084;1862;9258;10086;29234;0,190580097986742969;2,07624850755486e-01;0,60179505125777100
01472;Vorsterman van Oyen;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Vorsterman van Oijen;social;Oostburg;0;0;0;NA;NA;NA;61006;5209;7365;15901;3744;20209;0,398981281678125133;9,39428915541727e-02;0,50707582676770213
00517;van Hamel;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Hamel;social;Amsterdam IV;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;133277;33085;199345;0,364436557134536654;9,04685991791243e-02;0,54509484368633909
00325;Dolk;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Dolk;social;'s-Gravenhage II;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;80694;22636;115693;0,368427060171762799;1,03349876496989e-01;0,52822306333124835
01344;Teenstra;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Teenstra;social;Zuidhorn;2986;1000;2452;0,463808636222429;0,1553165521655417;0,38082699913209367;71785;4426;5148;2407;16469;24866;0,055027204974623933;3,76503132001280e-01;0,56846966302409585
00892;de Meester;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Meester;social;Den Helder;3489;6518;2023;0,290024937655860;0,5417990743771597;0,16815129906166135;68331;1001;4604;8869;3483;29368;0,212583892617449671;8,34851390220518e-02;0,70393096836049851
01125;Roodhuyzen;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Roodhuyzen;social;Brielle;0;0;0;NA;NA;NA;60728;4651;8620;2394;7404;35020;0,053416038198937928;1,65201481547592e-01;0,78138248025346957
00071;de Beaufort;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Beaufort 2;social;Amsterdam VI;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;133277;33085;199345;0,364436557134536654;9,04685991791243e-02;0,54509484368633909
00635;Jansen;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Jansen;social;'s-Gravenhage III;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;80694;22636;115693;0,368427060171762799;1,03349876496989e-01;0,52822306333124835
00704;de Klerk;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Klerk;social;Rotterdam II;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;105685;33149;219017;0,295332414887760575;9,26335262441631e-02;0,61203405886807638
00634;Jannink;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Jannink;social;Lochem;1923;443;1510;0,496130030959752;0,1142784579528168;0,38951554086875395;51769;3198;4448;13716;976;31009;0,300124723747839217;2,13562066475569e-02;0,67851906960460384
01023;Patijn;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Patijn;social;Zierikzee;1136;1354;465;0,384433164128596;0,4581468267904371;0,15731554959920382;72131;7190;8143;2615;5574;35633;0,059673223495048153;1,27196385377208e-01;0,81313039112774410
00175;Bos;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Bos;social;Winschoten;3074;2556;1519;0,429990208420758;0,3575110188505374;0,21245386659942850;73652;2868;3739;675;5052;39749;0,014842994106781599;1,11091564781423e-01;0,87406544111179518
00348;Drucker;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Drucker;social;Groningen;7845;17281;519;0,305907584324430;0,6738465145346280;0,02023708998354999;156159;136;562;8756;10351;34413;0,163602391629297461;1,93404334828102e-01;0,64299327354260094
00672;de Kanter;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Kanter;social;Dordrecht;8106;9709;1614;0,417211385042977;0,4997061874975243;0,08306777670985759;116515;536;2001;6448;7292;41527;0,116669983896357687;1,31941303128449e-01;0,75138871297519316
00822;Limburg;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Limburg;social;Schoterland;9983;5087;6676;0,459072932953187;0,2339231404496380;0,30698920526470042;53936;424;633;1355;5874;28651;0,037764771460423632;1,63712374581940e-01;0,79852285395763656
01271;Smidt;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Smidt;social;Veendam;10303;5554;5056;0,492660067900349;0,2655701795140500;0,24175473123178523;54378;1502;2533;5826;7660;35909;0,117947160643789864;1,55076424739346e-01;0,72697641461686402
00875;Marchant;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Marchant;social;Deventer;7931;5624;2843;0,483656543480912;0,3429585392034621;0,17336606250749514;75140;986;2059;10670;1630;33292;0,234032286366029130;3,57518862958414e-02;0,73021582733812951
01359;Thomson;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Thomson;social;Leeuwarden;7567;10928;3173;0,349224663097656;0,5043300662498856;0,14643137404505072;119001;455;1622;6329;6460;28376;0,153747115267824613;1,56929430341309e-01;0,68932345439086606
01384;Tydeman;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Tydeman;social;Tiel;1826;2073;412;0,423567617722106;0,4808156673749029;0,09554942859983154;60458;3748;3829;5889;1446;39798;0,124944306536821328;3,06791420024187e-02;0,84437655146075996
01177;de Savornin Lohman;0;Ziektewet 1913;1913-04-25;Tweede Kamer;Savornin Lohman;social;Goes;967;1582;387;0,329359673024523;0,5387678990398284;0,13177302595467114;71280;5843;6260;4218;6272;30248;0,103539692670234176;1,53959448181059e-01;0,74250085914870634
00349;Dullert;1;Kieswet 1872;1874-06-19;Tweede Kamer;Dullert;electoral;Arnhem;30502;22032;17588;0,434984740880180;0,3141933106686086;0,25081731971662413;273587;2597;6923;23554;1087;86222;0,212460424127075748;9,80489432903674e-03;0,77773468154388747
00931;Moens;1;Kieswet 1872;1874-06-19;Tweede Kamer;Moens;electoral;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;178607;3230;6181;9509;4162;84167;0,097191275373576733;4,25397084977207e-02;0,86026901612870255
00232;de Bruyn Kops;1;Kieswet 1872;1874-06-19;Tweede Kamer;Bruijn Kops;electoral;Alkmaar;8752;13420;2626;0,352931688039358;0,5411649732128598;0,10589181879499804;192005;4620;17879;34155;1466;63147;0,345810383930017839;1,48428640855338e-02;0,63934675198444846
00684;van Kerkwijk;1;Kieswet 1872;1874-06-19;Tweede Kamer;Kerkwijk;electoral;Zierikzee;1266;1462;557;0,385388127853881;0,4450010660189571;0,16951574914877188;79585;8732;9467;3963;2468;43432;0,079477769087299199;4,94956179933016e-02;0,87102661291939920
00889;Mees;1;Kieswet 1872;1874-06-19;Tweede Kamer;Mees;electoral;Rotterdam;22492;53633;535;0,293399426037047;0,6996190285961200;0,00697877732775010;417461;66;440;34998;4180;63368;0,341290737815224399;4,07621945273341e-02;0,61794706765744156
00650;de Jong;1;Kieswet 1872;1874-06-19;Tweede Kamer;Jong;electoral;Hoorn;4080;5340;2236;0,350034317089911;0,4581193928012350;0,19181923306238607;199099;12677;26840;29929;2806;65877;0,303502616314444473;2,84549547722387e-02;0,66804242891331689
00998;Oldenhuis Gratatna;1;Kieswet 1872;1874-06-19;Tweede Kamer;Oldenhuis Gratama;electoral;Assen;20430;10496;9475;0,505680552461573;0,2597922979155780;0,23451945451163797;106308;9060;8901;6988;11526;94937;0,061594873557747398;1,01594520982627e-01;0,83681060545962571
00202;Bredius;1;Kieswet 1872;1874-06-19;Tweede Kamer;Bredius;electoral;Dordrecht;12704;11826;2162;0,475947849542934;0,4430461986031218;0,08099526321876120;166772;8742;11073;4255;2832;104614;0,038092765507918458;2,53533988057403e-02;0,93655383568634121
01121;Rombach;1;Kieswet 1872;1874-06-19;Tweede Kamer;Rombach;electoral;Brielle;0;0;0;NA;NA;NA;34890;2279;4250;1093;633;17905;0,055677245173450157;3,22449187509551e-02;0,91207783607559467
00215;Brouwer;1;Kieswet 1872;1874-06-19;Tweede Kamer;Brouwer;electoral;Almelo;21505;6149;8537;0,594208504876903;0,1699013302529517;0,23588239506899489;89311;3991;5568;46539;3338;53920;0,448365559698257199;3,21589255951521e-02;0,51947551470659070
00808;Lenting;1;Kieswet 1872;1874-06-19;Tweede Kamer;Lenting;electoral;Zutphen;14595;6927;7793;0,497867985672864;0,2362913988769302;0,26582994502647672;130087;4675;8061;28517;1406;62982;0,306947957591087672;1,51337387654055e-02;0,67791830364350680
00285;Dam;1;Kieswet 1872;1874-06-19;Tweede Kamer;Dam;electoral;Zutphen;14595;6927;7793;0,497867985672864;0,2362913988769302;0,26582994502647672;130087;4675;8061;28517;1406;62982;0,306947957591087672;1,51337387654055e-02;0,67791830364350680
00625;Idzerda;1;Kieswet 1872;1874-06-19;Tweede Kamer;Idzerda;electoral;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;178607;3230;6181;9509;4162;84167;0,097191275373576733;4,25397084977207e-02;0,86026901612870255
00455;Gevers Deynoot;1;Kieswet 1872;1874-06-19;Tweede Kamer;Gevers Deynoot;electoral;Dordrecht;12704;11826;2162;0,475947849542934;0,4430461986031218;0,08099526321876120;166772;8742;11073;4255;2832;104614;0,038092765507918458;2,53533988057403e-02;0,93655383568634121
00930;Mirandolle;1;Kieswet 1872;1874-06-19;Tweede Kamer;Mirandolle;electoral;Haarlem;10963;12390;4361;0,395576243054052;0,4470600834831405;0,15735250808474474;167500;1919;6585;27711;1304;29021;0,477479495485560679;2,24688124612310e-02;0,50005169205320832
00009;van Akerlaken;1;Kieswet 1872;1874-06-19;Tweede Kamer;Akerlaken;electoral;Hoorn;4080;5340;2236;0,350034317089911;0,4581193928012350;0,19181923306238607;199099;12677;26840;29929;2806;65877;0,303502616314444473;2,84549547722387e-02;0,66804242891331689
01142;de Ruiter Zylker;1;Kieswet 1872;1874-06-19;Tweede Kamer;Ruiter Zijlker;electoral;Appingedam;27626;16315;19462;0,435720707222056;0,2573204403601682;0,30695372882096311;181239;7554;10258;4713;10675;88014;0,045579389180093230;1,03237848397516e-01;0,85118276242239033
01191;Schepel;1;Kieswet 1872;1874-06-19;Tweede Kamer;Schepel;electoral;Appingedam;27626;16315;19462;0,435720707222056;0,2573204403601682;0,30695372882096311;181239;7554;10258;4713;10675;88014;0,045579389180093230;1,03237848397516e-01;0,85118276242239033
01572;Wybenga;1;Kieswet 1872;1874-06-19;Tweede Kamer;Wybenga;electoral;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;178607;3230;6181;9509;4162;84167;0,097191275373576733;4,25397084977207e-02;0,86026901612870255
01316;Storm van 'sGravesande;1;Kieswet 1872;1874-06-19;Tweede Kamer;Storm van 's-Gravesande;electoral;Steenwijk;10897;3582;8279;0,478820634502153;0,1573918902151007;0,36377399430655838;47201;3241;3642;3544;2420;44973;0,069576143078705063;4,75096688065650e-02;0,88291418811472999
00464;Godefroi;1;Kieswet 1872;1874-06-19;Tweede Kamer;Godefroi;electoral;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
00280;Cremers;1;Kieswet 1872;1874-06-19;Tweede Kamer;Cremers;electoral;Zuidhorn;14162;6468;11570;0,439813664596273;0,2008668216157481;0,35930962103531972;88165;5709;6982;2050;10250;38124;0,040655243534824685;2,03276217674123e-01;0,75606853879105185
00607;van Houten;1;Kieswet 1872;1874-06-19;Tweede Kamer;Houten;electoral;Groningen;10314;16133;2620;0,354835380328207;0,5550212632476336;0,09013375963119652;117851;830;1880;7617;1875;38355;0,159194933851652148;3,91874098689573e-02;0,80161765627939052
00138;Blusse van Oud-Alblas;1;Kieswet 1872;1874-06-19;Tweede Kamer;Blussé van Oud-Alblas;electoral;Deventer;9405;5500;4823;0,476733576642336;0,2787848283612968;0,24446549583427155;78201;1948;2897;9048;709;39745;0,182780493717425552;1,43226536301564e-02;0,80289685265241806
01148;Rutgers van Rozenburg;1;Kieswet 1872;1874-06-19;Tweede Kamer;Rutgers van Rozenburg;electoral;Haarlemmermeer;7778;5167;4785;0,438691483361534;0,2914197493873582;0,26987044357347773;52093;850;3233;10766;1228;15234;0,395401792272660479;4,51006317026590e-02;0,55949757602468042
00784;de Lange;1;Kieswet 1872;1874-06-19;Tweede Kamer;Lange;electoral;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
01343;Teding van Berkhout;1;Kieswet 1872;1874-06-19;Tweede Kamer;Teding van Berkhout;electoral;Gorinchem;1494;2852;326;0,319777397260274;0,6104034261089726;0,06976350756059421;99736;8448;11173;10445;3556;38674;0,198291409587090656;6,75083056478405e-02;0,73420028476506882
01272;Smidt;1;Kieswet 1872;1874-06-19;Tweede Kamer;Smidt;electoral;Assen;20430;10496;9475;0,505680552461573;0,2597922979155780;0,23451945451163797;106308;9060;8901;6988;11526;94937;0,061594873557747398;1,01594520982627e-01;0,83681060545962571
00863;Mackay;1;Kieswet 1872;1874-06-19;Tweede Kamer;Mackay;electoral;Tiel;1364;2122;246;0,365487674169346;0,5685402480029704;0,06589990558631133;63235;5441;6377;18076;1046;32709;0,348748818274777661;2,01809727769096e-02;0,63107020894831278
00674;Kappeyne van de Coppello;1;Kieswet 1872;1874-06-19;Tweede Kamer;Kappeyne van de Coppello;electoral;Haarlem;10963;12390;4361;0,395576243054052;0,4470600834831405;0,15735250808474474;167500;1919;6585;27711;1304;29021;0,477479495485560679;2,24688124612310e-02;0,50005169205320832
01303;Stieltjes;1;Kieswet 1872;1874-06-19;Tweede Kamer;Stieltjes;electoral;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
01339;Tak van Poortvliet;1;Kieswet 1872;1874-06-19;Tweede Kamer;Tak van Poortvliet;electoral;Middelburg;3592;7107;546;0,319430858159182;0,6319962757569837;0,04855080546432261;179721;11808;16126;31729;1812;55500;0,356341460675419164;2,03501757617277e-02;0,62330836356285302
01601;van Zinnicq Bergmann;0;Kieswet 1872;1874-06-19;Tweede Kamer;Zinnicq Bergmann;electoral;'s-Hertogenbosch;10950;9042;4361;0,449636595080688;0,3712821031486604;0,17906841043787664;136452;6509;9447;88504;207;4961;0,944828764198479831;2,20983858570331e-03;0,05296139721581689
01202;Schimmelpenninck van Nijenhuis;0;Kieswet 1872;1874-06-19;Tweede Kamer;Schimmelpenninck van Nijenhuis;electoral;'s-Gravenhage;18119;37326;3451;0,307643982613420;0,6337578957517818;0,05859387461994655;486360;1189;4526;36721;1250;62172;0,366685639535464292;1,24821505247496e-02;0,62083220993978605
00113;de Bieberstein Rogalla Zawadsky;0;Kieswet 1872;1874-06-19;Tweede Kamer;Bieberstein Rogalla Zawadsky;electoral;Maastricht;11171;8253;2275;0,514816350983916;0,3803310843513060;0,10483921625164523;122833;5704;20416;91682;1333;5617;0,929536053207883906;1,35148836077541e-02;0,05694906318436208
00841;van Loon;0;Kieswet 1872;1874-06-19;Tweede Kamer;Loon;electoral;Amersfoort;18404;11383;9241;0,471558880803526;0,2916588722370768;0,23677409269778091;158124;8936;18668;31843;1723;68008;0,313495579577450945;1,69630023431193e-02;0,66954141807942980
00578;Heydenrijck;0;Kieswet 1872;1874-06-19;Tweede Kamer;Heydenrijck;electoral;Nijmegen;13594;8636;7991;0,449819661824559;0,2857573032244631;0,26441234586443557;150547;5276;7162;84760;121;18061;0,823376270132696098;1,17541916807523e-03;0,17544831069922870
01203;Schimmelpenninck van der Oye;0;Kieswet 1872;1874-06-19;Tweede Kamer;Schimmelpenninck van der Oye;electoral;Deventer;9405;5500;4823;0,476733576642336;0,2787848283612968;0,24446549583427155;78201;1948;2897;9048;709;39745;0,182780493717425552;1,43226536301564e-02;0,80289685265241806
00628;Insinger;0;Kieswet 1872;1874-06-19;Tweede Kamer;Insinger;electoral;Almelo;21505;6149;8537;0,594208504876903;0,1699013302529517;0,23588239506899489;89311;3991;5568;46539;3338;53920;0,448365559698257199;3,21589255951521e-02;0,51947551470659070
01168;Sandberg;0;Kieswet 1872;1874-06-19;Tweede Kamer;Sandberg;electoral;Zwolle;22111;11555;13210;0,471691270586228;0,2464989275665086;0,28180300392193813;159177;5418;6856;21138;6237;72810;0,210989669112142536;6,22548285671508e-02;0,72675550232070674
00683;Kerens de Wyire;0;Kieswet 1872;1874-06-19;Tweede Kamer;Kerens de Wylré;electoral;Maastricht;11171;8253;2275;0,514816350983916;0,3803310843513060;0,10483921625164523;122833;5704;20416;91682;1333;5617;0,929536053207883906;1,35148836077541e-02;0,05694906318436208
00765;van Kuyk;0;Kieswet 1872;1874-06-19;Tweede Kamer;Kuyk;electoral;Delft;12612;12518;2356;0,458851779087535;0,4554242533570220;0,08571351357741686;223825;6165;15251;31689;3503;74238;0,289582381431051805;3,20113314447592e-02;0,67840628712418893
00088;Cremer van den Berch van Heemstede;0;Kieswet 1872;1874-06-19;Tweede Kamer;Cremer van den Berch van Heemstede;electoral;Leiden;13055;18243;3798;0,371979712787782;0,5197973172425127;0,10821471098149177;231177;4868;10095;32235;6876;67172;0,303294035734783529;6,46952005494764e-02;0,63201076371574005
00573;van den Heuvel;0;Kieswet 1872;1874-06-19;Tweede Kamer;Heuvel;electoral;Boxmeer;1566;492;1186;0,482737361282367;0,1516420458443063;0,36552654669729256;38208;7522;6419;41165;43;3662;0,917428125696456376;9,58324047247604e-04;0,08161355025629596
00508;Haffmans;0;Kieswet 1872;1874-06-19;Tweede Kamer;Haffmans;electoral;Boxmeer;1566;492;1186;0,482737361282367;0,1516420458443063;0,36552654669729256;38208;7522;6419;41165;43;3662;0,917428125696456376;9,58324047247604e-04;0,08161355025629596
00583;Hingst;0;Kieswet 1872;1874-06-19;Tweede Kamer;Hingst;electoral;Leeuwarden;25048;19914;16549;0,407211718229260;0,3237448288486933;0,26903811261124311;211678;2034;3963;11919;5350;83530;0,118245220686713157;5,30759233722557e-02;0,82867885594103119
00102;Bergsma;0;Kieswet 1872;1874-06-19;Tweede Kamer;Bergsma;electoral;Dokkum;13367;5038;11109;0,452903706715457;0,1706960320910193;0,37638968907935899;76265;1911;2912;904;4654;46789;0,017269375513400961;8,89067186276195e-02;0,89382390585897953
00112;Bichon van IJsselmonde;0;Kieswet 1872;1874-06-19;Tweede Kamer;Bichon van IJsselmonde;electoral;Gouda;15468;14320;6167;0,430204422194410;0,3982708569633182;0,17151600342737255;244681;13406;19545;29583;2816;88880;0,243925164290602653;2,32191888125727e-02;0,73285564689682470
00049;van Baar;0;Kieswet 1872;1874-06-19;Tweede Kamer;Baar;electoral;Eindhoven;11286;2887;5531;0,572777101096224;0,1465142143733771;0,28069417880201408;70311;4807;8638;91155;50;2594;0,971812066226718785;5,33054723397904e-04;0,02765487904988326
00851;Luyben;0;Kieswet 1872;1874-06-19;Tweede Kamer;Luyben;electoral;Breda;14810;11525;7969;0,431728078358209;0,3359624229124520;0,23230007187037607;157902;4881;7334;83069;470;13147;0,859162650228574964;4,86109674616801e-03;0,13597625302525701
00973;C. van Nispen tot Sevenaer;0;Kieswet 1872;1874-06-19;Tweede Kamer;Nispen tot Sevenaer;electoral;Breda;14810;11525;7969;0,431728078358209;0,3359624229124520;0,23230007187037607;157902;4881;7334;83069;470;13147;0,859162650228574964;4,86109674616801e-03;0,13597625302525701
00520;van Harinxma thoe Slooten;0;Kieswet 1872;1874-06-19;Tweede Kamer;Harinxma thoe Slooten;electoral;Dokkum;13367;5038;11109;0,452903706715457;0,1706960320910193;0,37638968907935899;76265;1911;2912;904;4654;46789;0,017269375513400961;8,89067186276195e-02;0,89382390585897953
00778;Lambrechts;0;Kieswet 1872;1874-06-19;Tweede Kamer;Lambrechts;electoral;Roermond;8338;7154;4486;0,417359095004505;0,3580864225335248;0,22453828625450037;74597;7839;19900;97304;37;3230;0,967515486571675742;3,67899295025405e-04;0,03211661413329887
00954;van Naamen van Eemnes;0;Kieswet 1872;1874-06-19;Tweede Kamer;Naamen van Eemnes;electoral;Zwolle;22111;11555;13210;0,471691270586228;0,2464989275665086;0,28180300392193813;159177;5418;6856;21138;6237;72810;0,210989669112142536;6,22548285671508e-02;0,72675550232070674
01603;van Zuijlen van Nyevelt;0;Kieswet 1872;1874-06-19;Tweede Kamer;Zuylen van Nijevelt;electoral;Arnhem;30502;22032;17588;0,434984740880180;0,3141933106686086;0,25081731971662413;273587;2597;6923;23554;1087;86222;0,212460424127075748;9,80489432903674e-03;0,77773468154388747
01557;Wintgens;0;Kieswet 1872;1874-06-19;Tweede Kamer;Wintgens;electoral;'s-Gravenhage;18119;37326;3451;0,307643982613420;0,6337578957517818;0,05859387461994655;486360;1189;4526;36721;1250;62172;0,366685639535464292;1,24821505247496e-02;0,62083220993978605
00646;Jonckbloet;0;Kieswet 1872;1874-06-19;Tweede Kamer;Jonckbloet;electoral;Winschoten;10327;7298;5365;0,449195302305350;0,3174361639480806;0,23335454993733035;55402;1338;2522;4113;3995;30244;0,107243429286608266;1,04166666666667e-01;0,78858990404672502
00082;Begram;0;Kieswet 1872;1874-06-19;Tweede Kamer;Begram;electoral;Gorinchem;1494;2852;326;0,319777397260274;0,6104034261089726;0,06976350756059421;99736;8448;11173;10445;3556;38674;0,198291409587090656;6,75083056478405e-02;0,73420028476506882
00368;van Eck;0;Kieswet 1872;1874-06-19;Tweede Kamer;Eck;electoral;Middelburg;3592;7107;546;0,319430858159182;0,6319962757569837;0,04855080546432261;179721;11808;16126;31729;1812;55500;0,356341460675419164;2,03501757617277e-02;0,62330836356285302
01123;de Roo van Alderwerelt;0;Kieswet 1872;1874-06-19;Tweede Kamer;Roo van Alderwerelt;electoral;Leeuwarden;25048;19914;16549;0,407211718229260;0,3237448288486933;0,26903811261124311;211678;2034;3963;11919;5350;83530;0,118245220686713157;5,30759233722557e-02;0,82867885594103119
00968;Nierstrasz;0;Kieswet 1872;1874-06-19;Tweede Kamer;Nierstrasz;electoral;Delft;12612;12518;2356;0,458851779087535;0,4554242533570220;0,08571351357741686;223825;6165;15251;31689;3503;74238;0,289582381431051805;3,20113314447592e-02;0,67840628712418893
00766;Kuiper;0;Kieswet 1872;1874-06-19;Tweede Kamer;Kuyper;electoral;Gouda;15468;14320;6167;0,430204422194410;0,3982708569633182;0,17151600342737255;244681;13406;19545;29583;2816;88880;0,243925164290602653;2,32191888125727e-02;0,73285564689682470
00697;Kien;0;Kieswet 1872;1874-06-19;Tweede Kamer;Kien;electoral;Utrecht;22414;26504;8009;0,393732323853356;0,4655755035022937;0,14068682886339964;317440;7261;15929;37171;771;59433;0,381730423620025683;7,91784338896021e-03;0,61035173299101408
01281;Smitz;0;Kieswet 1872;1874-06-19;Tweede Kamer;Smitz;electoral;Eindhoven;11286;2887;5531;0,572777101096224;0,1465142143733771;0,28069417880201408;70311;4807;8638;91155;50;2594;0,971812066226718785;5,33054723397904e-04;0,02765487904988326
00031;Arnoldts;0;Kieswet 1872;1874-06-19;Tweede Kamer;Arnoldts;electoral;Roermond;8338;7154;4486;0,417359095004505;0,3580864225335248;0,22453828625450037;74597;7839;19900;97304;37;3230;0,967515486571675742;3,67899295025405e-04;0,03211661413329887
01166;Saaymans Vader;0;Kieswet 1872;1874-06-19;Tweede Kamer;Saaymans Vader;electoral;Goes;1511;1672;826;0,376901970566226;0,4170224054461504;0,20599562361014317;89821;9968;10292;12234;4130;37006;0,229229904440697019;7,73842982949222e-02;0,69338579726438077
00395;Fabius;0;Kieswet 1872;1874-06-19;Tweede Kamer;Fabius;electoral;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
01092;G.C.J. van Reenen;0;Kieswet 1872;1874-06-19;Tweede Kamer;Reenen;electoral;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
