b1_nummer;politician;vote;law;date;house;pdc_naam;category;district
01189;Schaper;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Schaper;social;Appingedam
00011;Albarda;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Albarda;social;Enschede
01289;ter Spill;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Spill;social;Utrecht I
01009;Otto;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Otto;social;Amsterdam III
00967;Nierstrasz;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Nierstrasz;social;Amsterdam VI
00337;van Doorn;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Doorn;social;Gouda
01124;Roodenburg;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Roodenburg;social;Beverwijk
01384;Tydeman;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Tydeman;social;Tiel
00702;Kleerekoper;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Kleerekoper;social;Amsterdam VIII
00613;Hubrecht;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Hubrecht;social;Amsterdam I
01376;Troelstra;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Troelstra;social;Leeuwarden
00949;de Muralt;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Muralt;social;Oostburg
00369;Eerdmans;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Eerdmans;social;Rotterdam III
01269;Smeenge;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Smeenge;social;Meppel
00815;Lieftinck;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Lieftinck;social;Zutphen
00615;Hugenkoltz;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Hugenholtz;social;Weststellingwerf
00635;J.C. Jansen;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Jansen;social;'s-Gravenhage III
00417;van Foreest;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Foreest;social;Alkmaar
00709;Knobel;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Knobel;social;Zwolle
00796;van Leeuwen;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Leeuwen;social;Utrecht II
00544;Heeres;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Heeres;social;Leiden
00447;Gerkard;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Gerhard;social;Amsterdam II
01445;Visser van IJzendoorn;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Visser van IJzendoorn;social;Gorinchem
00773;K. ter Laan;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Laan;social;'s-Gravenhage I
01023;Patijn;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Patijn;social;Zierikzee
00557;Helsdingen;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Helsdingen;social;Franeker
00374;Eland;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Eland;social;Arnhem
00344;Drion;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Drion;social;Ridderkerk
00822;Limburg;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Limburg;social;Groningen
01198;Schim van der Loeff;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Schim van der Loeff;social;Dordrecht
00152;Boissevain;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Boissevain;social;Amsterdam VII
00517;van Hamel;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Hamel;social;Amsterdam IV
00742;Koster;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Koster;social;Assen
00875;Marchant;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Marchant;social;Deventer
00892;de Meester;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Meester;social;Den Helder
01344;Teenstra;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Teenstra;social;Zuidhorn
01125;Roodkuyzen;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Roodhuyzen;social;Brielle
01113;Rink;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Rink;social;Hoogezand
00689;Ketelaar;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Ketelaar;social;Amsterdam V
00902;Mendels;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Mendels;social;Schoterland
01170;Sannes;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Sannes;social;Veendam
01075;van Raalte;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Raalte;social;Middelburg
01288;Spiekman;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Spiekman;social;Rotterdam II
00469;Goeman Borgesius;1;Staatspensioen 1916;1916-05-18;Tweede Kamer;Goeman Borgesius;social;Emmen
01201;Schimmelpenninck;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Schimmelpenninck;social;Ede
00940;de Monté ver Loren;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Monté VerLoren;social;Breukelen
00432;de Geer;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Geer;social;Schiedam
01177;de Savornin Lokman;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Savornin Lohman;social;Goes
00934;van der Molen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Molen;social;Sliedrecht
01400;van de Velde;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Velde;social;Delft
00354;Duymaer van Twist;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Duymaer van Twist;social;Steenwijk
01283;Snoeck Henkemans;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Snoeck Henkemans;social;Apeldoorn
01147;Rutgers;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Rutgers;social;Hilversum
01003;Üosterbaan;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Oosterbaan;social;Enkhuizen
01580;de Wijkerslootk de Weerdesteyn;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Wijkerslooth de Weerdesteyn;social;Wijk bij Duurstede
00106;Beumer;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Beumer;social;Kampen
00034;Arts;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Arts;social;Tilburg
00150;Bogaardt;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Bogaardt;social;Breda
01194;Scheurer;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Scheurer;social;Sneek
00356;Duynstee;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Duynstee;social;Druten
00430;Fruytier;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Fruytier;social;Hontenisse
01392;Van Veen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Veen;social;Dokkum
01583;van Wijnbergen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Wijnbergen;social;Elst
01446;de Visser;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Visser;social;Katwijk
00624;van Idsinga;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Idsinga;social;Bodegraven
00638;F.I.J. Janssen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Janssen;social;Maastricht
00072;Beckers;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Beckers;social;Sittard
01538;van Wichen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Wichen;social;Haarlemmermeer
00001;Aalberse;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Aalberse;social;Almelo
00111;Bichon van Ijsselmonde;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Bichon van IJsselmonde;social;Ommen
01470;van der Voort van Zijp;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Voort van Zijp;social;Tietjerksteradeel
00709;Koolen;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Knobel;social;Zwolle
00029;Aukerman;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Ankerman;social;Harlingen
00157;Bongaerts;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Bongaerts;social;Roermond
00727;Kolkman;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Kolkman;social;Nijmegen
00448;Gerretson;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Gerretson;social;Rotterdam I
01152;Ruys de Beerenbrouck;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Ruijs de Beerenbrouck;social;Gulpen
00228;Brummelkamp;0;Staatspensioen 1916;1916-05-18;Tweede Kamer;Brummelkamp;social;Loosduinen
00635;Jansen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Jansen;social;'s-Gravenhage III
00517;van Hamel;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Hamel;social;Amsterdam IV
00348;Drucker;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Drucker;social;Groningen
01125;Roodhuyzen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Roodhuyzen;social;Brielle
00557;Helsdingen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Helsdingen;social;Franeker
00417;van Foreest;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Foreest;social;Alkmaar
01411;Verhey;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Verheij;social;Rotterdam III
01472;Vorsterman van Oijen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vorsterman van Oijen;social;Oostburg
00071;de Beaufort;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Beaufort 2;social;Amsterdam VI
00374;Eland;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Eland;social;Arnhem
01189;Schaper;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Schaper;social;Appingedam
00357;Duijs;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Duijs;social;Zaandam
01376;Troelstra;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Troelstra;social;Amsterdam III
01344;Teenstra;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Teenstra;social;Zuidhorn
00634;Jannink;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Jannink;social;Lochem
00773;ter Laan;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Laan;social;'s-Gravenhage I
01375;Treub;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Treub;social;Assen
00892;de Meester;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Meester;social;Den Helder
00822;Limburg;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Limburg;social;Schoterland
01269;Smeenge;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Smeenge;social;Meppel
01271;Smidt;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Smidt;social;Veendam
00676;van Karnebeek;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Karnebeek;social;Utrecht I
00325;Dolk;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Dolk;social;'s-Gravenhage II
01113;Rink;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Rink;social;Hoogezand
00662;de Jongh;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Jongh;social;Rotterdam V
01451;Vliegen;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vliegen;social;Amsterdam IX
00815;Lieftinck;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Lieftinck;social;Zutphen
00875;Marchant;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Marchant;social;Deventer
00672;de Kanter;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Kanter;social;Dordrecht
00704;de Klerk;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Klerk;social;Rotterdam II
00175;Bos;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Bos;social;Winschoten
01023;Patijn;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Patijn;social;Zierikzee
00469;Goeman Borgesius;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Goeman Borgesius;social;Rotterdam I
00615;Hugenholtz;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Hugenholtz;social;Weststellingwerf
01384;Tydeman;1;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Tydeman;social;Tiel
00034;Arts;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Arts;social;Tilburg
00153;Bolsius;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Bolsius;social;Roermond
01152;Ruys de Beerenbrouck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Ruijs de Beerenbrouck;social;Gulpen
00104;van Best;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Best;social;Eindhoven
01194;Scheurer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Scheurer;social;Sneek
00356;Duynstee;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Duynstee;social;Druten
00806;van Lennep;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Lennep;social;Haarlem
01020;Passtoors;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Passtoors;social;Beverwijk
00354;Duymaer van Twist;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Duymaer van Twist;social;Steenwijk
01494;van Vuuren;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vuuren;social;Zevenbergen
01283;Snoeck Henkemans;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Snoeck Henkemans;social;Amsterdam II
01458;van Vlijmen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vlijmen;social;Veghel
01147;Rutgers;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Rutgers;social;Hilversum
00245;van Bylandt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Bylandt;social;Apeldoorn
00432;de Geer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Geer;social;Schiedam
01003;Oosterbaan;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Oosterbaan;social;Enkhuizen
00376;Elhorst;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Elhorst;social;Enschede
01400;van de Velde;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Velde;social;Delft
00733;Koolen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Koolen;social;Grave
00934;van der Molen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Molen;social;Sliedrecht
01454;van Vliet;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vliet;social;Doetinchem
01580;de Wijkerslooth de Weerdesteyn;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wijkerslooth de Weerdesteyn;social;Wijk bij Duurstede
01079;de Ram;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Ram;social;Bergen op Zoom
01446;de Visser;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Visser;social;Leiden
00001;Aalberse;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Aalberse;social;Almelo
00981;Nolens;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Nolens;social;Venlo
01177;de Savornin Lohman;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Savornin Lohman;social;Goes
00228;Brummelkamp;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Brummelkamp;social;Loosduinen
00293;van Dedem;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Dedem;social;Zwolle
00540;Heemskerk;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Heemskerk;social;
00940;de Monté verLoren;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Monté VerLoren;social;Breukelen
00601;van Hoogstraten;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Hoogstraten;social;Utrecht II
01392;van Veen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Veen;social;Dokkum
01510;van Wassenaer van Catwijck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wassenaer van Catwijck;social;Katwijk
00039;van Asch van Wijck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Asch van Wijck;social;Amersfoort
00858;van Lynden van Sandenburg;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Lynden van Sandenburg;social;Kampen
00163;van der Borch van Verwolde;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Borch van Verwolde;social;Ridderkerk
00975;J.W.J.C.M. van Nispen tot Sevenaer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Nispen tot Sevenaer;social;Rheden
00150;Bogaardt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Bogaardt;social;Breda
00408;Fleskens;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Fleskens;social;Helmond
00087;van den Berch van Heemstede;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Berch van Heemstede;social;Oosterhout
01456;de Vlugt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vlugt;social;Amsterdam VIII
01048;Pollema;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Pollema;social;Gorinchem
01172;van Sasse van Ysselt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Sasse van Ysselt;social;'s-Hertogenbosch
01201;Schimmelpenninck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Schimmelpenninck;social;Ede
01470;van der Voort van Zijp;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Voort van Zijp;social;Tietjerksteradeel
00029;Ankerman;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Ankerman;social;Harlingen
00925;Middelberg;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Middelberg;social;Amsterdam VII
00638;F.I.J. Janssen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Janssen;social;Maastricht
00835;Loeff;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Loeff;social;Waalwijk
00072;Beckers;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Beckers;social;Sittard
01538;van Wichen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wichen;social;Haarlemmermeer
01583;van Wijnbergen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wijnbergen;social;Elst
00977;O.F.A.M. van Nispen tot Sevenaer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Nispen tot Sevenaer;social;Nijmegen
00904;Merckelbach;1;Woningwet 1901;1901-04-19;Tweede Kamer;Merckelbach;social;Gulpen
00114;de Bieberstein Rogalla Zawadsky;1;Woningwet 1901;1901-04-19;Tweede Kamer;Bieberstein Rogalla Zawadsky;social;Sittard
01400;van de Velde;1;Woningwet 1901;1901-04-19;Tweede Kamer;Velde;social;Delft
00153;Bolsius;1;Woningwet 1901;1901-04-19;Tweede Kamer;Bolsius;social;Roermond
00293;van Dedem;1;Woningwet 1901;1901-04-19;Tweede Kamer;Dedem;social;Zwolle
00144;de Boer;1;Woningwet 1901;1901-04-19;Tweede Kamer;Boer;social;Zaandam
01189;Schaper;1;Woningwet 1901;1901-04-19;Tweede Kamer;Schaper;social;Veendam
00163;van der Borch van Verwolde;1;Woningwet 1901;1901-04-19;Tweede Kamer;Borch van Verwolde;social;Ridderkerk
00723;van Kol;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kol;social;Enschede
01609;Zijlma;1;Woningwet 1901;1901-04-19;Tweede Kamer;Zijlma;social;Zuidhorn
00893;Meesters;1;Woningwet 1901;1901-04-19;Tweede Kamer;Meesters;social;Steenwijk
01113;Rink;1;Woningwet 1901;1901-04-19;Tweede Kamer;Rink;social;Arnhem
00714;Knijff;1;Woningwet 1901;1901-04-19;Tweede Kamer;Knijff;social;Bodegraven
00348;Drucker;1;Woningwet 1901;1901-04-19;Tweede Kamer;Drucker;social;Groningen
00815;Lieftinck;1;Woningwet 1901;1901-04-19;Tweede Kamer;Lieftinck;social;Franeker
01179;Schaafsma;1;Woningwet 1901;1901-04-19;Tweede Kamer;Schaafsma;social;Dokkum
00636;Jansen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Jansen;social;Tilburg
00704;de Klerk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Klerk;social;Rotterdam II
01458;van Vlijmen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Vlijmen;social;Veghel
01085;de Ras;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ras;social;Maastricht
01269;Smeenge;1;Woningwet 1901;1901-04-19;Tweede Kamer;Smeenge;social;Meppel
01079;de Ram;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ram;social;Bergen op Zoom
00983;Nolting;1;Woningwet 1901;1901-04-19;Tweede Kamer;Nolting;social;Amsterdam VIII
00689;Ketelaar;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ketelaar;social;Amsterdam V
00889;Mees;1;Woningwet 1901;1901-04-19;Tweede Kamer;Mees;social;Rotterdam IV
01446;de Visser;1;Woningwet 1901;1901-04-19;Tweede Kamer;Visser;social;Rotterdam I
01120;Roessingh;1;Woningwet 1901;1901-04-19;Tweede Kamer;Roessingh;social;Emmen
01068;Pijnappel;1;Woningwet 1901;1901-04-19;Tweede Kamer;Pijnappel;social;Amsterdam I
00438;Geertsema;1;Woningwet 1901;1901-04-19;Tweede Kamer;Geertsema;social;Amsterdam VI
01191;Schepel;1;Woningwet 1901;1901-04-19;Tweede Kamer;Schepel;social;Appingedam
00019;van Alphen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Alphen;social;Ommen
00404;Ferf;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ferf;social;Hoorn
00297;van Deinse;1;Woningwet 1901;1901-04-19;Tweede Kamer;Deinse;social;Hontenisse
00567;den Hertog;1;Woningwet 1901;1901-04-19;Tweede Kamer;Hertog;social;Amsterdam III
01067;Pijnacker Hordijk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Pijnacker Hordijk;social;'s-Gravenhage III
01374;Travaglino;1;Woningwet 1901;1901-04-19;Tweede Kamer;Travaglino;social;Druten
00981;Nolens;1;Woningwet 1901;1901-04-19;Tweede Kamer;Nolens;social;Venlo
00468;Goekoop;1;Woningwet 1901;1901-04-19;Tweede Kamer;Goekoop;social;Brielle
00264;Conrad;1;Woningwet 1901;1901-04-19;Tweede Kamer;Conrad;social;'s-Gravenhage II
00923;Michiels van Verduynen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Michiels van Verduynen;social;Breda
01422;Vermeulen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Vermeulen;social;Helmond
01411;Verhey;1;Woningwet 1901;1901-04-19;Tweede Kamer;Verheij;social;Rotterdam III
00243;C.J.E. van Bylandt;1;Woningwet 1901;1901-04-19;Tweede Kamer;Bylandt;social;Gouda
00318;Dobbelmann;1;Woningwet 1901;1901-04-19;Tweede Kamer;Dobbelmann;social;Nijmegen
00461;van Gilse;1;Woningwet 1901;1901-04-19;Tweede Kamer;Gilse;social;Sneek
00500;van Gijn;1;Woningwet 1901;1901-04-19;Tweede Kamer;Gijn;social;Dordrecht
00543;S. baron van Heemstra;1;Woningwet 1901;1901-04-19;Tweede Kamer;Heemstra;social;Hilversum
00469;Goeman Borgesius;1;Woningwet 1901;1901-04-19;Tweede Kamer;Goeman Borgesius;social;Zutphen
00684;van Kerkwijk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kerkwijk;social;Zierikzee
00802;Lely;1;Woningwet 1901;1901-04-19;Tweede Kamer;Lely;social;Lochem
00087;van den Berch van Heemstede;1;Woningwet 1901;1901-04-19;Tweede Kamer;Berch van Heemstede;social;Oosterhout
01020;Pastoors;1;Woningwet 1901;1901-04-19;Tweede Kamer;Passtoors;social;Beverwijk
00875;Marchant;1;Woningwet 1901;1901-04-19;Tweede Kamer;Marchant;social;Deventer
00228;Brummelkamp;1;Woningwet 1901;1901-04-19;Tweede Kamer;Brummelkamp;social;Loosduinen
00682;A. Kerdijk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kerdijk;social;Amsterdam
00676;van Karnebeek;1;Woningwet 1901;1901-04-19;Tweede Kamer;Karnebeek;social;Utrecht I
00413;Fokker;1;Woningwet 1901;1901-04-19;Tweede Kamer;Fokker;social;Alkmaar
00727;Kolkman;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kolkman;social;Rheden
00553;Heldt;1;Woningwet 1901;1901-04-19;Tweede Kamer;Heldt;social;Amsterdam VII
00766;Kuyper;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kuyper;social;Sliedrecht
01384;Tydeman;1;Woningwet 1901;1901-04-19;Tweede Kamer;Tydeman;social;Tiel
00486;Groen van Waarder;1;Woningwet 1901;1901-04-19;Tweede Kamer;Groen van Waarder;social;Amsterdam II
01391;Veegens;1;Woningwet 1901;1901-04-19;Tweede Kamer;Veegens;social;Hoogezand
01385;Tijdens;1;Woningwet 1901;1901-04-19;Tweede Kamer;Tijdens;social;Winschoten
00862;Mackay;1;Woningwet 1901;1901-04-19;Tweede Kamer;Mackay;social;Kampen
00609;Houwing;1;Woningwet 1901;1901-04-19;Tweede Kamer;Houwing;social;Weststellingwerf
00951;Mutsaers;1;Woningwet 1901;1901-04-19;Tweede Kamer;Mutsaers;social;Waalwijk
00731;Kool;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kool;social;Enkhuizen
01376;Troelstra;1;Woningwet 1901;1901-04-19;Tweede Kamer;Troelstra;social;Tietjerksteradeel
00574;van den Heuvel;1;Woningwet 1901;1901-04-19;Tweede Kamer;Heuvel;social;Eindhoven
01498;de Waal Malefijt;1;Woningwet 1901;1901-04-19;Tweede Kamer;Waal Malefijt;social;Breukelen
00462;Gleichman;1;Woningwet 1901;1901-04-19;Tweede Kamer;Gleichman;social;Amsterdam IV
00245;W.K.F.P. van Bylandt;0;Woningwet 1901;1901-04-19;Tweede Kamer;Bylandt;social;Apeldoorn
01199;Schimmelpenninck;0;Woningwet 1901;1901-04-19;Tweede Kamer;Schimmelpenninck;social;Amersfoort
01177;de Savornin Lohman;0;Woningwet 1901;1901-04-19;Tweede Kamer;Savornin Lohman;social;Goes
00826;van Limburg Stirum;0;Woningwet 1901;1901-04-19;Tweede Kamer;Limburg Stirum;social;Schiedam
01172;van Sasse van Ysselt;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Sasse van Ysselt;social;'s-Hertogenbosch
00408;Fleskens;1;Ziektewet 1913;1913-04-25;Tweede Kamer;Fleskens;social;Helmond
