"achternaam","voornaam","tussenvoegsel","jaar","maand","dag","type verkiezing","districtsnaam","aantal stemmen","omvang_electoraat","zetels","drempel"
"Goekoop","G.J. ",,"1888","3","6","algemeen","Brielle","1629","3423","1.0","1513.0"
"Goekoop","G.J. ",,"1891","6","9","algemeen","Brielle","1415","3206","1.0","1223.0"
"Goekoop","G.J. ",,"1894","4","24","herstemming","Brielle","1362","3269","1.0","1293.0"
"Goekoop","G.J. ",,"1897","6","15","algemeen","Brielle","2277","5308","1.0","2133.0"
"Goekoop","G.J. ",,"1901","6","27","herstemming","Brielle","2446","5505","1.0","2416.0"
"Goeman Borgesius","H. ",,"1877","10","16","tussentijds","Winschoten","268","1390","1.0","169.0"
"Goeman Borgesius","H. ",,"1881","6","14","periodiek","Winschoten","618","2749","1.0","355.0"
"Goeman Borgesius","H. ",,"1884","10","28","algemeen","Winschoten","859","2797","2.0","567.0"
"Goeman Borgesius","H. ",,"1886","6","15","algemeen","Winschoten","1030","2981","2.0","743.0"
"Goeman Borgesius","H. ",,"1887","9","1","algemeen","Winschoten","863","2923","2.0","642.0"
"Goeman Borgesius","H. ",,"1888","3","6","algemeen","Veendam","1330","2880","1.0","1154.0"
"Goeman Borgesius","H. ",,"1891","6","9","algemeen","Zutphen","1788","3820","1.0","1712.0"
"Goeman Borgesius","H. ",,"1891","6","23","herstemming","Veendam","1333","2919","1.0","970.0"
"Goeman Borgesius","H. ",,"1894","4","10","algemeen","Zutphen","1343","3853","1.0","1336.0"
"Goeman Borgesius","H. ",,"1894","4","24","herstemming","Sneek","1215","3739","1.0","1190.0"
"Goeman Borgesius","H. ",,"1897","6","15","algemeen","Zutphen","3283","6922","1.0","3015.0"
"Goeman Borgesius","H. ",,"1897","8","17","tussentijds","Zutphen","3365","6922","1.0","2720.0"
"Goeman Borgesius","H. ",,"1901","6","14","algemeen","Amsterdam IV","1314","3634","1.0","1207.0"
"Goeman Borgesius","H. ",,"1901","6","27","herstemming","Zutphen","2874","6368","1.0","2678.0"
"Goeman Borgesius","H. ",,"1905","6","28","herstemming","Enkhuizen","4817","9717","1.0","4766.0"
"Goeman Borgesius","H. ",,"1905","6","28","herstemming","Zutphen","4137","8175","1.0","3807.0"
"Goeman Borgesius","H. ",,"1909","6","23","herstemming","Rotterdam I","3911","10111","1.0","3884.0"
"Goeman Borgesius","H. ",,"1913","6","17","algemeen","Emmen","4685","10440","1.0","4282.0"
"Goes van Dirxland","H.M.A. baron van",,"1886","6","15","algemeen","Den Haag","1152","2888","2.0","1097.0"
"Goes van Dirxland","H.M.A. baron van",,"1887","9","1","algemeen","Den Haag","1017","2889","2.0","969.0"
"Goltstein","J.K. baron van",,"1848","11","30","algemeen","Utrecht","532","651","1.0","277.0"
"Goltstein","J.K. baron van",,"1850","8","27","algemeen","Utrecht","1744","2519","2.0","961.0"
"Goltstein","J.K. baron van",,"1852","6","8","periodiek","Utrecht","992","2559","1.0","544.0"
"Goltstein","J.K. baron van",,"1853","5","17","algemeen","Utrecht","1843","2599","2.0","969.0"
"Goltstein","J.K. baron van",,"1856","6","10","periodiek","Utrecht","749","2697","1.0","536.0"
"Goltstein","J.K. baron van",,"1860","5","8","herstemming","Amersfoort","724","2763","1.0","692.0"
"Goltstein","J.K. baron van",,"1860","6","12","periodiek","Amersfoort","725","2763","1.0","520.0"
"Goltstein","J.K. baron van",,"1864","6","14","periodiek","Amersfoort","683","2838","1.0","561.0"
"Goltstein","W. baron van",,"1864","8","4","herstemming","Hoorn","878","3368","1.0","863.0"
"Goltstein","J.K. baron van",,"1866","10","30","algemeen","Amersfoort","1740","2804","2.0","1111.0"
"Goltstein","W. baron van",,"1866","10","30","algemeen","Hoorn","1326","3489","2.0","1140.0"
"Goltstein","W. baron van",,"1868","1","22","algemeen","Hoorn","1423","3591","2.0","1124.0"
"Goltstein","J.K. baron van",,"1868","1","22","algemeen","Amersfoort","1306","2874","2.0","741.0"
"Goltstein","W. baron van",,"1874","7","7","herstemming","Amersfoort","1282","3027","1.0","1229.0"
"Gouverneur","P. ",,"1851","1","2","herstemming","Tilburg","845","2994","1.0","562.0"
"Gouverneur","P. ",,"1852","2","3","herstemming","Tilburg","472","2994","1.0","424.0"
"Greeve","L.G. ",,"1886","6","15","algemeen","Den Haag","1184","2888","2.0","1097.0"
"Greeve","L.G. ",,"1887","9","1","algemeen","Den Haag","1057","2889","2.0","969.0"
"Greeve","L.G. ",,"1888","3","20","herstemming","Den Haag","3266","7591","2.0","3215.0"
"Groen van Prinsterer","G. ",,"1849","1","5","herstemming","Harderwijk","332","680","1.0","274.0"
"Groen van Prinsterer","G. ",,"1850","9","11","tussentijds","Zwolle","955","2439","1.0","832.0"
"Groen van Prinsterer","G. ",,"1852","6","22","herstemming","Zwolle","928","2650","1.0","868.0"
"Groen van Prinsterer","G. ",,"1853","5","17","algemeen","Zwolle","1224","2731","2.0","998.0"
"Groen van Prinsterer","G. ",,"1853","5","17","algemeen","Gouda","1555","2981","2.0","1192.0"
"Groen van Prinsterer","G. ",,"1855","9","20","tussentijds","Den Haag","547","2101","1.0","535.0"
"Groen van Prinsterer","G. ",,"1856","8","12","tussentijds","Leiden","1126","2824","1.0","1001.0"
"Groen van Prinsterer","G. ",,"1862","7","22","tussentijds","Arnhem","1021","2853","1.0","790.0"
"Groen van Prinsterer","G. ",,"1866","6","12","tussentijds","Leiden","793","2643","1.0","670.0"
"Groen van Waarder","H.F. ",,"1897","6","25","herstemming","Amsterdam II","854","2250","1.0","810.0"
"Groenendael","H.A.G. van",,"1916","5","4","herstemming","Weert","2969","8267","1.0","2952.0"
"Guljé","N.R.H. ",,"1862","3","11","herstemming","Breda","1216","3638","1.0","1171.0"
"Guljé","N.R.H. ",,"1862","6","10","periodiek","Breda","1215","3638","1.0","700.0"
"Guljé","N.R.H. ",,"1866","6","12","periodiek","Breda","1330","3782","1.0","714.0"
"Guljé","N.R.H. ",,"1866","10","30","algemeen","Breda","1822","3782","2.0","1407.0"
"Guljé","N.R.H. ",,"1868","1","22","algemeen","Breda","1342","3861","2.0","1297.0"
"Guyot","H.D. ",,"1889","10","29","tussentijds","Den Haag","2886","7872","1.0","2697.0"
"Guyot","H.D. ",,"1891","6","9","algemeen","Den Haag","3220","8314","3.0","3144.0"
"Guyot","H.D. ",,"1894","4","10","algemeen","Den Haag","4108","8319","3.0","3012.0"
"Haffmans","J.H.L. ",,"1866","10","30","algemeen","Roermond","947","1932","2.0","742.0"
"Haffmans","J.H.L. ",,"1868","1","22","algemeen","Roermond","833","2186","2.0","752.0"
"Haffmans","J.H.L. ",,"1869","6","8","periodiek","Boxmeer","1524","2367","1.0","1071.0"
"Haffmans","J.H.L. ",,"1873","6","10","periodiek","Boxmeer","1603","2493","1.0","838.0"
"Haffmans","J.H.L. ",,"1877","6","12","periodiek","Boxmeer","1278","2710","1.0","728.0"
"Haffmans","J.H.L. ",,"1881","6","14","periodiek","Boxmeer","1079","2575","1.0","600.0"
"Haffmans","J.H.L. ",,"1884","10","28","algemeen","Boxmeer","1237","2790","2.0","633.0"
"Haffmans","J.H.L. ",,"1886","6","15","algemeen","Boxmeer","1469","2986","2.0","769.0"
"Haffmans","J.H.L. ",,"1887","9","1","algemeen","Boxmeer","1183","3028","2.0","641.0"
"Haffmans","J.H.L. ",,"1888","3","6","algemeen","Venlo","1052","2272","1.0","574.0"
"Haffmans","J.H.L. ",,"1891","6","9","algemeen","Venlo","1083","2450","1.0","822.0"
"Haffmans","J.H.L. ",,"1894","4","10","algemeen","Venlo","752","2564","1.0","404.0"
"Hall","F.A. van",,"1848","11","30","algemeen","Amsterdam III","203","461","1.0","181.0"
"Hall","F.A. van",,"1850","9","11","herstemming","Amsterdam","1241","3525","1.0","961.0"
"Hall","F.A. van",,"1852","6","8","periodiek","Amsterdam","1079","3533","3.0","713.0"
"Hall","F.A. van",,"1858","8","11","herstemming","Hoorn","1076","3679","1.0","798.0"
"Hamel","G.A. van",,"1909","7","13","tussentijds","Amsterdam IV","1249","4290","1.0","686.0"
"Hamel","G.A. van",,"1913","6","17","algemeen","Amsterdam IV","2037","4733","1.0","1892.0"
"Hamel","J.A. van",,"1917","4","3","tussentijds","Amsterdam IV","1343","4813","1.0","1171.0"
"Hamel","J.A. van",,"1917","6","15","algemeen","Amsterdam IV","1102","4978","1.0","734.0"
"Hardenbroek van Lockhorst","E.L. baron van",,"1866","10","30","algemeen","Amersfoort","1354","2804","2.0","1111.0"
"Hardenbroek van Lockhorst","E.L. baron van",,"1868","1","22","algemeen","Amersfoort","1327","2874","2.0","741.0"
"Hardenbroek van Lockhorst","E.L. baron van",,"1871","6","27","herstemming","Amersfoort","1559","2862","1.0","1060.0"
"Harinxma thoe Slooten","B.P. baron van",,"1873","6","24","herstemming","Dokkum","1027","2542","1.0","874.0"
"Harinxma thoe Slooten","B.P. baron van",,"1874","11","3","tussentijds","Dokkum","885","2589","1.0","772.0"
"Harinxma thoe Slooten","B.P. baron van",,"1877","6","12","periodiek","Dokkum","1073","2764","1.0","893.0"
"Harte van Tecklenburg","J.J.I. ",,"1888","3","6","algemeen","Grave","2007","3265","1.0","1051.0"
"Harte van Tecklenburg","J.J.I. ",,"1891","6","9","algemeen","Grave","1551","3397","1.0","825.0"
"Harte van Tecklenburg","J.J.I. ",,"1894","4","10","algemeen","Grave","1304","3403","1.0","692.0"
"Hartogh","A.F.K. ",,"1886","6","15","algemeen","Amsterdam","2298","6059","7.0","1648.0"
"Hartogh","A.F.K. ",,"1887","9","1","algemeen","Amsterdam","1190","6001","7.0","765.0"
"Hartogh","A.F.K. ",,"1888","3","6","algemeen","Amsterdam","8866","20887","9.0","7788.0"
"Hartogh","A.F.K. ",,"1891","6","9","algemeen","Amsterdam","7347","22531","9.0","6626.0"
"Hartogh","A.F.K. ",,"1894","4","10","algemeen","Amsterdam","5784","23112","9.0","4556.0"
"Hartogh","A.F.K. ",,"1897","6","25","herstemming","Amsterdam III","2238","4566","1.0","1560.0"
"Hasselman","J.J. ",,"1869","6","8","periodiek","Tiel","1055","2840","1.0","1033.0"
"Hasselt","W.J.C. van",,"1848","11","30","algemeen","Hoorn","519","1302","1.0","509.0"
"Hasselt","W.J.C. van",,"1848","11","30","algemeen","Edam","582","836","1.0","357.0"
"Hasselt","W.J.C. van",,"1850","8","27","algemeen","Hoorn","1529","3430","2.0","1122.0"
"Havelaar","J.P. ",,"1891","11","24","tussentijds","Gouda","1320","2985","1.0","1229.0"
"Heeckeren van Kell","W. baron van",,"1881","12","13","tussentijds","Zutphen","1406","3293","1.0","1404.0"
"Heemskerk","Th. ",,"1888","3","6","algemeen","Ridderkerk","1252","2582","1.0","1164.0"
"Heemskerk","Th. ",,"1893","4","18","herstemming","Harlingen","1366","3309","1.0","1338.0"
"Heemskerk","Th. ",,"1894","5","25","herstemming","Sneek","1280","3657","1.0","1214.0"
"Heemskerk","Th. ",,"1901","6","14","algemeen","Amsterdam VII","1477","3805","1.0","1311.0"
"Heemskerk","Th. ",,"1901","6","27","herstemming","Gouda","2769","6072","1.0","2531.0"
"Heemskerk","Th. ",,"1905","6","28","herstemming","Sliedrecht","3270","7135","1.0","3181.0"
"Heemskerk","J.F. ",,"1909","6","23","herstemming","Rotterdam IV","5029","12488","1.0","4750.0"
"Heemskerk Azn.","J. ",,"1859","12","27","tussentijds","Amsterdam","716","4318","1.0","641.0"
"Heemskerk Azn.","J. ",,"1860","6","12","periodiek","Amsterdam","1232","4318","1.0","679.0"
"Heemskerk Azn.","J. ",,"1868","12","29","herstemming","Gorinchem","1157","3101","1.0","1053.0"
"Heemskerk Azn.","J. ",,"1869","6","8","periodiek","Gorinchem","1088","3102","1.0","885.0"
"Heemskerk Bzn.","J. ",,"1848","12","14","herstemming","Amsterdam V","238","564","1.0","204.0"
"Heemskerk Bzn.","J. ",,"1850","8","27","algemeen","Amsterdam","1335","3525","5.0","1148.0"
"Heemskerk Bzn.","J. ",,"1853","11","3","herstemming","Haarlem","509","1323","1.0","399.0"
"Heemskerk Bzn.","J. ",,"1854","6","13","periodiek","Haarlem","416","1323","1.0","323.0"
"Heemskerk Bzn.","J. ",,"1858","6","8","periodiek","Haarlem","467","1566","1.0","381.0"
"Heemskerk Bzn.","J. ",,"1862","6","10","periodiek","Amsterdam","755","4570","3.0","704.0"
"Heemskerk Bzn.","J. ",,"1866","6","12","periodiek","Amsterdam","1113","4249","3.0","819.0"
"Heemskerk Bzn.","J. ",,"1866","10","30","algemeen","Amsterdam","1716","4249","6.0","1656.0"
"Heemskerk Bzn.","J. ",,"1868","2","13","tussentijds","Amsterdam","1352","4322","1.0","1265.0"
"Heemskerk Bzn.","J. ",,"1869","6","8","periodiek","Amsterdam","1493","3964","3.0","1185.0"
"Heemstra","S. baron van",,"1849","11","8","herstemming","Leeuwarden","256","673","1.0","254.0"
"Heemstra","S. baron van",,"1862","6","24","herstemming","Middelburg","616","2556","1.0","591.0"
"Heemstra","F.J.J. baron van",,"1875","6","8","periodiek","Haarlemmermeer","557","1412","1.0","546.0"
"Heemstra","F.J.J. baron van",,"1875","11","3","tussentijds","Haarlemmermeer","648","1412","1.0","534.0"
"Heemstra 2","S. baron van",,"1897","6","15","algemeen","Hilversum","3003","7597","1.0","2984.0"
"Heemstra 2","S. baron van",,"1901","6","27","herstemming","Hilversum","3239","7789","1.0","2748.0"
"Heemstra 2","S. baron van",,"1905","6","16","algemeen","Hilversum","4464","10026","1.0","4092.0"
"Heemstra 2","S. baron van",,"1909","6","11","algemeen","Hilversum","4913","11419","1.0","3697.0"
"Heeres","J.E. ",,"1913","6","25","herstemming","Leiden","3539","7460","1.0","3493.0"
"Heeres","J.E. ",,"1917","6","15","algemeen","Leiden","2366","8347","1.0","1392.0"
"Heiden Reinestein","L. graaf van",,"1849","1","4","herstemming","Assen","416","973","1.0","314.0"
"Heiden Reinestein","L. graaf van",,"1850","8","27","algemeen","Assen","1134","2416","2.0","778.0"
"Heiden Reinestein","L. graaf van",,"1853","5","17","algemeen","Assen","723","2351","2.0","554.0"
"Heiden Reinestein","L. graaf van",,"1853","12","1","tussentijds","Assen","486","2351","1.0","356.0"
"Heiden Reinestein","L. graaf van",,"1856","6","10","periodiek","Assen","604","2506","1.0","360.0"
"Heiden Reinestein","L. graaf van",,"1858","10","26","tussentijds","Assen","467","2517","1.0","323.0"
"Heiden Reinestein","L. graaf van",,"1860","6","12","periodiek","Assen","619","2356","1.0","329.0"
"Heiden Reinestein","L. graaf van",,"1863","10","22","tussentijds","Assen","454","2475","1.0","267.0"
"Heiden Reinestein","L. graaf van",,"1864","6","14","periodiek","Assen","517","2283","1.0","461.0"
"Heiden Reinestein","L. graaf van",,"1866","11","13","herstemming","Assen","859","2247","2.0","729.0"
"Heldt","B.H. ",,"1885","11","17","tussentijds","Sneek","2006","4709","1.0","1850.0"
"Heldt","B.H. ",,"1886","6","15","algemeen","Sneek","2270","5015","3.0","2047.0"
"Heldt","B.H. ",,"1887","9","1","algemeen","Sneek","2001","4816","2.0","1832.0"
"Heldt","B.H. ",,"1888","3","6","algemeen","Amsterdam","8689","20887","9.0","7788.0"
"Heldt","B.H. ",,"1891","6","9","algemeen","Amsterdam","8721","22531","9.0","6626.0"
"Heldt","B.H. ",,"1894","4","10","algemeen","Amsterdam","6147","23112","9.0","4556.0"
"Heldt","B.H. ",,"1897","6","25","herstemming","Amsterdam VII","1561","3667","1.0","1313.0"
"Heloma","N. van",,"1848","12","15","herstemming","Heerenveen","318","724","1.0","302.0"
"Helsdingen","W.P.G. ",,"1901","8","20","herstemming","Lochem","2518","7553","1.0","2507.0"
"Helsdingen","W.P.G. ",,"1907","10","15","herstemming","Franeker","3340","7514","1.0","3178.0"
"Helsdingen","W.P.G. ",,"1909","6","23","herstemming","Franeker","3673","8043","1.0","3512.0"
"Helsdingen","W.P.G. ",,"1913","6","25","herstemming","Franeker","4338","8523","1.0","3757.0"
"Helsdingen","W.P.G. ",,"1917","6","15","algemeen","Franeker","2670","8864","1.0","1529.0"
"Hengst","J.B.J. ",,"1848","11","30","algemeen","Grave","412","959","1.0","382.0"
"Hengst","J.B.J. ",,"1850","8","27","algemeen","Boxmeer","549","1065","1.0","341.0"
"Hengst","J.B.J. ",,"1853","5","17","algemeen","Boxmeer","732","1149","1.0","464.0"
"Hengst","J.B.J. ",,"1856","6","10","periodiek","Boxmeer","703","1191","1.0","406.0"
"Hennequin","P.C.J. ",,"1891","6","9","algemeen","Oostburg","1420","3210","1.0","1364.0"
"Hennequin","P.C.J. ",,"1894","4","10","algemeen","Oostburg","1586","3170","1.0","1069.0"
"Hennequin","P.C.J. ",,"1897","6","15","algemeen","Oostburg","3241","6355","1.0","2798.0"
"Hennequin","P.C.J. ",,"1901","6","14","algemeen","Oostburg","3067","6578","1.0","2522.0"
"Hennequin","P.C.J. ",,"1905","6","16","algemeen","Oostburg","4375","8152","1.0","3627.0"
"Hermans","H.G.M. ",,"1918","6","6","tussentijds","Gulpen","4368","12477","1.0","2610.0"
"Hertog","C.H. den",,"1901","3","25","herstemming","Amsterdam III","1876","6292","1.0","1730.0"
"Hertog","C.H. den",,"1901","6","27","herstemming","Amsterdam III","2531","7122","1.0","2321.0"
"Hesselink van Suchtelen","H.F. ",,"1894","4","10","algemeen","Doetinchem","1833","3942","1.0","1398.0"
"Hesselink van Suchtelen","H.F. ",,"1897","6","25","herstemming","Doetinchem","3962","8470","1.0","3885.0"
"Heukelom","C. van",,"1859","2","8","herstemming","Amsterdam","1157","4368","1.0","1035.0"
"Heukelom","C. van",,"1860","6","12","periodiek","Amsterdam","1190","4318","1.0","679.0"
"Heukelom","C. van",,"1864","6","28","herstemming","Amsterdam","1332","4441","2.0","1258.0"
"Heukelom","C. van",,"1877","4","17","tussentijds","Amsterdam","481","4141","1.0","335.0"
"Heukelom","C. van",,"1879","6","10","periodiek","Amsterdam","1070","4760","3.0","874.0"
"Heuvel","P. van den",,"1853","5","31","herstemming","Eindhoven","764","2050","1.0","728.0"
"Heuvel","P. van den",,"1864","1","19","herstemming","Eindhoven","904","2207","1.0","869.0"
"Heuvel","P. van den",,"1866","6","12","periodiek","Eindhoven","960","2268","1.0","519.0"
"Heuvel","P. van den",,"1866","10","30","algemeen","Eindhoven","1136","2268","2.0","771.0"
"Heuvel","P. van den",,"1871","6","13","periodiek","Boxmeer","1110","2431","1.0","809.0"
"Heuvel","P. van den",,"1875","6","8","periodiek","Boxmeer","1064","2534","1.0","564.0"
"Heuvel","V.A.M. van den",,"1898","11","16","tussentijds","Eindhoven","1725","5728","1.0","1437.0"
"Heuvel","V.A.M. van den",,"1901","6","14","algemeen","Eindhoven","2388","6156","1.0","1798.0"
"Heuvel","V.A.M. van den",,"1905","6","16","algemeen","Eindhoven","4425","6814","1.0","2433.0"
"Heuvel","V.A.M. van den",,"1909","6","11","algemeen","Eindhoven","4759","7548","1.0","2635.0"
"Heyde","J.F. van der",,"1848","11","30","algemeen","Eindhoven","414","708","1.0","288.0"
"Heyde","J.F. van der",,"1850","8","27","algemeen","Eindhoven","1133","1950","2.0","704.0"
"Heyde","J.F. van der",,"1854","4","27","tussentijds","Eindhoven","825","2050","1.0","515.0"
"Heyde","J.F. van der",,"1854","6","13","periodiek","Eindhoven","884","2050","1.0","479.0"
"Heydenrijck","C.J.A. ",,"1862","6","10","tussentijds","Nijmegen","1084","2536","1.0","1016.0"
"Heydenrijck","C.J.A. ",,"1864","6","14","periodiek","Nijmegen","991","2472","1.0","514.0"
"Heydenrijck","C.J.A. ",,"1866","10","30","algemeen","Nijmegen","1388","2481","2.0","817.0"
"Heydenrijck","C.J.A. ",,"1868","1","22","algemeen","Nijmegen","1053","2497","2.0","687.0"
"Heydenrijck","C.J.A. ",,"1869","6","8","periodiek","Nijmegen","1289","2413","1.0","952.0"
"Heydenrijck","C.J.A. ",,"1873","6","10","periodiek","Nijmegen","1113","2527","1.0","675.0"
"Heydenrijck","C.J.A. ",,"1877","6","12","periodiek","Nijmegen","1175","2804","1.0","822.0"
"Heydenrijck","C.J.A. ",,"1881","6","14","periodiek","Nijmegen","1190","2871","1.0","665.0"
"Hingst","S. ",,"1866","10","30","algemeen","Leeuwarden","1389","3063","2.0","1160.0"
"Hingst","S. ",,"1868","1","22","algemeen","Leeuwarden","1288","3132","2.0","1137.0"
"Hingst","S. ",,"1869","6","8","periodiek","Leeuwarden","1230","2887","1.0","849.0"
"Hingst","S. ",,"1873","6","10","periodiek","Leeuwarden","1049","2950","1.0","743.0"
"Hingst","S. ",,"1877","6","12","periodiek","Leeuwarden","875","3184","1.0","632.0"
"Hingst","S. ",,"1881","6","14","periodiek","Leeuwarden","1078","3092","1.0","962.0"
"Hingst","S. ",,"1884","10","28","algemeen","Leeuwarden","1439","3072","2.0","1060.0"
"Hintzen","G.H. ",,"1888","3","27","tussentijds","Rotterdam","3261","8373","1.0","2578.0"
"Hintzen","G.H. ",,"1891","6","9","algemeen","Rotterdam","2693","8318","5.0","2285.0"
"Hintzen","G.H. ",,"1894","4","10","algemeen","Rotterdam","3435","8422","5.0","2487.0"
"Hintzen","G.H. ",,"1897","6","25","herstemming","Rotterdam IV","1980","3839","1.0","1668.0"
"Hoekwater","C. ",,"1853","5","17","algemeen","Delft","1148","2556","2.0","1053.0"
"Hoekwater","C. ",,"1856","6","10","periodiek","Delft","906","2722","1.0","813.0"
"Hoekwater","C. ",,"1860","6","26","herstemming","Delft","1449","2859","1.0","1105.0"
"Hoekwater","C. ",,"1864","6","14","periodiek","Delft","971","2763","1.0","826.0"
