"achternaam","voornaam","tussenvoegsel","jaar","maand","dag","type verkiezing","districtsnaam","aantal stemmen","omvang_electoraat","zetels","drempel"
"Roo van Alderwerelt","J.K.H. de",,"1875","6","8","periodiek","Leeuwarden","1441","3135","1.0","1029.0"
"Roo van Alderwerelt","J.K.H. de",,"1877","11","27","tussentijds","Leeuwarden","1079","3184","1.0","813.0"
"Roodenburg","L.N. ",,"1913","6","25","herstemming","Beverwijk","7885","15864","1.0","7429.0"
"Roodenburg","L.N. ",,"1917","6","15","algemeen","Beverwijk","5145","18099","1.0","2999.0"
"Roodhuyzen","A. ",,"1905","2","3","herstemming","Brielle","2915","7467","1.0","2678.0"
"Roodhuyzen","A. ",,"1905","6","16","algemeen","Brielle","3477","7467","1.0","3316.0"
"Roodhuyzen","A. ",,"1909","6","23","herstemming","Brielle","3622","7687","1.0","3275.0"
"Roodhuyzen","A. ",,"1913","6","25","herstemming","Brielle","4278","8519","1.0","3438.0"
"Roodhuyzen","A. ",,"1917","6","15","algemeen","Brielle","2835","8938","1.0","1896.0"
"Rooseboom","W. ",,"1884","11","11","herstemming","Arnhem","1696","3616","1.0","1685.0"
"Rooseboom","W. ",,"1885","6","18","tussentijds","Arnhem","1454","3718","1.0","780.0"
"Rooseboom","W. ",,"1886","6","15","algemeen","Arnhem","1836","3891","2.0","1820.0"
"Rooseboom","W. ",,"1887","9","1","algemeen","Arnhem","1643","3879","2.0","1271.0"
"Rooseboom","W. ",,"1888","3","6","algemeen","Rotterdam","3382","8373","5.0","2613.0"
"Rooseboom","W. ",,"1888","3","6","algemeen","Arnhem","1313","3009","1.0","1308.0"
"Rooseboom","W. ",,"1890","7","29","tussentijds","Arnhem","555","2737","1.0","330.0"
"Royaards van den Ham","W.J. ",,"1888","3","20","herstemming","Breukelen","1729","3800","1.0","1713.0"
"Royaards van den Ham","W.J. ",,"1891","6","23","herstemming","Breukelen","1755","3851","1.0","1712.0"
"Royaards van den Ham","W.J. ",,"1894","4","24","herstemming","Breukelen","1797","3766","1.0","1542.0"
"Ruijs de Beerenbrouck","C.J.M. ",,"1905","6","16","algemeen","Gulpen","3297","7031","1.0","2541.0"
"Ruijs de Beerenbrouck","C.J.M. ",,"1909","6","11","algemeen","Gulpen","4098","8561","1.0","3491.0"
"Ruijs de Beerenbrouck","C.J.M. ",,"1909","12","3","tussentijds","Gulpen","3503","8561","1.0","1981.0"
"Ruijs de Beerenbrouck","C.J.M. ",,"1913","6","17","algemeen","Gulpen","4856","10519","1.0","3571.0"
"Ruijs van Beerenbroek","G.L.M.H. ",,"1880","11","23","tussentijds","Maastricht","1199","2583","1.0","813.0"
"Ruijs van Beerenbroek","G.L.M.H. ",,"1883","6","12","periodiek","Maastricht","896","2720","1.0","463.0"
"Ruijs van Beerenbroek","G.L.M.H. ",,"1884","10","28","algemeen","Maastricht","1024","2675","2.0","528.0"
"Ruijs van Beerenbroek","G.L.M.H. ",,"1886","6","15","algemeen","Maastricht","1779","2816","2.0","1033.0"
"Ruijs van Beerenbroek","G.L.M.H. ",,"1887","9","1","algemeen","Maastricht","1104","2860","2.0","604.0"
"Ruijs van Beerenbroek","G.L.M.H. ",,"1888","1","17","tussentijds","Maastricht","905","2860","1.0","468.0"
"Ruijs van Beerenbroek","G.L.M.H. ",,"1888","3","6","algemeen","Maastricht","1070","2194","1.0","694.0"
"Ruijs van Beerenbroek","G.L.M.H. ",,"1892","6","28","tussentijds","Roermond","853","1918","1.0","503.0"
"Ruiter Zijlker","D. de",,"1868","4","14","herstemming","Appingedam","1062","3113","1.0","861.0"
"Ruiter Zijlker","D. de",,"1871","6","13","periodiek","Appingedam","633","2939","1.0","483.0"
"Ruiter Zijlker","D. de",,"1875","6","8","periodiek","Appingedam","1152","3064","1.0","836.0"
"Ruiter Zijlker","D. de",,"1877","6","12","tussentijds","Appingedam","809","3178","1.0","629.0"
"Ruiter Zijlker","D. de",,"1879","6","10","periodiek","Appingedam","661","3376","1.0","476.0"
"Ruiter Zijlker","D. de",,"1883","6","12","periodiek","Appingedam","836","3346","1.0","783.0"
"Ruiter Zijlker","D. de",,"1884","10","28","algemeen","Appingedam","1334","3368","2.0","998.0"
"Ruiter Zijlker","D. de",,"1886","6","15","algemeen","Appingedam","1507","3537","2.0","1139.0"
"Ruiter Zijlker","D. de",,"1887","9","1","algemeen","Appingedam","1225","3432","2.0","886.0"
"Ruiter Zijlker","D. de",,"1888","3","20","herstemming","Winschoten","1423","3022","1.0","1276.0"
"Ruland","L.F.H.C. ",,"1886","2","9","tussentijds","Maastricht","742","2700","1.0","619.0"
"Ruland","L.F.H.C. ",,"1886","6","15","algemeen","Maastricht","1694","2816","2.0","1033.0"
"Ruland","L.F.H.C. ",,"1887","9","1","algemeen","Maastricht","1036","2860","2.0","604.0"
"Ruland","L.F.H.C. ",,"1888","3","6","algemeen","Gulpen","727","1741","1.0","624.0"
"Rutgers","V.H. ",,"1912","2","8","herstemming","Hilversum","4952","13644","1.0","4510.0"
"Rutgers","V.H. ",,"1913","6","17","algemeen","Hilversum","6507","14839","1.0","6426.0"
"Rutgers","V.H. ",,"1917","6","15","algemeen","Hilversum","5569","16638","1.0","3720.0"
"Rutgers van Rozenburg","J.W.H. ",,"1869","6","22","herstemming","Haarlemmermeer","615","1282","1.0","551.0"
"Rutgers van Rozenburg","J.W.H. ",,"1871","6","13","periodiek","Haarlemmermeer","478","1354","1.0","445.0"
"Rutgers van Rozenburg","J.W.H. ",,"1877","6","12","periodiek","Amsterdam","1369","4195","3.0","761.0"
"Rutgers van Rozenburg","J.W.H. ",,"1881","10","18","tussentijds","Amsterdam","1017","4993","1.0","795.0"
"Rutgers van Rozenburg","J.W.H. ",,"1883","6","12","periodiek","Amsterdam","1178","5299","3.0","896.0"
"Rutgers van Rozenburg","J.W.H. ",,"1884","10","28","algemeen","Amsterdam","2497","5595","7.0","1684.0"
"Rutgers van Rozenburg","J.W.H. ",,"1886","6","15","algemeen","Amsterdam","2370","6059","7.0","1648.0"
"Rutgers van Rozenburg","J.W.H. ",,"1888","3","6","algemeen","Amsterdam","8661","20887","9.0","7788.0"
"Rutgers van Rozenburg","J.W.H. ",,"1891","6","9","algemeen","Amsterdam","7172","22531","9.0","6626.0"
"Rutgers van Rozenburg","J.W.H. ",,"1894","4","24","herstemming","Amsterdam","5555","23112","4.0","5187.0"
"Saaymans Vader","P.H. ",,"1866","11","13","herstemming","Goes","611","1358","1.0","552.0"
"Saaymans Vader","P.H. ",,"1868","1","22","algemeen","Goes","585","1421","1.0","532.0"
"Saaymans Vader","P.H. ",,"1871","6","13","periodiek","Goes","698","1489","1.0","562.0"
"Saaymans Vader","P.H. ",,"1875","6","8","periodiek","Goes","719","1601","1.0","632.0"
"Sandberg","J.A. ",,"1869","6","8","periodiek","Zwolle","1094","2625","1.0","965.0"
"Sandberg","J.A. ",,"1873","6","10","periodiek","Zwolle","918","2680","1.0","900.0"
"Sandberg","J.A. ",,"1877","6","12","periodiek","Zwolle","1025","2808","1.0","968.0"
"Sander","P.A. ",,"1853","5","17","algemeen","Dordrecht","779","2169","2.0","734.0"
"Sander","P.A. ",,"1854","6","27","herstemming","Dordrecht","948","2169","1.0","756.0"
"Sander","P.A. ",,"1858","6","8","periodiek","Dordrecht","635","2277","1.0","463.0"
"Sander","P.A. ",,"1860","1","10","herstemming","Dordrecht","553","2037","1.0","547.0"
"Sannes","G.W. ",,"1913","6","25","herstemming","Veendam","3472","9054","1.0","3048.0"
"Sasse van Ysselt","A.F.O. van",,"1901","8","20","tussentijds","Den Bosch","1493","4732","1.0","880.0"
"Sasse van Ysselt","A.F.O. van",,"1905","6","16","algemeen","Den Bosch","2251","5341","1.0","1331.0"
"Sasse van Ysselt","A.F.O. van",,"1913","6","17","algemeen","Den Bosch","3521","6466","1.0","2017.0"
"Savornin Lohman","A.F. de",,"1879","6","24","herstemming","Goes","1017","2656","1.0","886.0"
"Savornin Lohman","M.A. de",,"1880","8","17","tussentijds","Gorinchem","1127","3654","1.0","801.0"
"Savornin Lohman","A.F. de",,"1883","6","12","periodiek","Goes","1311","2767","1.0","892.0"
"Savornin Lohman","A.F. de",,"1884","10","28","algemeen","Goes","1245","2741","2.0","939.0"
"Savornin Lohman","A.F. de",,"1886","6","29","herstemming","Goes","1431","2926","2.0","1225.0"
"Savornin Lohman","A.F. de",,"1887","9","1","algemeen","Goes","1080","2893","2.0","933.0"
"Savornin Lohman","A.F. de",,"1888","3","6","algemeen","Goes","2194","4075","1.0","1780.0"
"Savornin Lohman","A.F. de",,"1894","1","9","tussentijds","Goes","1653","4073","1.0","1307.0"
"Savornin Lohman","A.F. de",,"1894","4","24","herstemming","Goes","1866","4050","1.0","1465.0"
"Savornin Lohman","A.F. de",,"1897","6","15","algemeen","Goes","2671","6225","1.0","2135.0"
"Savornin Lohman","A.F. de",,"1901","6","14","algemeen","Goes","2582","5532","1.0","2094.0"
"Savornin Lohman","A.F. de",,"1905","6","16","algemeen","Goes","3184","6620","1.0","2682.0"
"Savornin Lohman","A.F. de",,"1909","6","11","algemeen","Goes","3656","7260","1.0","2933.0"
"Savornin Lohman","A.F. de",,"1913","6","17","algemeen","Goes","3922","8435","1.0","3726.0"
"Schaafsma","E. ",,"1894","4","24","herstemming","Dokkum","1329","3030","1.0","1243.0"
"Schaafsma","E. ",,"1897","6","25","herstemming","Dokkum","2418","5279","1.0","2361.0"
"Schaepman","H.J.A.M. ",,"1880","7","6","tussentijds","Breda","1853","3930","1.0","943.0"
"Schaepman","H.J.A.M. ",,"1881","6","14","periodiek","Breda","1657","3955","1.0","857.0"
"Schaepman","H.J.A.M. ",,"1884","10","28","algemeen","Breda","1951","4110","2.0","1179.0"
"Schaepman","H.J.A.M. ",,"1886","6","15","algemeen","Breda","2040","4387","2.0","1274.0"
"Schaepman","H.J.A.M. ",,"1887","9","1","algemeen","Breda","1528","4311","2.0","794.0"
"Schaepman","H.J.A.M. ",,"1888","3","6","algemeen","Breda","1442","3326","1.0","800.0"
"Schaepman","H.J.A.M. ",,"1888","3","20","herstemming","Wijk bij Duurstede","1563","3226","1.0","1461.0"
"Schaepman","H.J.A.M. ",,"1891","7","23","tussentijds","Almelo","1228","2360","1.0","1088.0"
"Schaepman","H.J.A.M. ",,"1894","4","10","algemeen","Almelo","1228","2443","1.0","681.0"
"Schaepman","H.J.A.M. ",,"1897","6","15","algemeen","Almelo","3504","7567","1.0","3296.0"
"Schagen van Leeuwen","A.M. ",,"1877","6","26","herstemming","Delft","1416","3175","1.0","1238.0"
"Schaper","J.H.A. ",,"1899","3","17","tussentijds","Veendam","1590","5433","1.0","1508.0"
"Schaper","J.H.A. ",,"1901","6","27","herstemming","Veendam","2110","5966","1.0","1981.0"
"Schaper","J.H.A. ",,"1901","6","27","herstemming","Appingedam","3108","6729","1.0","2707.0"
"Schaper","J.H.A. ",,"1905","6","28","herstemming","Appingedam","4087","8305","1.0","3453.0"
"Schaper","J.H.A. ",,"1909","6","23","herstemming","Appingedam","3782","8531","1.0","3424.0"
"Schaper","J.H.A. ",,"1913","6","25","herstemming","Appingedam","4495","9238","1.0","3810.0"
"Scheltinga Winterberg","E.T. ",,"1848","12","14","tussentijds","Hoorn","561","1302","1.0","527.0"
"Schepel","J. ",,"1874","4","21","tussentijds","Appingedam","1253","2968","1.0","991.0"
"Schepel","J. ",,"1877","6","12","periodiek","Appingedam","872","3178","1.0","632.0"
"Schepel","J. ",,"1881","6","14","periodiek","Appingedam","764","3379","1.0","642.0"
"Schepel","J. ",,"1884","10","28","algemeen","Appingedam","1349","3368","2.0","998.0"
"Schepel","J. ",,"1886","6","15","algemeen","Appingedam","1517","3537","2.0","1139.0"
"Schepel","J. ",,"1887","9","1","algemeen","Appingedam","1221","3432","2.0","886.0"
"Schepel","J. ",,"1888","3","6","algemeen","Appingedam","1688","3976","1.0","1550.0"
"Schepel","J. ",,"1891","6","9","algemeen","Appingedam","1314","4002","1.0","1138.0"
"Schepel","J. ",,"1894","4","10","algemeen","Appingedam","1006","3994","1.0","541.0"
"Schepel","J. ",,"1897","6","25","herstemming","Appingedam","3720","6976","1.0","2979.0"
"Scherpenzeel Heusch","J.L.Th.A.L. baron van",,"1848","11","30","algemeen","Heerlen","516","759","1.0","253.0"
"Scherpenzeel Heusch","J.L.Th.A.L. baron van",,"1848","12","9","herstemming","Sittard","249","596","1.0","230.0"
"Scheurer","J.G. ",,"1911","2","14","tussentijds","Sneek","2665","7743","1.0","2428.0"
"Scheurer","J.G. ",,"1913","6","17","algemeen","Sneek","3703","8222","1.0","3527.0"
"Schiffer","C. ",,"1848","11","30","algemeen","Heusden","388","914","1.0","386.0"
"Schiffer","C. ",,"1850","9","11","herstemming","Gorinchem","539","1490","1.0","521.0"
"Schim van der Loeff","M.M. ",,"1913","6","25","herstemming","Dordrecht","4634","9867","1.0","4189.0"
"Schimmelpenninck","G. graaf van",,"1853","6","28","herstemming","Amsterdam","944","3873","1.0","780.0"
"Schimmelpenninck","R.J. graaf van",,"1857","9","2","herstemming","Leiden","909","2824","1.0","780.0"
"Schimmelpenninck","R.J. graaf van",,"1860","6","12","periodiek","Leiden","433","2458","1.0","310.0"
"Schimmelpenninck","R.J. graaf van",,"1864","6","14","periodiek","Leiden","1003","2654","1.0","840.0"
"Schimmelpenninck","R.J. graaf van",,"1873","6","10","periodiek","Den Haag","744","2194","1.0","694.0"
"Schimmelpenninck","R.J. graaf van",,"1877","6","12","periodiek","Den Haag","729","2439","1.0","660.0"
"Schimmelpenninck","R.J. graaf van",,"1881","6","14","periodiek","Den Haag","774","2463","1.0","636.0"
"Schimmelpenninck","R.J. graaf van",,"1884","10","28","algemeen","Den Haag","892","2723","2.0","861.0"
"Schimmelpenninck","R.J. graaf van",,"1888","3","6","algemeen","Den Haag","3223","7591","3.0","3080.0"
"Schimmelpenninck","F.D. graaf van",,"1894","4","10","algemeen","Amersfoort","1379","3152","1.0","1084.0"
"Schimmelpenninck","F.D. graaf van",,"1897","6","25","herstemming","Amersfoort","3333","6994","1.0","2411.0"
"Schimmelpenninck","G.J.A. ",,"1909","6","23","herstemming","Ede","4134","7688","1.0","3357.0"
"Schimmelpenninck","G.J.A. ",,"1913","6","17","algemeen","Ede","3530","8788","1.0","3476.0"
"Schimmelpenninck van der Oye","W.A. baron van",,"1853","5","17","algemeen","Zutphen","1090","2369","2.0","961.0"
"Schimmelpenninck van der Oye","W.A. baron van",,"1856","6","10","periodiek","Zutphen","982","2437","1.0","866.0"
"Schimmelpenninck van der Oye","A. baron van",,"1873","7","15","tussentijds","Deventer","1072","2937","1.0","1051.0"
"Schimmelpenninck van der Oye","A. baron van",,"1878","3","12","herstemming","Hilversum","804","1827","1.0","668.0"
"Schimmelpenninck van der Oye","A. baron van",,"1879","6","10","periodiek","Hilversum","840","1894","1.0","556.0"
"Schimmelpenninck van der Oye","A. baron van",,"1883","6","12","periodiek","Arnhem","1490","3501","1.0","1396.0"
"Schimmelpenninck van der Oye","A. baron van",,"1884","10","28","algemeen","Arnhem","1536","3616","2.0","1532.0"
"Schimmelpenninck van der Oye","J.E.N. baron van",,"1884","11","11","herstemming","Utrecht","1341","3048","1.0","1312.0"
"Schimmelpenninck van der Oye","J.E.N. baron van",,"1886","6","15","algemeen","Utrecht","1445","3229","2.0","1424.0"
"Schimmelpenninck van der Oye","A. baron van",,"1886","6","29","herstemming","Goes","1439","2926","2.0","1225.0"
"Schimmelpenninck van der Oye","A. baron van",,"1887","9","1","algemeen","Goes","1154","2893","2.0","933.0"
"Schimmelpenninck van der Oye","J.E.N. baron van",,"1887","9","1","algemeen","Utrecht","1275","3182","2.0","1202.0"
"Schimmelpenninck van der Oye","A. baron van",,"1888","3","6","algemeen","Lochem","1459","3242","1.0","1429.0"
"Schimmelpenninck van der Oye","J.E.N. baron van",,"1888","5","16","tussentijds","Amersfoort","1326","2945","1.0","857.0"
"Schimmelpenninck van der Oye","J.E.N. baron van",,"1891","6","23","herstemming","Amersfoort","1325","3059","1.0","1114.0"
"Schokking","J. ",,"1901","6","14","algemeen","Harlingen","2978","6034","1.0","2654.0"
"Schokking","J. ",,"1901","10","10","tussentijds","Harlingen","2973","6034","1.0","2536.0"
"Schokking","J. ",,"1905","6","16","algemeen","Harlingen","3645","7179","1.0","3261.0"
"Schooneveld","P.C. ",,"1848","11","30","algemeen","Den Haag II","343","711","1.0","307.0"
"Schooneveld","P.C. ",,"1850","9","11","tussentijds","Den Haag","673","2025","1.0","629.0"
"Schreinemacher","J.H.J. ",,"1888","5","15","tussentijds","Maastricht","889","2194","1.0","797.0"
"Schreinemacher","J.H.J. ",,"1891","6","9","algemeen","Maastricht","850","2406","1.0","537.0"
"Schrieck","P.G.J. van der",,"1876","1","11","tussentijds","Den Bosch","1221","2833","1.0","659.0"
"Schrieck","P.G.J. van der",,"1879","6","10","periodiek","Den Bosch","1344","3233","1.0","726.0"
"Schrieck","P.G.J. van der",,"1881","9","27","tussentijds","Den Bosch","1043","3324","1.0","527.0"
"Schrieck","P.G.J. van der",,"1883","6","12","periodiek","Den Bosch","1132","3386","1.0","621.0"
"Schrieck","P.G.J. van der",,"1884","10","28","algemeen","Den Bosch","1265","3322","2.0","690.0"
"Schrieck","P.G.J. van der",,"1886","6","15","algemeen","Den Bosch","1420","3416","2.0","825.0"
"Schrieck","P.G.J. van der",,"1887","9","1","algemeen","Den Bosch","1256","3449","2.0","676.0"
"Schrieck","P.G.J. van der",,"1888","3","6","algemeen","Den Bosch","1485","3002","1.0","1118.0"
"Schrieck","P.G.J. van der",,"1891","6","9","algemeen","Den Bosch","837","2977","1.0","469.0"
"Schrieck","P.G.J. van der",,"1894","4","10","algemeen","Den Bosch","809","3033","1.0","447.0"
"Schuurbeque Boeye","J.F. ",,"1853","5","31","herstemming","Zierikzee","516","1253","1.0","459.0"
"Seijffardt","A.L.W. ",,"1888","3","6","algemeen","Utrecht","2016","4120","1.0","1876.0"
"Seijffardt","A.L.W. ",,"1890","7","29","tussentijds","Utrecht","1045","4246","1.0","530.0"
"Seret","H. ",,"1880","9","23","tussentijds","Gorinchem","1248","3654","1.0","1091.0"
"Seret","H. ",,"1881","6","14","periodiek","Gorinchem","1716","3761","1.0","1245.0"
"Seret","H. ",,"1882","2","14","tussentijds","Gorinchem","1300","3761","1.0","683.0"
"Seret","H. ",,"1884","10","28","algemeen","Gorinchem","1747","3900","2.0","1267.0"
"Seret","H. ",,"1886","6","15","algemeen","Gorinchem","2058","4088","2.0","1587.0"
"Seret","H. ",,"1887","9","1","algemeen","Gorinchem","1499","4071","2.0","817.0"
"Seret","H. ",,"1888","3","6","algemeen","Gorinchem","1674","3441","1.0","1552.0"
"Seret","H. ",,"1891","6","9","algemeen","Gorinchem","1652","3391","1.0","1477.0"
"Seret","H. ",,"1894","4","10","algemeen","Gorinchem","1266","3396","1.0","1198.0"
"Seret","H. ",,"1897","6","15","algemeen","Gorinchem","2511","6271","1.0","2370.0"
"Seret","H. ",,"1901","6","14","algemeen","Gorinchem","2432","5910","1.0","1937.0"
"Sibinga Mulder","J. ",,"1917","2","28","tussentijds","Emmen","3213","11929","1.0","2562.0"
"Sickesz","C.J. ",,"1877","11","27","tussentijds","Zutphen","1403","3308","1.0","1335.0"
"Sickesz","C.J. ",,"1879","6","10","periodiek","Zutphen","1319","3136","1.0","1277.0"
"Simons","G. ",,"1864","6","28","herstemming","Gorinchem","989","3029","1.0","935.0"
"Simons","G. ",,"1866","11","13","herstemming","Gorinchem","1286","3009","1.0","1052.0"
"Simons","G. ",,"1868","1","22","algemeen","Gorinchem","1074","3101","2.0","1036.0"
"Sleeswijk Vening","C. ",,"1853","5","17","algemeen","Sneek","1149","2741","2.0","889.0"
"Sleyden","P.W. van der",,"1881","3","22","tussentijds","Arnhem","865","3288","1.0","797.0"
"Sleyden","P.W. van der",,"1881","6","14","periodiek","Arnhem","1084","3389","1.0","1080.0"
"Sleyden","P.W. van der",,"1884","10","28","algemeen","Arnhem","1549","3616","2.0","1532.0"
"Sleyden","P.W. van der",,"1886","6","15","algemeen","Arnhem","1844","3891","2.0","1820.0"
"Sleyden","P.W. van der",,"1886","11","23","tussentijds","Arnhem","1152","3891","1.0","604.0"
"Sleyden","P.W. van der",,"1887","9","1","algemeen","Arnhem","1644","3879","2.0","1271.0"
"Slicher van Domburg","J.J. ",,"1848","11","30","algemeen","Middelburg","470","857","1.0","340.0"
"Slicher van Domburg","J.J. ",,"1850","8","27","algemeen","Middelburg","1063","2362","2.0","678.0"
"Slicher van Domburg","J.J. ",,"1852","6","8","periodiek","Middelburg","557","2404","1.0","473.0"
"Slicher van Domburg","J.J. ",,"1853","5","17","algemeen","Middelburg","846","2377","2.0","795.0"
"Slicher van Domburg","J.J. ",,"1854","6","13","periodiek","Middelburg","828","2377","1.0","533.0"
"Slicher van Domburg","J.J. ",,"1858","6","8","periodiek","Middelburg","556","2465","1.0","445.0"
"Sloet tot Oldhuis","B.W.A.E. baron van",,"1848","11","30","algemeen","Zwolle","600","834","1.0","341.0"
"Sloet tot Oldhuis","B.W.A.E. baron van",,"1850","8","27","algemeen","Zwolle","1115","2439","2.0","947.0"
"Sloet tot Oldhuis","B.W.A.E. baron van",,"1853","5","31","herstemming","Zwolle","1009","2731","1.0","946.0"
"Sloet tot Oldhuis","B.W.A.E. baron van",,"1856","6","10","periodiek","Zwolle","904","2871","1.0","710.0"
"Sloet van de Beele","L.A.J.W. baron van",,"1868","1","22","algemeen","Arnhem","1260","3022","2.0","879.0"
"Sloet van de Beele","L.A.J.W. baron van",,"1868","2","4","herstemming","Arnhem","1260","3022","2.0","1241.0"
"Sluis Pzn.","N. ",,"1901","6","14","algemeen","Enkhuizen","3686","8005","1.0","3673.0"
"Sluiter","R.A.W. ",,"1885","4","8","tussentijds","Den Haag","868","2723","1.0","863.0"
"Smeele","J.P. ",,"1886","6","29","herstemming","Leiden","1515","3307","2.0","1456.0"
"Smeenge","H. ",,"1886","3","30","herstemming","Assen","1243","2806","1.0","1018.0"
"Smeenge","H. ",,"1886","6","15","algemeen","Assen","1043","2806","2.0","766.0"
"Smeenge","H. ",,"1887","9","1","algemeen","Assen","785","2812","2.0","531.0"
"Smeenge","H. ",,"1888","3","6","algemeen","Meppel","1296","2663","1.0","1091.0"
"Smeenge","H. ",,"1890","6","24","tussentijds","Meppel","995","2720","1.0","508.0"
"Smeenge","H. ",,"1891","6","9","algemeen","Meppel","1175","2731","1.0","1007.0"
"Smeenge","H. ",,"1894","4","10","algemeen","Meppel","795","2666","1.0","423.0"
"Smeenge","H. ",,"1897","6","15","algemeen","Meppel","2253","5327","1.0","2115.0"
"Smeenge","H. ",,"1901","6","14","algemeen","Meppel","2407","5417","1.0","2159.0"
"Smeenge","H. ",,"1905","6","16","algemeen","Meppel","3515","6932","1.0","3065.0"
"Smeenge","H. ",,"1909","6","11","algemeen","Meppel","3221","7343","1.0","2890.0"
"Smeenge","H. ",,"1913","6","17","algemeen","Meppel","3326","7983","1.0","3267.0"
"Smidt","H.J. ",,"1871","1","31","tussentijds","Assen","581","2213","1.0","515.0"
"Smidt","H.J. ",,"1871","6","13","periodiek","Assen","691","2204","1.0","472.0"
"Smidt","H.J. ",,"1875","6","8","periodiek","Assen","824","2499","1.0","559.0"
"Smidt","H.J. ",,"1888","3","6","algemeen","Emmen","869","1961","1.0","698.0"
"Smidt","H.J. ",,"1891","6","9","algemeen","Emmen","945","2057","1.0","670.0"
"Smidt","E.A. ",,"1893","11","21","herstemming","Veendam","967","2949","1.0","966.0"
"Smidt","E.A. ",,"1894","4","10","algemeen","Veendam","876","2949","1.0","469.0"
"Smidt","E.A. ",,"1897","6","15","algemeen","Veendam","2325","6320","1.0","2238.0"
"Smidt","E.A. ",,"1901","8","7","herstemming","Veendam","2687","5966","1.0","2490.0"
"Smidt","E.A. ",,"1905","6","28","herstemming","Veendam","4220","7551","1.0","3192.0"
"Smidt","E.A. ",,"1909","6","23","herstemming","Veendam","3826","8185","1.0","3024.0"
"Smit","H.J. ",,"1848","11","30","algemeen","Zaandam","648","1002","1.0","417.0"
"Smit","H.J. ",,"1850","8","27","algemeen","Alkmaar","1566","2833","2.0","981.0"
"Smit","H.J. ",,"1852","6","8","periodiek","Alkmaar","864","2801","1.0","627.0"
"Smit","A. ",,"1886","6","15","algemeen","Middelburg","1409","2929","2.0","1346.0"
"Smit","A. ",,"1887","9","1","algemeen","Middelburg","1422","2910","2.0","1125.0"
"Smit","A. ",,"1891","6","9","algemeen","Ridderkerk","1185","2628","1.0","1175.0"
"Smit","A. ",,"1894","4","24","herstemming","Ridderkerk","1135","2628","1.0","1089.0"
"Smits van Oyen","J.T.M. ",,"1891","7","9","tussentijds","Eindhoven","1209","3030","1.0","812.0"
"Smits van Oyen","J.T.M. ",,"1894","4","10","algemeen","Eindhoven","1047","2994","1.0","541.0"
"Smitz","P.J.A. ",,"1868","1","22","algemeen","Eindhoven","868","2344","2.0","812.0"
"Smitz","P.J.A. ",,"1871","6","13","periodiek","Eindhoven","1128","2259","1.0","600.0"
"Smitz","P.J.A. ",,"1875","6","8","periodiek","Eindhoven","1127","2392","1.0","651.0"
"Smitz","P.J.A. ",,"1877","6","12","tussentijds","Eindhoven","1085","2624","1.0","597.0"
"Snoeck Henkemans","J.R. ",,"1909","6","23","herstemming","Amsterdam II","1755","4404","1.0","1655.0"
"Snoeck Henkemans","J.R. ",,"1916","2","29","tussentijds","Apeldoorn","5737","12078","1.0","5148.0"
"Snoeck Henkemans","J.R. ",,"1917","6","15","algemeen","Apeldoorn","4695","13064","1.0","3091.0"
"Spiekman","H. ",,"1913","6","25","herstemming","Hoogezand","2845","7594","1.0","2584.0"
"Spiekman","H. ",,"1913","6","25","herstemming","Rotterdam II","6129","13625","1.0","5726.0"
"Spiekman","H. ",,"1913","6","25","herstemming","Rotterdam I","5576","12248","1.0","5052.0"
"Spiekman","H. ",,"1917","6","15","algemeen","Rotterdam II","3943","17453","1.0","2453.0"
"Spill","J.H.W.Q. ter",,"1913","6","25","herstemming","Utrecht I","5138","9767","1.0","4442.0"
"Spill","J.H.W.Q. ter",,"1917","6","15","algemeen","Utrecht I","2434","11049","1.0","1809.0"
"Staalman","A.P. ",,"1894","11","13","herstemming","Den Helder","1254","3711","1.0","1129.0"
"Staalman","A.P. ",,"1897","6","25","herstemming","Den Helder","2918","6598","1.0","2687.0"
"Staalman","A.P. ",,"1901","6","14","algemeen","Den Helder","2683","6816","1.0","2604.0"
"Stieltjes","T.J. ",,"1866","10","30","algemeen","Zwolle","1309","2701","2.0","952.0"
"Stieltjes","T.J. ",,"1869","6","8","periodiek","Amsterdam","1524","3964","3.0","1185.0"
"Stieltjes","T.J. ",,"1873","6","10","periodiek","Amsterdam","1241","4019","3.0","773.0"
"Stieltjes","T.J. ",,"1877","6","12","periodiek","Amsterdam","1396","4195","3.0","761.0"
"Stoffel","J. ",,"1897","6","25","herstemming","Deventer","3248","6697","1.0","2752.0"
"Stolk Jzn.","J. van",,"1878","3","12","herstemming","Rotterdam","1261","3360","1.0","1210.0"
"Stolk Jzn.","J. van",,"1879","6","24","herstemming","Rotterdam","1426","3462","2.0","1044.0"
"Stolte","H. ",,"1850","8","27","algemeen","Amsterdam","1671","3525","5.0","1148.0"
"Stolte","H. ",,"1852","6","22","herstemming","Amsterdam","645","3533","1.0","598.0"
"Stolte","H. ",,"1853","5","31","herstemming","Amsterdam","1403","3873","3.0","1056.0"
"Stolte","H. ",,"1856","6","10","periodiek","Amsterdam","819","4086","2.0","723.0"
"Storm","L.D. ",,"1848","11","30","algemeen","Breda","819","1184","1.0","483.0"
"Storm","L.D. ",,"1848","11","30","algemeen","Bergen op Zoom","525","1193","1.0","450.0"
"Storm","L.D. ",,"1850","8","27","algemeen","Breda","2085","3355","2.0","1120.0"
